UAI;LIBELLÉFORMATION;MEFSTAT11_old;NB_VOEUX_CONFIRMES;STATUT;CAPACITEPSUP;CFD;CFD rectifié;Rectif;MEFSTAT11
0221880Z;BTS - Agricole - Technico-commercial - Spécialité univers jardins et animaux de compagnie - en apprentissage;32212031203;59;Apprentissage;30;32031203;32031203;FAUX;32212031203
0221889J;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;56;Apprentissage;15;32022709;32022709;FAUX;32211022709
0221889J;BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air - en apprentissage;32211022710;71;Apprentissage;15;32022710;32022710;FAUX;32211022710
0221929C;BTS - Services - Management opérationnel de la sécurité - en apprentissage;32211034401;96;Apprentissage;15;32034401;32034401;FAUX;32211034401
0222012T;BTS - Production - Techniques et services en matériels agricoles - en apprentissage;32211025213;62;Apprentissage;16;32025213;32025213;FAUX;32211025213
0222020B;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;38;Apprentissage;18;32031103;32031103;FAUX;32211031103
0222026H;BTS - Production - Electrotechnique - en apprentissage;32211025520;22;Apprentissage;4;32025520;32025520;FAUX;32211025520
0222026H;BTS - Production - Systèmes photoniques - en apprentissage;32211025519;10;Apprentissage;4;32025519;32025519;FAUX;32211025519
0222027J;BTS - Services - Communication - en apprentissage;32211032002;111;Apprentissage;40;32032002;32032002;FAUX;32211032002
0222027J;BTS - Services - Gestion de la PME - en apprentissage;32211031409;55;Apprentissage;40;32031409;32031409;FAUX;32211031409
0222027J;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;135;Apprentissage;40;32031213;32031213;FAUX;32211031213
0222027J;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;134;Apprentissage;40;32031212;32031212;FAUX;32211031212
0222033R;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;27;Apprentissage;15;32025014;32025014;FAUX;32211025014
0222036U;BTS - Services - Gestion de la PME - en apprentissage;32211031409;36;Apprentissage;35;32031409;32031409;FAUX;32211031409
0222036U;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;107;Apprentissage;120;32031213;32031213;FAUX;32211031213
0222036U;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;101;Apprentissage;60;32031212;32031212;FAUX;32211031212
0222042A;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;164;Apprentissage;4;32031213;32031213;FAUX;32211031213
0222043B;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;36;Apprentissage;4;32025014;32025014;FAUX;32211025014
0222043B;BTS - Production - Maintenance des systèmes - option C Systèmes éoliens - en apprentissage;32211025016;35;Apprentissage;8;32025016;32025016;FAUX;32211025016
0222043B;BTS - Production - Maintenance des véhicules option motocycles - en apprentissage;32211025217;134;Apprentissage;9;32025217;32025217;FAUX;32211025217
0222044C;BTS - Production - Travaux publics - en apprentissage;32211023107;112;Apprentissage;12;32023107;32023107;FAUX;32211023107
0222052L;BTS - Services - Gestion de la PME - en apprentissage;32211031409;48;Apprentissage;18;32031409;32031409;FAUX;32211031409
0222052L;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;149;Apprentissage;18;32031213;32031213;FAUX;32211031213
0230002C;BTS - Services - Services informatiques aux organisations;32211032612;122;Scolaire;16;32032612;32032612;FAUX;32211032612
0230002C;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;60;Apprentissage;6;32032612;32032612;FAUX;32211032612
0230008J;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie;32211033606;131;Scolaire;15;32033606;32033606;FAUX;32211033606
0230008J;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033606;37;Apprentissage;3;32033606;32033606;FAUX;32211033606
0230018V;BTS - Production - Architectures en Métal : conception et Réalisation;32211025416;172;Scolaire;15;32025416;32025416;FAUX;32211025416
0230018V;BTS - Production - Bâtiment;32211023012;419;Scolaire;30;32023012;32023012;FAUX;32211023012
0230018V;BTS - Production - Finitions, aménagement des bâtiments: conception et réalisation;32211023306;216;Scolaire;15;32023306;32023306;FAUX;32211023306
0230018V;BTS - Production - Systèmes constructifs bois et habitat;32211023412;100;Scolaire;15;32023412;32023412;FAUX;32211023412
0230020X;BTS - Services - Gestion de la PME;32211031409;105;Scolaire;20;32031409;32031409;FAUX;32211031409
0230020X;BTS - Services - Gestion de la PME - en apprentissage;32211031409;22;Apprentissage;2;32031409;32031409;FAUX;32211031409
0230020X;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;333;Scolaire;33;32031212;32031212;FAUX;32211031212
0230030H;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole;32212021014;609;Scolaire;24;32021014;32021014;FAUX;32212021014
0230030H;BTS - Agricole - Aquaculture;32212021206;215;Scolaire;14;32021206;32021206;FAUX;32212021206
0230030H;BTS - Agricole - Gestion et maitrise de l'eau;32212034302;302;Scolaire;13;32034302;32034302;FAUX;32212034302
0230051F;BTS - Production - Conception et Réalisation de Systèmes Automatiques;32211020111;45;Scolaire;15;32020111;32020111;FAUX;32211020111
0230051F;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;11;Apprentissage;3;32020111;32020111;FAUX;32211020111
0230051F;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants;32211022711;176;Scolaire;24;32022711;32022711;FAUX;32211022711
0230051F;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;29;Apprentissage;3;32022711;32022711;FAUX;32211022711
0230553B;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;50;Apprentissage;12;32021014;32021014;FAUX;32212021014
0230553B;BTS - Agricole - Gestion et maitrise de l'eau - en apprentissage;32212034302;32;Apprentissage;12;32034302;32034302;FAUX;32212034302
0230581G;BTS - Production - Architectures en Métal : conception et Réalisation - en apprentissage;32211025416;26;Apprentissage;6;32025416;32025416;FAUX;32211025416
0230581G;BTS - Production - Bâtiment - en apprentissage;32211023012;92;Apprentissage;15;32023012;32023012;FAUX;32211023012
0230581G;BTS - Production - Finitions, aménagement des bâtiments: conception et réalisation - en apprentissage;32211023306;58;Apprentissage;15;32023306;32023306;FAUX;32211023306
0230581G;BTS - Production - Systèmes constructifs bois et habitat - en apprentissage;32211023412;54;Apprentissage;15;32023412;32023412;FAUX;32211023412
0240005A;BTS - Services - Management Commercial Opérationnel;32211031213;647;Scolaire;35;32031213;32031213;FAUX;32211031213
0240005A;BTS - Services - Support à l'action managériale;32211032409;256;Scolaire;28;32032409;32032409;FAUX;32211032409
0240006B;BTS - Production - Conception et réalisation en chaudronnerie industrielle;32211025415;151;Scolaire;15;32025415;32025415;FAUX;32211025415
0240006B;BTS - Production - Techniques et services en matériels agricoles;32211025213;113;Scolaire;24;32025213;32025213;FAUX;32211025213
0240006B;BTS - Production - Techniques et services en matériels agricoles - en apprentissage;32211025213;36;Apprentissage;6;32025213;32025213;FAUX;32211025213
0240007C;BTS - Services - Management en hôtellerie restauration;32211033422;162;Scolaire;24;32033422;32033422;FAUX;32211033422
0240023V;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole;32212021014;239;Scolaire;24;32021014;32021014;FAUX;32212021014
0240023V;BTS - Agricole - Gestion et protection de la nature;32212021308;663;Scolaire;28;32021308;32021308;FAUX;32212021308
0240023V;BTS - Agricole - Sciences et technologies des aliments spécialité Aliments et processus technologiques;32212022113;101;Scolaire;16;32022113;32022113;FAUX;32212022113
0240024W;BTS - Services - Services informatiques aux organisations;32211032612;725;Scolaire;32;32032612;32032612;FAUX;32211032612
0240025X;BTS - Services - Comptabilité et gestion;32211031408;242;Scolaire;35;32031408;32031408;FAUX;32211031408
0240025X;BTS - Services - Gestion de la PME;32211031409;523;Scolaire;35;32031409;32031409;FAUX;32211031409
0240025X;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;653;Scolaire;70;32031212;32031212;FAUX;32211031212
0240026Y;BTS - Production - Architectures en Métal : conception et Réalisation;32211025416;347;Scolaire;28;32025416;32025416;FAUX;32211025416
0240026Y;BTS - Production - Architectures en Métal : conception et Réalisation - en apprentissage;32211025416;34;Apprentissage;4;32025416;32025416;FAUX;32211025416
0240026Y;BTS - Production - Conception des processus de réalisation de produits (1ère année commune);32211022316;119;Scolaire;15;32022316;32022316;FAUX;32211022316
0240026Y;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;25;Apprentissage;4;32022316;32022316;FAUX;32211022316
0240026Y;BTS - Production - Electrotechnique;32211025520;125;Scolaire;30;32025520;32025520;FAUX;32211025520
0240026Y;BTS - Production - Electrotechnique - en apprentissage;32211025520;47;Apprentissage;6;32025520;32025520;FAUX;32211025520
0240026Y;BTS - Production - Maintenance des véhicules option voitures particulières;32211025215;244;Scolaire;28;32025215;32025215;FAUX;32211025215
0240026Y;BTS - Production - Motorisations toutes énergies;32211025219;209;Scolaire;24;32025219;32025219;FAUX;32211025219
0240035H;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants;32211022711;218;Scolaire;16;32022711;32022711;FAUX;32211022711
0240035H;BTS - Production - Maintenance des systèmes - option A Systèmes de production;32211025014;79;Scolaire;16;32025014;32025014;FAUX;32211025014
0240079F;BTS - Services - Commerce International;32211031215;153;Scolaire;22;32031215;32031215;FAUX;32211031215
0240089S;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;77;Apprentissage;20;32031213;32031213;FAUX;32211031213
0240089S;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;26;Apprentissage;20;32032409;32032409;FAUX;32211032409
0240090T;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;69;Apprentissage;30;32031213;32031213;FAUX;32211031213
0240092V;BTS - Services - Management en hôtellerie restauration;32211033422;54;Scolaire;28;32033422;32033422;FAUX;32211033422
0241033T;BTS - Agricole - Technico-commercial - Spécialité vins, bières et spiritueux - en apprentissage;32212031202;24;Apprentissage;;32031202;32031202;FAUX;32212031202
0241056T;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;133;Apprentissage;35;32031213;32031213;FAUX;32211031213
0241056T;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;19;Apprentissage;8;32033422;32033422;FAUX;32211033422
0241056T;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;136;Apprentissage;35;32031212;32031212;FAUX;32211031212
0241092G;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;27;Apprentissage;16;32021014;32021014;FAUX;32212021014
0241092G;BTS - Agricole - Développement, animation des territoires ruraux;32212030001;56;Scolaire;20;32030001;32030001;FAUX;32212030001
0241092G;BTS - Agricole - Développement, animation des territoires ruraux - en apprentissage;32212030001;30;Apprentissage;12;32030001;32030001;FAUX;32212030001
0241092G;BTS - Agricole - Technico-commercial - Spécialité alimentation et boisson;32212031205;31;Scolaire;20;32031205;32031205;FAUX;32212031205
0241092G;BTS - Agricole - Technico-commercial - Spécialité alimentation et boisson - en apprentissage;32212031205;4;Apprentissage;12;32031205;32031205;FAUX;32212031205
0241099P;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;75;Apprentissage;;32021014;32021014;FAUX;32212021014
0241137F;BTS - Services - Service et prestation des secteurs sanitaire et social;32211033002;352;Scolaire;18;32033002;32033002;FAUX;32211033002
0241197W;BTS - Services - Gestion de la PME - en apprentissage;32211031409;42;Apprentissage;30;32031409;32031409;FAUX;32211031409
0241197W;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;54;Apprentissage;30;32031212;32031212;FAUX;32211031212
0241198X;BTS - Services - Gestion de la PME - en apprentissage;32211031409;42;Apprentissage;25;32031409;32031409;FAUX;32211031409
0241198X;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;94;Apprentissage;25;32031213;32031213;FAUX;32211031213
0241204D;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;12;Apprentissage;20;32022316;32022316;FAUX;32211022316
0241204D;BTS - Production - Electrotechnique - en apprentissage;32211025520;9;Apprentissage;20;32025520;32025520;FAUX;32211025520
0241204D;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;22;Apprentissage;20;32025014;32025014;FAUX;32211025014
0241204D;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;14;Apprentissage;20;32031216;32031216;FAUX;32211031216
0241242V;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;34;Apprentissage;30;32031408;32031408;FAUX;32211031408
0241242V;BTS - Services - Gestion de la PME - en apprentissage;32211031409;49;Apprentissage;30;32031409;32031409;FAUX;32211031409
0241242V;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;71;Apprentissage;30;32031213;32031213;FAUX;32211031213
0241245Y;BTS - Services - Economie sociale familiale - en apprentissage;32211033206;76;Apprentissage;25;32033206;32033206;FAUX;32211033206
