UAI;LIBELLÉFORMATION;MEFSTAT11_old;NB_VOEUX_CONFIRMES;STATUT;CAPACITEPSUP;CFD;CFD rectifié;Rectif;MEFSTAT11;nb_apparitions
0891200W;BTS - Production - Europlastics et composites à référentiel commun européen - option Conception d'Outillage;32211022505;32;Scolaire;8;32022505;32022505;FAUX;32211022505;1
0891200W;BTS - Production - Europlastics et composites à référentiel commun européen - option Conception d'Outillage - en apprentissage;32211022505;11;Apprentissage;6;32022505;32022505;FAUX;32211022505;1
0891200W;BTS - Production - Europlastics et composites à référentiel commun européen - option Pilotage et Optimisation de la production;32211022506;25;Scolaire;7;32022506;32022506;FAUX;32211022506;1
0891200W;BTS - Production - Europlastics et composites à référentiel commun européen - option Pilotage et Optimisation de la production - en apprentissage;32211022506;13;Apprentissage;6;32022506;32022506;FAUX;32211022506;1
0891200W;BTS - Services - Gestion de la PME;32211031409;137;Scolaire;18;32031409;32031409;FAUX;32211031409;1
0891200W;BTS - Services - Gestion de la PME - en apprentissage;32211031409;70;Apprentissage;4;32031409;32031409;FAUX;32211031409;1
0891200W;BTS - Services - Support à l'action managériale;32211032409;150;Scolaire;24;32032409;32032409;FAUX;32211032409;1
0891200W;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;77;Apprentissage;3;32032409;32032409;FAUX;32211032409;1
0891327J;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;27;Apprentissage;20;32031103;32031103;FAUX;32211031103;1
0900002N;BTS - Services - Commerce International;32211031215;715;Scolaire;35;32031215;32031215;FAUX;32211031215;1
0900002N;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;156;Apprentissage;18;32032612;32032612;FAUX;32211032612;1
0900004R;BTS - Production - Conception et réalisation en chaudronnerie industrielle;32211025415;134;Scolaire;15;32025415;32025415;FAUX;32211025415;1
0900004R;BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage;32211025415;36;Apprentissage;6;32025415;32025415;FAUX;32211025415;1
0900004R;BTS - Production - Maintenance des systèmes - option A Systèmes de production;32211025014;140;Scolaire;18;32025014;32025014;FAUX;32211025014;1
0900004R;BTS - Services - Gestion de la PME - en apprentissage;32211031409;270;Apprentissage;16;32031409;32031409;FAUX;32211031409;1
0900029T;BTS - Services - Diététique;32211033103;327;Scolaire;32;32033103;32033103;FAUX;32211033103;1
0900029T;BTS - Services - Gestion de la PME - en apprentissage;32211031409;110;Apprentissage;35;32031409;32031409;FAUX;32211031409;1
0900029T;BTS - Services - Management Commercial Opérationnel;32211031213;282;Scolaire;40;32031213;32031213;FAUX;32211031213;1
0900029T;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;218;Apprentissage;40;32031213;32031213;FAUX;32211031213;1
0900029T;BTS - Services - Support à l'action managériale;32211032409;91;Scolaire;30;32032409;32032409;FAUX;32211032409;1
0900029T;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;81;Apprentissage;35;32032409;32032409;FAUX;32211032409;1
0900030U;BTS - Production - Métiers de la mesure;32211020115;94;Scolaire;24;32020115;32020115;FAUX;32211020115;1
0900035Z;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033608;77;Apprentissage;30;32033608;32033608;FAUX;32211033608;1
0900236T;BTS - Services - Gestion des transports et logistique associée;32211031103;258;Scolaire;20;32031103;32031103;FAUX;32211031103;1
0900236T;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;101;Apprentissage;4;32031103;32031103;FAUX;32211031103;1
0900246D;BTS - Agricole - Aménagements paysagers;32212021401;251;Scolaire;19;32021401;32021401;FAUX;32212021401;1
0900355X;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux;32211025521;138;Scolaire;12;32025521;32025521;FAUX;32211025521;1
0900378X;BTS - Agricole - Aménagements paysagers - en apprentissage;32212021401;74;Apprentissage;10;32021401;32021401;FAUX;32212021401;1
0900378X;BTS - Agricole - Technico-commercial - Spécialité univers jardins et animaux de compagnie - en apprentissage;32212031203;70;Apprentissage;10;32031203;32031203;FAUX;32212031203;1
0900430D;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;53;Apprentissage;26;32025014;32025014;FAUX;32211025014;1
0900460L;BTS - Services - Gestion de la PME - en apprentissage;32211031409;108;Apprentissage;24;32031409;32031409;FAUX;32211031409;1
0900460L;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;161;Apprentissage;24;32031213;32031213;FAUX;32211031213;1
0900460L;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;179;Apprentissage;24;32031212;32031212;FAUX;32211031212;1
0910620E;BTS - Production - Conception de produits industriels;32211020009;378;Scolaire;28;32020009;32020009;FAUX;32211020009;1
0910620E;BTS - Production - Conception des processus de réalisation de produits (1ère année commune);32211022316;207;Scolaire;24;32022316;32022316;FAUX;32211022316;1
0910620E;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux;32211020116;1246;Scolaire;28;32020116;32020116;FAUX;32211020116;1
0910620E;BTS - Production - Electrotechnique;32211025520;442;Scolaire;24;32025520;32025520;FAUX;32211025520;1
0910620E;BTS - Services - Comptabilité et gestion;32211031408;689;Scolaire;34;32031408;32031408;FAUX;32211031408;1
0910620E;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;1208;Scolaire;34;32031212;32031212;FAUX;32211031212;1
0910620E;BTS - Services - Professions immobilières;32211031309;1038;Scolaire;34;32031309;32031309;FAUX;32211031309;1
0910620E;BTS - Services - Support à l'action managériale;32211032409;667;Scolaire;34;32032409;32032409;FAUX;32211032409;1
0910622G;BTS - Production - Electrotechnique;32211025520;187;Scolaire;28;32025520;32025520;FAUX;32211025520;1
0910622G;BTS - Services - Gestion de la PME;32211031409;299;Scolaire;32;32031409;32031409;FAUX;32211031409;1
0910622G;BTS - Services - Professions immobilières;32211031309;606;Scolaire;32;32031309;32031309;FAUX;32211031309;1
0910622G;BTS - Services - Service et prestation des secteurs sanitaire et social;32211033002;378;Scolaire;32;32033002;32033002;FAUX;32211033002;1
0910622G;BTS - Services - Services informatiques aux organisations;32211032612;432;Scolaire;32;32032612;32032612;FAUX;32211032612;1
0910623H;BTS - Services - Comptabilité et gestion;32211031408;743;Scolaire;32;32031408;32031408;FAUX;32211031408;1
0910623H;BTS - Services - Gestion de la PME;32211031409;742;Scolaire;32;32031409;32031409;FAUX;32211031409;1
0910623H;BTS - Services - Management Commercial Opérationnel;32211031213;1596;Scolaire;32;32031213;32031213;FAUX;32211031213;1
0910625K;BTS - Services - Comptabilité et gestion;32211031408;582;Scolaire;35;32031408;32031408;FAUX;32211031408;1
0910625K;BTS - Services - Gestion de la PME;32211031409;766;Scolaire;35;32031409;32031409;FAUX;32211031409;1
0910625K;BTS - Services - Support à l'action managériale;32211032409;542;Scolaire;35;32032409;32032409;FAUX;32211032409;1
0910627M;BTS - Services - Management Commercial Opérationnel;32211031213;1173;Scolaire;36;32031213;32031213;FAUX;32211031213;1
0910627M;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;1084;Apprentissage;20;32031213;32031213;FAUX;32211031213;1
0910627M;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;1284;Scolaire;36;32031212;32031212;FAUX;32211031212;1
0910627M;BTS - Services - Support à l'action managériale;32211032409;531;Scolaire;36;32032409;32032409;FAUX;32211032409;1
0910629P;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;65;Apprentissage;15;32033422;32033422;FAUX;32211033422;1
0910630R;BTS - Production - Aéronautique;32211025302;882;Scolaire;22;32025302;32025302;FAUX;32211025302;1
0910632T;BTS - Production - Bâtiment - en apprentissage;32211023012;646;Apprentissage;20;32023012;32023012;FAUX;32211023012;1
0910676R;BTS - Production - Maintenance des systèmes - option A Systèmes de production;32211025014;320;Scolaire;30;32025014;32025014;FAUX;32211025014;1
0910676R;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;170;Apprentissage;16;32025014;32025014;FAUX;32211025014;1
0910687C;BTS - Services - Commerce International;32211031215;1156;Scolaire;35;32031215;32031215;FAUX;32211031215;1
0910687C;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;1324;Scolaire;32;32031212;32031212;FAUX;32211031212;1
0910727W;BTS - Production - Assistance technique d'ingénieur;32211025001;429;Scolaire;30;32025001;32025001;FAUX;32211025001;1
0910727W;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;208;Apprentissage;12;32025001;32025001;FAUX;32211025001;1
0910727W;BTS - Production - Conception et industrialisation en microtechniques;32211025005;380;Scolaire;30;32025005;32025005;FAUX;32211025005;1
0910727W;BTS - Production - Conception et Réalisation de Systèmes Automatiques;32211020111;391;Scolaire;30;32020111;32020111;FAUX;32211020111;1
0910727W;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux;32211020116;843;Scolaire;30;32020116;32020116;FAUX;32211020116;1
0910727W;BTS - Services - Banque conseiller de clientèle;32211031310;662;Scolaire;35;32031310;32031310;FAUX;32211031310;1
0910727W;BTS - Services - Collaborateur juriste notarial;32211034502;672;Scolaire;30;32034502;32034502;FAUX;32211034502;1
0910727W;BTS - Services - Comptabilité et gestion;32211031408;394;Scolaire;30;32031408;32031408;FAUX;32211031408;1
0910727W;BTS - Services - Conseil et commercialisation de solutions techniques;32211031216;441;Scolaire;28;32031216;32031216;FAUX;32211031216;1
0910727W;BTS - Services - Services informatiques aux organisations;32211032612;833;Scolaire;65;32032612;32032612;FAUX;32211032612;1
0910727W;BTS - Services - Support à l'action managériale;32211032409;858;Scolaire;34;32032409;32032409;FAUX;32211032409;1
0910755B;BTS - Services - Management opérationnel de la sécurité;32211034401;168;Scolaire;12;32034401;32034401;FAUX;32211034401;1
0910755B;BTS - Services - Management opérationnel de la sécurité - en apprentissage;32211034401;170;Apprentissage;24;32034401;32034401;FAUX;32211034401;1
0910756C;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;744;Apprentissage;12;32031212;32031212;FAUX;32211031212;1
0910808J;BTS - Services - Assurance - en apprentissage;32211031311;154;Apprentissage;20;32031311;32031311;FAUX;32211031311;1
0910808J;BTS - Services - Banque conseiller de clientèle;32211031310;364;Scolaire;35;32031310;32031310;FAUX;32211031310;1
0910808J;BTS - Services - Management Commercial Opérationnel;32211031213;327;Scolaire;35;32031213;32031213;FAUX;32211031213;1
0910808J;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;414;Apprentissage;20;32031213;32031213;FAUX;32211031213;1
0910843X;BTS - Services - Commerce International;32211031215;281;Scolaire;32;32031215;32031215;FAUX;32211031215;1
0910843X;BTS - Services - Communication;32211032003;274;Scolaire;32;32032003;32032003;FAUX;32211032003;1
0910843X;BTS - Services - Comptabilité et gestion;32211031408;89;Scolaire;32;32031408;32031408;FAUX;32211031408;1
0910843X;BTS - Services - Gestion de la PME - en apprentissage;32211031409;159;Apprentissage;28;32031409;32031409;FAUX;32211031409;1
0910843X;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;251;Apprentissage;32;32031213;32031213;FAUX;32211031213;1
0910843X;BTS - Services - Management en hôtellerie restauration;32211033422;53;Scolaire;36;32033422;32033422;FAUX;32211033422;1
0910843X;BTS - Services - Professions immobilières - en apprentissage;32211031309;314;Apprentissage;28;32031309;32031309;FAUX;32211031309;1
0910843X;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;124;Apprentissage;28;32032409;32032409;FAUX;32211032409;1
0910843X;BTS - Services - Tourisme;32211033426;240;Scolaire;32;32033426;32033426;FAUX;32211033426;1
0910975R;BTS - Production - Architectures en Métal : conception et Réalisation;32211025416;267;Scolaire;15;32025416;32025416;FAUX;32211025416;1
0910975R;BTS - Production - Bâtiment;32211023012;583;Scolaire;30;32023012;32023012;FAUX;32211023012;1
0910975R;BTS - Production - Management économique de la construction;32211023013;522;Scolaire;30;32023013;32023013;FAUX;32211023013;1
0910975R;BTS - Production - Métiers du géomètre-topographe et de la modélisation numérique;32211023108;406;Scolaire;30;32023108;32023108;FAUX;32211023108;1
0911251R;BTS - Production - Biotechnologies;32211022104;896;Scolaire;24;32022104;32022104;FAUX;32211022104;1
0911251R;BTS - Services - Services informatiques aux organisations;32211032612;784;Scolaire;30;32032612;32032612;FAUX;32211032612;1
0911254U;BTS - Services - Management Commercial Opérationnel;32211031213;1576;Scolaire;18;32031213;32031213;FAUX;32211031213;1
0911254U;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;963;Apprentissage;15;32031213;32031213;FAUX;32211031213;1
0911254U;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033608;233;Apprentissage;14;32033608;32033608;FAUX;32211033608;1
0911264E;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;107;Scolaire;15;32031212;32031212;FAUX;32211031212;1
0911264E;BTS - Services - Opticien-Lunetier;32211033107;410;Scolaire;96;32033107;32033107;FAUX;32211033107;1
0911264E;BTS - Services - Opticien-Lunetier - en apprentissage;32211033107;273;Apprentissage;60;32033107;32033107;FAUX;32211033107;1
0911333E;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;97;Apprentissage;9;32022709;32022709;FAUX;32211022709;1
0911346U;BTS - Services - Commerce International;32211031215;1366;Scolaire;35;32031215;32031215;FAUX;32211031215;1
0911492C;BTS - Production - Electrotechnique;32211025520;289;Scolaire;28;32025520;32025520;FAUX;32211025520;1
0911492C;BTS - Production - Maintenance des systèmes - option A Systèmes de production;32211025014;152;Scolaire;15;32025014;32025014;FAUX;32211025014;1
0911493D;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;48;Apprentissage;12;32025215;32025215;FAUX;32211025215;1
0911577V;BTS - Services - Comptabilité et gestion;32211031408;651;Scolaire;35;32031408;32031408;FAUX;32211031408;1
0911577V;BTS - Services - Support à l'action managériale;32211032409;694;Scolaire;24;32032409;32032409;FAUX;32211032409;1
0911577V;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;351;Apprentissage;18;32032409;32032409;FAUX;32211032409;1
0911632E;BTS - Services - Comptabilité et gestion;32211031408;665;Scolaire;38;32031408;32031408;FAUX;32211031408;1
0911632E;BTS - Services - Management Commercial Opérationnel;32211031213;971;Scolaire;38;32031213;32031213;FAUX;32211031213;1
0911826R;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;77;Apprentissage;20;32025001;32025001;FAUX;32211025001;1
0911826R;BTS - Production - Conception de produits industriels - en apprentissage;32211020009;69;Apprentissage;20;32020009;32020009;FAUX;32211020009;1
0911826R;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;46;Apprentissage;16;32022316;32022316;FAUX;32211022316;1
0911826R;BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage;32211025415;29;Apprentissage;16;32025415;32025415;FAUX;32211025415;1
0911826R;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;108;Apprentissage;36;32025014;32025014;FAUX;32211025014;1
0911828T;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux;32211025521;955;Scolaire;28;32025521;32025521;FAUX;32211025521;1
0911864G;BTS - Services - Commerce International - en apprentissage;32211031215;580;Apprentissage;25;32031215;32031215;FAUX;32211031215;1
0911864G;BTS - Services - Communication - en apprentissage;32211032003;427;Apprentissage;50;32032003;32032003;FAUX;32211032003;1
0911864G;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;273;Apprentissage;50;32031408;32031408;FAUX;32211031408;1
0911864G;BTS - Services - Gestion de la PME - en apprentissage;32211031409;295;Apprentissage;50;32031409;32031409;FAUX;32211031409;1
0911864G;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;501;Apprentissage;75;32031213;32031213;FAUX;32211031213;1
0911864G;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;591;Apprentissage;75;32031212;32031212;FAUX;32211031212;1
0911864G;BTS - Services - Professions immobilières - en apprentissage;32211031309;475;Apprentissage;50;32031309;32031309;FAUX;32211031309;1
0911864G;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;319;Apprentissage;50;32032612;32032612;FAUX;32211032612;1
0911864G;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;163;Apprentissage;25;32032409;32032409;FAUX;32211032409;1
0911913K;BTS - Production - Biotechnologies;32211022104;581;Scolaire;28;32022104;32022104;FAUX;32211022104;1
0911937L;BTS - Services - Gestion de la PME;32211031409;998;Scolaire;34;32031409;32031409;FAUX;32211031409;1
0911946W;BTS - Production - Electrotechnique;32211025520;251;Scolaire;22;32025520;32025520;FAUX;32211025520;1
0911946W;BTS - Services - Economie sociale familiale;32211033206;413;Scolaire;32;32033206;32033206;FAUX;32211033206;1
0911961M;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux;32211020116;824;Scolaire;30;32020116;32020116;FAUX;32211020116;1
0912142J;BTS - Production - Maintenance des véhicules option voitures particulières;32211025215;444;Scolaire;24;32025215;32025215;FAUX;32211025215;1
0912142J;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;210;Apprentissage;20;32025215;32025215;FAUX;32211025215;1
0912142J;BTS - Production - Motorisations toutes énergies;32211025219;307;Scolaire;20;32025219;32025219;FAUX;32211025219;1
0912142J;BTS - Production - Motorisations toutes énergies - en apprentissage;32211025219;138;Apprentissage;20;32025219;32025219;FAUX;32211025219;1
0912142J;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;240;Apprentissage;18;32031103;32031103;FAUX;32211031103;1
0912163G;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;1652;Scolaire;33;32031212;32031212;FAUX;32211031212;1
0912251C;BTS - Services - Service et prestation des secteurs sanitaire et social;32211033002;529;Scolaire;32;32033002;32033002;FAUX;32211033002;1
0912251C;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;310;Apprentissage;20;32033002;32033002;FAUX;32211033002;1
0912263R;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;150;Apprentissage;50;32031408;32031408;FAUX;32211031408;1
0912263R;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;310;Apprentissage;32;32031213;32031213;FAUX;32211031213;1
0912263R;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;427;Apprentissage;32;32031212;32031212;FAUX;32211031212;1
0912263R;BTS - Services - Professions immobilières - en apprentissage;32211031309;417;Apprentissage;36;32031309;32031309;FAUX;32211031309;1
0912263R;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;244;Apprentissage;40;32032612;32032612;FAUX;32211032612;1
0912263R;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;112;Apprentissage;16;32032409;32032409;FAUX;32211032409;1
0912267V;BTS - Production - Electrotechnique - en apprentissage;32211025520;176;Apprentissage;42;32025520;32025520;FAUX;32211025520;1
0912267V;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;140;Apprentissage;25;32022709;32022709;FAUX;32211022709;1
0912267V;BTS - Production - Maintenance des systèmes - option B Systèmes énergétiques et fluidiques - en apprentissage;32211025015;138;Apprentissage;24;32025015;32025015;FAUX;32211025015;1
0912267V;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;135;Apprentissage;16;32025215;32025215;FAUX;32211025215;1
0912267V;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;152;Apprentissage;24;32031216;32031216;FAUX;32211031216;1
0912267V;BTS - Services - Gestion de la PME - en apprentissage;32211031409;277;Apprentissage;50;32031409;32031409;FAUX;32211031409;1
0912267V;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;710;Apprentissage;50;32031213;32031213;FAUX;32211031213;1
0912267V;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;40;Apprentissage;24;32033422;32033422;FAUX;32211033422;1
0912267V;BTS - Services - Métiers de la coiffure - en apprentissage;32211033607;35;Apprentissage;16;32033607;32033607;FAUX;32211033607;1
0912267V;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033608;103;Apprentissage;16;32033608;32033608;FAUX;32211033608;1
0912267V;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;840;Apprentissage;54;32031212;32031212;FAUX;32211031212;1
0912267V;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;227;Apprentissage;42;32032409;32032409;FAUX;32211032409;1
0912267V;BTS - Services - Tourisme - en apprentissage;32211033426;369;Apprentissage;64;32033426;32033426;FAUX;32211033426;1
0912289U;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;89;Apprentissage;30;32031408;32031408;FAUX;32211031408;1
0912289U;BTS - Services - Gestion de la PME - en apprentissage;32211031409;123;Apprentissage;30;32031409;32031409;FAUX;32211031409;1
0912289U;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;194;Apprentissage;45;32031213;32031213;FAUX;32211031213;1
0912289U;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;253;Apprentissage;30;32031212;32031212;FAUX;32211031212;1
0912289U;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;175;Apprentissage;30;32032612;32032612;FAUX;32211032612;1
0912364A;BTS - Production - Maintenance des systèmes - option A Systèmes de production;32211025014;232;Scolaire;26;32025014;32025014;FAUX;32211025014;1
0912364A;BTS - Production - Techniques et services en matériels agricoles - en apprentissage;32211025213;35;Apprentissage;12;32025213;32025213;FAUX;32211025213;1
0912364A;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;584;Scolaire;35;32031212;32031212;FAUX;32211031212;1
0912422N;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;32;Apprentissage;15;32025001;32025001;FAUX;32211025001;1
0912422N;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux - en apprentissage;32211020116;50;Apprentissage;15;32020116;32020116;FAUX;32211020116;1
0912422N;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux - en apprentissage;32211025521;36;Apprentissage;15;32025521;32025521;FAUX;32211025521;1
0912422N;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;6;Apprentissage;20;32022711;32022711;FAUX;32211022711;1
0912422N;BTS - Services - Commerce International - en apprentissage;32211031215;313;Apprentissage;15;32031215;32031215;FAUX;32211031215;1
0912422N;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;66;Apprentissage;15;32031408;32031408;FAUX;32211031408;1
0912422N;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;47;Apprentissage;15;32031216;32031216;FAUX;32211031216;1
0912422N;BTS - Services - Edition - en apprentissage;32211032208;47;Apprentissage;15;32032208;32032208;FAUX;32211032208;1
0912422N;BTS - Services - Gestion de la PME - en apprentissage;32211031409;11;Apprentissage;30;32031409;32031409;FAUX;32211031409;1
0912422N;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;7;Apprentissage;30;32031103;32031103;FAUX;32211031103;1
0912422N;BTS - Services - Métiers des Services à l'environnement - en apprentissage;32211034304;2;Apprentissage;15;32034304;32034304;FAUX;32211034304;1
0912422N;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;24;Apprentissage;30;32032612;32032612;FAUX;32211032612;1
0912422N;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;3;Apprentissage;30;32032409;32032409;FAUX;32211032409;1
0912431Y;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;162;Apprentissage;100;32031408;32031408;FAUX;32211031408;1
0912431Y;BTS - Services - Gestion de la PME - en apprentissage;32211031409;132;Apprentissage;200;32031409;32031409;FAUX;32211031409;1
0912431Y;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;230;Apprentissage;180;32031213;32031213;FAUX;32211031213;1
0912446P;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;89;Apprentissage;;32031103;32031103;FAUX;32211031103;1
0920130S;BTS - Services - Comptabilité et gestion;32211031408;496;Scolaire;36;32031408;32031408;FAUX;32211031408;1
0920130S;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;308;Apprentissage;9;32031408;32031408;FAUX;32211031408;1
0920134W;BTS - Services - Métiers de l'audio-visuel opt : gestion de la production;32211032328;589;Scolaire;12;32032328;32032328;FAUX;32211032328;1
0920134W;BTS - Services - Métiers de l'audio-visuel opt : gestion de la production - en apprentissage;32211032328;526;Apprentissage;6;32032328;32032328;FAUX;32211032328;1
0920134W;BTS - Services - Métiers de l'audio-visuel opt : métiers de l'image;32211032329;1695;Scolaire;12;32032329;32032329;FAUX;32211032329;1
0920134W;BTS - Services - Métiers de l'audio-visuel opt : métiers de l'image - en apprentissage;32211032329;1327;Apprentissage;6;32032329;32032329;FAUX;32211032329;1
0920134W;BTS - Services - Métiers de l'audio-visuel opt : métiers du son;32211032330;1327;Scolaire;12;32032330;32032330;FAUX;32211032330;1
0920134W;BTS - Services - Métiers de l'audio-visuel opt : métiers du son - en apprentissage;32211032330;824;Apprentissage;6;32032330;32032330;FAUX;32211032330;1
0920134W;BTS - Services - Métiers de l'audio-visuel opt : montage et post-production;32211032332;1375;Scolaire;12;32032332;32032332;FAUX;32211032332;1
0920134W;BTS - Services - Métiers de l'audio-visuel opt : montage et post-production - en apprentissage;32211032332;1021;Apprentissage;6;32032332;32032332;FAUX;32211032332;1
0920134W;BTS - Services - Métiers de l'audio-visuel opt : techn. d'ingeniérie et exploit. équipements;32211032331;305;Scolaire;12;32032331;32032331;FAUX;32211032331;1
0920134W;BTS - Services - Métiers de l'audio-visuel opt : techn. d'ingeniérie et exploit. équipements - en apprentissage;32211032331;308;Apprentissage;6;32032331;32032331;FAUX;32211032331;1
0920135X;BTS - Services - Gestion de la PME;32211031409;779;Scolaire;32;32031409;32031409;FAUX;32211031409;1
0920135X;BTS - Services - Management Commercial Opérationnel;32211031213;945;Scolaire;32;32031213;32031213;FAUX;32211031213;1
0920135X;BTS - Services - Support à l'action managériale;32211032409;438;Scolaire;34;32032409;32032409;FAUX;32211032409;1
0920136Y;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux;32211020116;1450;Scolaire;28;32020116;32020116;FAUX;32211020116;1
0920136Y;BTS - Production - Electrotechnique;32211025520;488;Scolaire;28;32025520;32025520;FAUX;32211025520;1
0920136Y;BTS - Production - Maintenance des systèmes - option A Systèmes de production;32211025014;234;Scolaire;28;32025014;32025014;FAUX;32211025014;1
0920136Y;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;320;Apprentissage;15;32025014;32025014;FAUX;32211025014;1
0920137Z;BTS - Services - Comptabilité et gestion;32211031408;610;Scolaire;36;32031408;32031408;FAUX;32211031408;1
0920137Z;BTS - Services - Management Commercial Opérationnel;32211031213;1451;Scolaire;36;32031213;32031213;FAUX;32211031213;1
0920138A;BTS - Services - Assurance;32211031311;782;Scolaire;35;32031311;32031311;FAUX;32211031311;1
0920138A;BTS - Services - Services informatiques aux organisations;32211032612;1263;Scolaire;35;32032612;32032612;FAUX;32211032612;1
0920141D;BTS - Services - Economie sociale familiale;32211033206;871;Scolaire;30;32033206;32033206;FAUX;32211033206;1
0920141D;BTS - Services - Management opérationnel de la sécurité - en apprentissage;32211034401;269;Apprentissage;24;32034401;32034401;FAUX;32211034401;1
0920141D;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;1826;Scolaire;30;32031212;32031212;FAUX;32211031212;1
