UAI;LIBELLÉFORMATION;MEFSTAT11_old;NB_VOEUX_CONFIRMES;STATUT;CAPACITEPSUP;CFD;CFD rectifié;Rectif;MEFSTAT11;nb_apparitions
0381629P;BTS - Services - Economie sociale familiale - Entièrement en distanciel;32211033206;445;Scolaire;2000;32033206;32033206;FAUX;32211033206;1
0381629P;BTS - Services - Management en hôtellerie restauration - Entièrement en distanciel;32211033422;54;Scolaire;800;32033422;32033422;FAUX;32211033422;1
0381629P;BTS - Services - Service et prestation des secteurs sanitaire et social - Entièrement en distanciel;32211033002;335;Scolaire;2000;32033002;32033002;FAUX;32211033002;1
0381629P;BTS - Services - Tourisme - Entièrement en distanciel;32211033426;628;Scolaire;2400;32033426;32033426;FAUX;32211033426;1
0381666E;BTS - Production - Assistance technique d'ingénieur;32211025001;131;Scolaire;15;32025001;32025001;FAUX;32211025001;1
0381666E;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;46;Apprentissage;15;32025001;32025001;FAUX;32211025001;1
0381666E;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;52;Apprentissage;15;32022316;32022316;FAUX;32211022316;1
0381666E;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux;32211025521;201;Scolaire;15;32025521;32025521;FAUX;32211025521;1
0381666E;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux - en apprentissage;32211025521;103;Apprentissage;15;32025521;32025521;FAUX;32211025521;1
0381666E;BTS - Production - Métiers de la mesure - en apprentissage;32211020115;26;Apprentissage;18;32020115;32020115;FAUX;32211020115;1
0381678T;BTS - Services - Commerce International;32211031215;308;Scolaire;36;32031215;32031215;FAUX;32211031215;1
0381678T;BTS - Services - Comptabilité et gestion (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);32211031408;161;Scolaire;15;32031408;32031408;FAUX;32211031408;1
0381678T;BTS - Services - Gestion de la PME;32211031409;134;Scolaire;24;32031409;32031409;FAUX;32211031409;1
0381678T;BTS - Services - Gestion de la PME - en apprentissage;32211031409;62;Apprentissage;6;32031409;32031409;FAUX;32211031409;1
0381678T;BTS - Services - Management Commercial Opérationnel;32211031213;289;Scolaire;26;32031213;32031213;FAUX;32211031213;1
0381678T;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;109;Apprentissage;8;32031213;32031213;FAUX;32211031213;1
0381678T;BTS - Services - Management en hôtellerie restauration;32211033422;107;Scolaire;28;32033422;32033422;FAUX;32211033422;1
0381678T;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;50;Apprentissage;8;32033422;32033422;FAUX;32211033422;1
0381678T;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;250;Scolaire;26;32031212;32031212;FAUX;32211031212;1
0381678T;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;142;Apprentissage;8;32031212;32031212;FAUX;32211031212;1
0381733C;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033608;56;Apprentissage;30;32033608;32033608;FAUX;32211033608;1
0381733C;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;23;Apprentissage;30;32032409;32032409;FAUX;32211032409;1
0381805F;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;39;Apprentissage;15;32033422;32033422;FAUX;32211033422;1
0381809K;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;83;Apprentissage;13;32031212;32031212;FAUX;32211031212;1
0381809K;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;24;Apprentissage;13;32032409;32032409;FAUX;32211032409;1
0381817U;BTS - Agricole - Aménagements paysagers;32212021401;476;Scolaire;32;32021401;32021401;FAUX;32212021401;1
0381818V;BTS - Agricole - Technico-commercial - Spécialité alimentation et boisson - en apprentissage;32212031205;32;Apprentissage;20;32031205;32031205;FAUX;32212031205;1
0381818V;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;346;Apprentissage;20;32031213;32031213;FAUX;32211031213;1
0381818V;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;280;Apprentissage;20;32031212;32031212;FAUX;32211031212;1
0381819W;BTS - Agricole - Agronomie et cultures durables;32212021115;186;Scolaire;16;32021115;32021115;FAUX;32212021115;1
0381819W;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole;32212021014;163;Scolaire;16;32021014;32021014;FAUX;32212021014;1
0381861S;BTS - Production - Maintenance des systèmes - option B Systèmes énergétiques et fluidiques - en apprentissage;32211025015;59;Apprentissage;10;32025015;32025015;FAUX;32211025015;1
0381861S;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;45;Apprentissage;8;32031408;32031408;FAUX;32211031408;1
0381861S;BTS - Services - Gestion de la PME - en apprentissage;32211031409;80;Apprentissage;20;32031409;32031409;FAUX;32211031409;1
0381861S;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;122;Apprentissage;15;32031213;32031213;FAUX;32211031213;1
0381861S;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;158;Apprentissage;10;32031212;32031212;FAUX;32211031212;1
0381861S;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;40;Apprentissage;10;32032409;32032409;FAUX;32211032409;1
0381867Y;BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage;32211025415;48;Apprentissage;14;32025415;32025415;FAUX;32211025415;1
0381867Y;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;38;Apprentissage;14;32025014;32025014;FAUX;32211025014;1
0381886U;BTS - Agricole - Gestion et maitrise de l'eau;32212034302;432;Scolaire;34;32034302;32034302;FAUX;32212034302;1
0381886U;BTS - Agricole - Gestion et protection de la nature;32212021308;851;Scolaire;34;32021308;32021308;FAUX;32212021308;1
0382031B;BTS - Production - Maintenance des systèmes - option D maintenance des ascenseurs et élévateurs - en apprentissage;32211025017;69;Apprentissage;15;32025017;32025017;FAUX;32211025017;1
0382050X;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;152;Apprentissage;10;32031213;32031213;FAUX;32211031213;1
0382050X;BTS - Services - Métiers de l'audio-visuel opt : gestion de la production - en apprentissage;32211032328;105;Apprentissage;10;32032328;32032328;FAUX;32211032328;1
0382050X;BTS - Services - Métiers de l'audio-visuel opt : métiers de l'image - en apprentissage;32211032329;227;Apprentissage;10;32032329;32032329;FAUX;32211032329;1
0382050X;BTS - Services - Métiers de l'audio-visuel opt : métiers du son - en apprentissage;32211032330;209;Apprentissage;10;32032330;32032330;FAUX;32211032330;1
0382050X;BTS - Services - Professions immobilières - en apprentissage;32211031309;130;Apprentissage;10;32031309;32031309;FAUX;32211031309;1
0382099A;BTS - Production - Bâtiment;32211023012;504;Scolaire;30;32023012;32023012;FAUX;32211023012;1
0382099A;BTS - Production - Bâtiment - en apprentissage;32211023012;250;Apprentissage;15;32023012;32023012;FAUX;32211023012;1
0382099A;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;178;Apprentissage;15;32022709;32022709;FAUX;32211022709;1
0382099A;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);32211022709;291;Scolaire;24;32022709;32022709;FAUX;32211022709;1
0382099A;BTS - Production - Management économique de la construction;32211023013;275;Scolaire;15;32023013;32023013;FAUX;32211023013;1
0382099A;BTS - Production - Management économique de la construction - en apprentissage;32211023013;114;Apprentissage;15;32023013;32023013;FAUX;32211023013;1
0382099A;BTS - Production - Travaux publics - en apprentissage;32211023206;213;Apprentissage;24;32023206;32023206;FAUX;32211023206;1
0382170C;BTS - Production - Electrotechnique - en apprentissage;32211025520;96;Apprentissage;14;32025520;32025520;FAUX;32211025520;1
0382170C;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;117;Apprentissage;14;32022711;32022711;FAUX;32211022711;1
0382170C;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants (Statut d'apprenti sur tout ou partie des années, au-delà de la première);32211022711;96;Scolaire;24;32022711;32022711;FAUX;32211022711;1
0382203N;BTS - Production - Electrotechnique;32211025520;338;Scolaire;24;32025520;32025520;FAUX;32211025520;1
0382203N;BTS - Production - Electrotechnique - en apprentissage;32211025520;204;Apprentissage;14;32025520;32025520;FAUX;32211025520;1
0382271M;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;73;Apprentissage;22;32022316;32022316;FAUX;32211022316;1
0382271M;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;136;Apprentissage;10;32025215;32025215;FAUX;32211025215;1
0382371W;BTS - Agricole - Développement, animation des territoires ruraux;32212030001;47;Scolaire;20;32030001;32030001;FAUX;32212030001;1
0382371W;BTS - Agricole - Technico-commercial - Spécialité alimentation et boisson;32212031205;39;Scolaire;20;32031205;32031205;FAUX;32212031205;1
0382371W;BTS - Agricole - Technico-commercial - Spécialité alimentation et boisson - en apprentissage;32212031205;19;Apprentissage;20;32031205;32031205;FAUX;32212031205;1
0382373Y;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;1;Apprentissage;25;32031213;32031213;FAUX;32211031213;1
0382433N;BTS - Agricole - Aménagements paysagers - en apprentissage;32212021401;51;Apprentissage;14;32021401;32021401;FAUX;32212021401;1
0382433N;BTS - Agricole - Technico-commercial - Spécialité univers jardins et animaux de compagnie - en apprentissage;32212031203;46;Apprentissage;20;32031203;32031203;FAUX;32212031203;1
0382435R;BTS - Production - Electrotechnique - en apprentissage;32211025520;29;Apprentissage;15;32025520;32025520;FAUX;32211025520;1
0382439V;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;59;Apprentissage;16;32021014;32021014;FAUX;32212021014;1
0382440W;BTS - Services - Métiers de l'audio-visuel opt : gestion de la production;32211032328;286;Scolaire;10;32032328;32032328;FAUX;32211032328;1
0382440W;BTS - Services - Métiers de l'audio-visuel opt : gestion de la production - en apprentissage;32211032328;120;Apprentissage;1;32032328;32032328;FAUX;32211032328;1
0382440W;BTS - Services - Métiers de l'audio-visuel opt : métiers de l'image;32211032329;1099;Scolaire;10;32032329;32032329;FAUX;32211032329;1
0382440W;BTS - Services - Métiers de l'audio-visuel opt : métiers de l'image - en apprentissage;32211032329;316;Apprentissage;1;32032329;32032329;FAUX;32211032329;1
0382440W;BTS - Services - Métiers de l'audio-visuel opt : métiers du son;32211032330;655;Scolaire;9;32032330;32032330;FAUX;32211032330;1
0382440W;BTS - Services - Métiers de l'audio-visuel opt : métiers du son - en apprentissage;32211032330;258;Apprentissage;1;32032330;32032330;FAUX;32211032330;1
0382440W;BTS - Services - Métiers de l'audio-visuel opt : montage et post-production;32211032332;784;Scolaire;10;32032332;32032332;FAUX;32211032332;1
0382440W;BTS - Services - Métiers de l'audio-visuel opt : montage et post-production - en apprentissage;32211032332;305;Apprentissage;1;32032332;32032332;FAUX;32211032332;1
0382440W;BTS - Services - Métiers de l'audio-visuel opt : techn. d'ingeniérie et exploit. équipements;32211032331;241;Scolaire;10;32032331;32032331;FAUX;32211032331;1
0382440W;BTS - Services - Métiers de l'audio-visuel opt : techn. d'ingeniérie et exploit. équipements - en apprentissage;32211032331;105;Apprentissage;1;32032331;32032331;FAUX;32211032331;1
0382660K;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;23;Apprentissage;;32031103;32031103;FAUX;32211031103;1
0382780R;BTS - Services - Communication;32211032003;1073;Scolaire;35;32032003;32032003;FAUX;32211032003;1
0382780R;BTS - Services - Comptabilité et gestion;32211031408;510;Scolaire;34;32031408;32031408;FAUX;32211031408;1
0382780R;BTS - Services - Management Commercial Opérationnel (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);32211031213;723;Scolaire;34;32031213;32031213;FAUX;32211031213;1
0382780R;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;246;Apprentissage;4;32032612;32032612;FAUX;32211032612;1
0382780R;BTS - Services - Services informatiques aux organisations (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);32211032612;517;Scolaire;34;32032612;32032612;FAUX;32211032612;1
0382838D;BTS - Services - Commerce International;32211031215;487;Scolaire;14;32031215;32031215;FAUX;32211031215;1
0382838D;BTS - Services - Conseil et commercialisation de solutions techniques;32211031216;137;Scolaire;18;32031216;32031216;FAUX;32211031216;1
0382838D;BTS - Services - Gestion de la PME;32211031409;389;Scolaire;14;32031409;32031409;FAUX;32211031409;1
0382863F;BTS - Production - Aéronautique;32211025302;668;Scolaire;15;32025302;32025302;FAUX;32211025302;1
0382863F;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux;32211020116;583;Scolaire;30;32020116;32020116;FAUX;32211020116;1
0382863F;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux - en apprentissage;32211020116;340;Apprentissage;16;32020116;32020116;FAUX;32211020116;1
0382863F;BTS - Services - Management Commercial Opérationnel;32211031213;1009;Scolaire;34;32031213;32031213;FAUX;32211031213;1
