Etablissement d'accueil;Sigle de l'établissement d'accueil;Libellé de l'établissement d'accueil;Commune de l'établissement d'accueil;Département de l'établissement d'accueil;Libellé du MEF national de rattachement;Type de MEF;Code Ministère;Secteur ;Palier minimum autorisé pour la saisie du voeu;Voeu de recensement O/N;Statut Offre de formation;Capacité carte scolaire;Capacité d'affectation;Demandes vœux 1;Affectés voeu 1;Affectés tous vœux
0130146N;LP LYC METIER;ALPILLES (LES);MIRAMAS;BOUCHES-DU-RHONE;1ERPRO MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;10;11;11;11;11
0130146N;LP LYC METIER;ALPILLES (LES);MIRAMAS;BOUCHES-DU-RHONE;1ERPRO MAINT.VEHIC.OPTC MOTOCYCLES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;10;12;10;10;12
0130146N;LP LYC METIER;ALPILLES (LES);MIRAMAS;BOUCHES-DU-RHONE;1ERPRO LOGISTIQUE (Nouveau);National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;10;10;11
0130146N;LP LYC METIER;ALPILLES (LES);MIRAMAS;BOUCHES-DU-RHONE;1ERPRO ORGANIS. TRANSPORT MARCHANDISES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;11;11;11
0130146N;LP LYC METIER;ALPILLES (LES);MIRAMAS;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;12;11;12
0130146N;LP LYC METIER;ALPILLES (LES);MIRAMAS;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;18;12;12
0130151U;LP LYC METIER;CHARLES MONGRAND;PORT-DE-BOUC;BOUCHES-DU-RHONE;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;17;17;18
0130151U;LP LYC METIER;CHARLES MONGRAND;PORT-DE-BOUC;BOUCHES-DU-RHONE;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;7;7;9
0130151U;LP LYC METIER;CHARLES MONGRAND;PORT-DE-BOUC;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;16;16;23
0130151U;LP LYC METIER;CHARLES MONGRAND;PORT-DE-BOUC;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;21;12;12
0130150T;LP LYC METIER;JEAN MOULIN;PORT-DE-BOUC;BOUCHES-DU-RHONE;1ERPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;10;10;9;9;10
0130150T;LP LYC METIER;JEAN MOULIN;PORT-DE-BOUC;BOUCHES-DU-RHONE;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;10;10;11
0130150T;LP LYC METIER;JEAN MOULIN;PORT-DE-BOUC;BOUCHES-DU-RHONE;1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;18;17;24
0132280H;LPO PR;HENRY LEROY;PORT-SAINT-LOUIS-DU-RHONE;BOUCHES-DU-RHONE;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;12;12;0;0;0
0132280H;LPO PR;HENRY LEROY;PORT-SAINT-LOUIS-DU-RHONE;BOUCHES-DU-RHONE;1ERPRO LOGISTIQUE (Nouveau);National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;12;12;1;1;1
0132280H;LPO PR;HENRY LEROY;PORT-SAINT-LOUIS-DU-RHONE;BOUCHES-DU-RHONE;1ERPRO ESTHETIQUE COSMETIQUE PARFUMERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;15;15;4;0;0
0134249Y;MFREO;MFR ROUSSET;ROUSSET;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;Academique;AGRICULTURE;PRIVE;2nde;N;ST;18;18;0;0;0
0134249Y;MFREO;MFR ROUSSET;ROUSSET;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;AGRICULTURE;PRIVE;2nde;N;ST;18;18;3;1;1
0134249Y;MFREO;MFR ROUSSET;ROUSSET;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;AGRICULTURE;PRIVE;2nde;N;ST;18;18;0;0;0
0130157A;LP;LES FERRAGES;SAINT-CHAMAS;BOUCHES-DU-RHONE;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;18;13;15
0130161E;LPO;ADAM DE CRAPONNE;SALON-DE-PROVENCE;BOUCHES-DU-RHONE;1ERPRO TECH.CHAUDRONNERIE INDUSTRIELLE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;25;15;15
0130161E;LPO;ADAM DE CRAPONNE;SALON-DE-PROVENCE;BOUCHES-DU-RHONE;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;29;26;30
0130161E;LPO;ADAM DE CRAPONNE;SALON-DE-PROVENCE;BOUCHES-DU-RHONE;1ERPRO SYST.NUM.OPT.A SURETE SECURITE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;21;14;15
0130161E;LPO;ADAM DE CRAPONNE;SALON-DE-PROVENCE;BOUCHES-DU-RHONE;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;37;29;30
0130161E;LPO;ADAM DE CRAPONNE;SALON-DE-PROVENCE;BOUCHES-DU-RHONE;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;5;5;15
0130161E;LPO;ADAM DE CRAPONNE;SALON-DE-PROVENCE;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;31;50;29;31
0130161E;LPO;ADAM DE CRAPONNE;SALON-DE-PROVENCE;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;16;25;16;16
0131485U;LP PR METIER;LE ROCHER;SALON-DE-PROVENCE;BOUCHES-DU-RHONE;1ERPRO ESTHETIQUE COSMETIQUE PARFUMERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;24;15;3;0;0
0131675A;LP PR;SAINTE ELISABETH;SEPTEMES-LES-VALLONS;BOUCHES-DU-RHONE;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;18;18;7;7;7
0131675A;LP PR;SAINTE ELISABETH;SEPTEMES-LES-VALLONS;BOUCHES-DU-RHONE;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;18;18;0;0;0
0131675A;LP PR;SAINTE ELISABETH;SEPTEMES-LES-VALLONS;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;18;18;11;10;10
0131675A;LP PR;SAINTE ELISABETH;SEPTEMES-LES-VALLONS;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;18;18;18;18;18
0133288D;LPO;JEAN MONNET;VITROLLES;BOUCHES-DU-RHONE;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;18;13;15
0133288D;LPO;JEAN MONNET;VITROLLES;BOUCHES-DU-RHONE;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;27;15;15
0133015G;LPO LYC METIER;PIERRE MENDES FRANCE;VITROLLES;BOUCHES-DU-RHONE;1ERPRO MICROTECHNIQUES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;16;18;16;16
0133015G;LPO LYC METIER;PIERRE MENDES FRANCE;VITROLLES;BOUCHES-DU-RHONE;1ERPRO AERONAUTIQUE OPTION AVIONIQUE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;16;12;12
0133015G;LPO LYC METIER;PIERRE MENDES FRANCE;VITROLLES;BOUCHES-DU-RHONE;1ERPRO AERONAUTIQUE OPTION SYSTEMES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;35;24;24
0133015G;LPO LYC METIER;PIERRE MENDES FRANCE;VITROLLES;BOUCHES-DU-RHONE;1ERPRO AERONAUTIQUE OPTION STRUCTURE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;14;11;12
0133015G;LPO LYC METIER;PIERRE MENDES FRANCE;VITROLLES;BOUCHES-DU-RHONE;1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;36;30;30
0133424B;LPO PR;CAUCADIS;VITROLLES;BOUCHES-DU-RHONE;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;18;18;1;1;1
0133424B;LPO PR;CAUCADIS;VITROLLES;BOUCHES-DU-RHONE;1ERPRO LOGISTIQUE (Nouveau);National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;10;7;1;0;0
0133424B;LPO PR;CAUCADIS;VITROLLES;BOUCHES-DU-RHONE;1ERPRO ORGANIS. TRANSPORT MARCHANDISES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;10;8;2;1;1
0141274J;LPO LYC METIER;ARCISSE DE CAUMONT;BAYEUX;CALVADOS;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;16;16;18
0141274J;LPO LYC METIER;ARCISSE DE CAUMONT;BAYEUX;CALVADOS;1ERPRO ORGANIS. TRANSPORT MARCHANDISES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;18;18;15;13;18
0141274J;LPO LYC METIER;ARCISSE DE CAUMONT;BAYEUX;CALVADOS;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;13;13;9;9;13
0141274J;LPO LYC METIER;ARCISSE DE CAUMONT;BAYEUX;CALVADOS;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;18;18;25;16;18
0140019V;LP LYC METIER;CAMILLE CLAUDEL;CAEN;CALVADOS;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;48;48;75;41;48
0140019V;LP LYC METIER;CAMILLE CLAUDEL;CAEN;CALVADOS;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;25;25;52;23;25
0140018U;LP LYC METIER;VICTOR LEPINE;CAEN;CALVADOS;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;48;48;46;41;48
0140018U;LP LYC METIER;VICTOR LEPINE;CAEN;CALVADOS;1ERPRO ESTHETIQUE COSMETIQUE PARFUMERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;16;16;33;13;16
0140018U;LP LYC METIER;VICTOR LEPINE;CAEN;CALVADOS;1ERPRO METIERS DE LA COIFFURE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;14;14;23;14;14
0142133T;LPO LYC METIER;LAPLACE - DUMONT D'URVILLE;CAEN;CALVADOS;1ERPRO TECHN. ETUDES BAT.A ETUDES & ECO.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;12;10;12
0142133T;LPO LYC METIER;LAPLACE - DUMONT D'URVILLE;CAEN;CALVADOS;1ERPRO TRAVAUX PUBLICS;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;22;22;22
0142133T;LPO LYC METIER;LAPLACE - DUMONT D'URVILLE;CAEN;CALVADOS;1ERPRO TECHNICIEN GEOMETRE-TOPOGRAPHE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;9;9;10
0142133T;LPO LYC METIER;LAPLACE - DUMONT D'URVILLE;CAEN;CALVADOS;1ERPRO TECHNICIEN BAT. : ORG.REAL.GROS O;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;15;12;12
0142133T;LPO LYC METIER;LAPLACE - DUMONT D'URVILLE;CAEN;CALVADOS;1ERPRO TECHNICIEN MENUISIER AGENCEUR;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;12;11;12
0142133T;LPO LYC METIER;LAPLACE - DUMONT D'URVILLE;CAEN;CALVADOS;1ERPRO TECHNIC.FAB.BOIS ET MATERX ASSOC.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;9;9;11
0142133T;LPO LYC METIER;LAPLACE - DUMONT D'URVILLE;CAEN;CALVADOS;1ERPRO MICROTECHNIQUES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;16;16;18
0142133T;LPO LYC METIER;LAPLACE - DUMONT D'URVILLE;CAEN;CALVADOS;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;17;17;18
0142120D;LPO LYC METIER;CHARLES TELLIER;CONDE-EN-NORMANDIE;CALVADOS;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;20;20;22
0142120D;LPO LYC METIER;CHARLES TELLIER;CONDE-EN-NORMANDIE;CALVADOS;1ERPRO SYST.NUM.OPT.A SURETE SECURITE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;12;12;19
0142120D;LPO LYC METIER;CHARLES TELLIER;CONDE-EN-NORMANDIE;CALVADOS;1ERPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;36;36;13;13;25
0142120D;LPO LYC METIER;CHARLES TELLIER;CONDE-EN-NORMANDIE;CALVADOS;1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;72;72;97;71;72
0141599M;LP;JEAN JOORIS;DIVES-SUR-MER;CALVADOS;1ERPRO CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;20;20;16;16;20
0141599M;LP;JEAN JOORIS;DIVES-SUR-MER;CALVADOS;1ERPRO OUVRAGES DU BATIMENT METALLERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;11;11;12;11;11
0141599M;LP;JEAN JOORIS;DIVES-SUR-MER;CALVADOS;1ERPRO COMMERC. SERVICES EN RESTAURATION;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;10;10;10;10;10
0140052F;LPO LYC METIER;GUILLAUME LE CONQUERANT;FALAISE;CALVADOS;1ERPRO PILOTE DE LIGNE DE PRODUCTION;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;9;10;9;9;10
0140052F;LPO LYC METIER;GUILLAUME LE CONQUERANT;FALAISE;CALVADOS;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;11;11;13;11;11
0140056K;LPO;ALBERT SOREL;HONFLEUR;CALVADOS;1ERPRO LOGISTIQUE (Nouveau);National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;13;13;13
0142132S;LPO LYC METIER;FRANCOIS RABELAIS;IFS;CALVADOS;1ERPRO BOULANGER-PÂTISSIER;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;27;20;24
0142132S;LPO LYC METIER;FRANCOIS RABELAIS;IFS;CALVADOS;1ERPRO CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;36;36;39;32;36
0142132S;LPO LYC METIER;FRANCOIS RABELAIS;IFS;CALVADOS;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;29;18;24
0142132S;LPO LYC METIER;FRANCOIS RABELAIS;IFS;CALVADOS;1ERPRO COMMERC. SERVICES EN RESTAURATION;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;36;36;34;31;36
0141275K;LPO LYC METIER;PAUL CORNU;LISIEUX;CALVADOS;1ERPRO CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;11;11;6;6;10
0141275K;LPO LYC METIER;PAUL CORNU;LISIEUX;CALVADOS;1ERPRO TECH.CHAUDRONNERIE INDUSTRIELLE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;13;13;7;7;11
0141275K;LPO LYC METIER;PAUL CORNU;LISIEUX;CALVADOS;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;17;17;14;14;14
0141275K;LPO LYC METIER;PAUL CORNU;LISIEUX;CALVADOS;1ERPRO REAL.PR.IMPR.PLURI.OPTA.PR.GRAPH.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;14;9;15
0141275K;LPO LYC METIER;PAUL CORNU;LISIEUX;CALVADOS;1ERPRO REAL.PR.IMPR.PLURI.OPTB.PR.IMPR.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;11;11;12;8;11
0141275K;LPO LYC METIER;PAUL CORNU;LISIEUX;CALVADOS;1ERPRO COMMERC. SERVICES EN RESTAURATION;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;10;10;7;7;8
0141687H;LPO LYC METIER;JULES VERNE;MONDEVILLE;CALVADOS;1ERPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;40;40;43;36;40
0141687H;LPO LYC METIER;JULES VERNE;MONDEVILLE;CALVADOS;1ERPRO TECH.CHAUDRONNERIE INDUSTRIELLE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;18;18;27;16;18
0141687H;LPO LYC METIER;JULES VERNE;MONDEVILLE;CALVADOS;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;23;23;19;18;20
0142178S;LP;JEAN MERMOZ;VIRE NORMANDIE;CALVADOS;1ERPRO TECH.CHAUDRONNERIE INDUSTRIELLE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;17;14;15
0142178S;LP;JEAN MERMOZ;VIRE NORMANDIE;CALVADOS;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;18;18;22
0142178S;LP;JEAN MERMOZ;VIRE NORMANDIE;CALVADOS;1ERPRO LOGISTIQUE (Nouveau);National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;16;16;22
0150008C;LP LYC METIER;RAYMOND CORTAT;AURILLAC;CANTAL;1ERPRO CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;18;12;12
0150008C;LP LYC METIER;RAYMOND CORTAT;AURILLAC;CANTAL;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;18;18;22;18;18
0150008C;LP LYC METIER;RAYMOND CORTAT;AURILLAC;CANTAL;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;34;29;30
0150008C;LP LYC METIER;RAYMOND CORTAT;AURILLAC;CANTAL;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;0;0;0;0;0
0150008C;LP LYC METIER;RAYMOND CORTAT;AURILLAC;CANTAL;1ERPRO COMMERC. SERVICES EN RESTAURATION;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;16;12;12
0150006A;LPO LYC METIER;MONNET-MERMOZ;AURILLAC;CANTAL;1ERPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;20;20;18;18;19
0150006A;LPO LYC METIER;MONNET-MERMOZ;AURILLAC;CANTAL;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;15;14;15
0150006A;LPO LYC METIER;MONNET-MERMOZ;AURILLAC;CANTAL;1ERPRO SYST.NUM.OPT.A SURETE SECURITE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;4;4;15
0150006A;LPO LYC METIER;MONNET-MERMOZ;AURILLAC;CANTAL;1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;25;14;15
0150760V;LPO PR;POLYVALENT PRIVE GERBERT;AURILLAC;CANTAL;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;17;17;13;12;14
0150747F;LPO LYC METIER;;MAURIAC;CANTAL;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;0;0;0;0;0
0150022T;LP;JOSEPH CONSTANT;MURAT;CANTAL;1ERPRO TECHNICIEN MENUISIER AGENCEUR;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;10;10;10;10;10
0150030B;LPO;DE HAUTE AUVERGNE;SAINT-FLOUR;CANTAL;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;7;7;8
0160047P;LP;CHARLES A COULOMB;ANGOULEME;CHARENTE;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;24;23;24
0160047P;LP;CHARLES A COULOMB;ANGOULEME;CHARENTE;1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;20;13;15
0160049S;LP LYC METIER;JEAN ROSTAND;ANGOULEME;CHARENTE;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;37;28;30
0160792Z;LP LYC METIER;SILLAC;ANGOULEME;CHARENTE;1ERPRO TECHN. ETUDES BAT B ASSIST.ARCHI.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;19;13;15
0160792Z;LP LYC METIER;SILLAC;ANGOULEME;CHARENTE;1ERPRO TECHNICIEN GEOMETRE-TOPOGRAPHE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;18;14;15
0160792Z;LP LYC METIER;SILLAC;ANGOULEME;CHARENTE;1ERPRO MENUISERIE ALUMINIUM-VERRE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;6;6;7
0160792Z;LP LYC METIER;SILLAC;ANGOULEME;CHARENTE;1ERPRO TECHNICIEN MENUISIER AGENCEUR;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;15;12;12
0161133V;LP PR;SAINTE MARTHE CHAVAGNES;ANGOULEME;CHARENTE;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;18;18;17;16;17
0161133V;LP PR;SAINTE MARTHE CHAVAGNES;ANGOULEME;CHARENTE;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;18;18;21;18;18
0160048R;LP LYC METIER;PIERRE-ANDRE CHABANNE;CHASSENEUIL-SUR-BONNIEURE;CHARENTE;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;14;14;14
0160048R;LP LYC METIER;PIERRE-ANDRE CHABANNE;CHASSENEUIL-SUR-BONNIEURE;CHARENTE;1ERPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;20;15;15
0160048R;LP LYC METIER;PIERRE-ANDRE CHABANNE;CHASSENEUIL-SUR-BONNIEURE;CHARENTE;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;20;20;18;18;20
