Etablissement d'accueil;Sigle de l'établissement d'accueil;Libellé de l'établissement d'accueil;Commune de l'établissement d'accueil;Département de l'établissement d'accueil;Libellé du MEF national de rattachement;Type de MEF;Code Ministère;Secteur ;Palier minimum autorisé pour la saisie du voeu;Voeu de recensement O/N;Statut Offre de formation;Capacité carte scolaire;Capacité d'affectation;Demandes vœux 1;Affectés voeu 1;Affectés tous vœux
0630022G;LP LYC METIER;ROGER CLAUSTRES;CLERMONT-FERRAND;PUY-DE-DOME;1ERPRO AERONAUTIQUE OPTION STRUCTURE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;19;7;24
0630022G;LP LYC METIER;ROGER CLAUSTRES;CLERMONT-FERRAND;PUY-DE-DOME;1ERPRO TECH.CHAUDRONNERIE INDUSTRIELLE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;24;21;24
0630021F;LPO LYC METIER;LA FAYETTE;CLERMONT-FERRAND;PUY-DE-DOME;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;45;29;30
0630021F;LPO LYC METIER;LA FAYETTE;CLERMONT-FERRAND;PUY-DE-DOME;1ERPRO REAL.PR.IMPR.PLURI.OPTA.PR.GRAPH.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;19;12;15
0630021F;LPO LYC METIER;LA FAYETTE;CLERMONT-FERRAND;PUY-DE-DOME;1ERPRO REAL.PR.IMPR.PLURI.OPTB.PR.IMPR.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;9;8;12
0631737W;LP PR;SAINT ALYRE;CLERMONT-FERRAND;PUY-DE-DOME;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;22;22;24;21;22
0631050Z;LP PR METIER;ANNA RODIER;CLERMONT-FERRAND;PUY-DE-DOME;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;32;32;24;24;24
0631736V;LP PR METIER;GODEFROY DE BOUILLON;CLERMONT-FERRAND;PUY-DE-DOME;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;30;30;28;28;28
0631408N;LP PR METIER;LES CORDELIERS;CLERMONT-FERRAND;PUY-DE-DOME;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;10;10;11;10;10
0631408N;LP PR METIER;LES CORDELIERS;CLERMONT-FERRAND;PUY-DE-DOME;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;36;36;40;36;36
0630041C;LP LYC METIER;HENRI SAINTE-CLAIRE DEVILLE;ISSOIRE;PUY-DE-DOME;1ERPRO TECH.CHAUDRONNERIE INDUSTRIELLE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;14;13;15
0630041C;LP LYC METIER;HENRI SAINTE-CLAIRE DEVILLE;ISSOIRE;PUY-DE-DOME;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;26;26;28
0630041C;LP LYC METIER;HENRI SAINTE-CLAIRE DEVILLE;ISSOIRE;PUY-DE-DOME;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;30;28;30
0631480S;LP LYC METIER;PIERRE BOULANGER;PONT-DU-CHATEAU;PUY-DE-DOME;1ERPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;36;36;47;32;36
0631480S;LP LYC METIER;PIERRE BOULANGER;PONT-DU-CHATEAU;PUY-DE-DOME;1ERPRO MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;11;11;20
0631480S;LP LYC METIER;PIERRE BOULANGER;PONT-DU-CHATEAU;PUY-DE-DOME;1ERPRO LOGISTIQUE (Nouveau);National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;15;14;15
0631480S;LP LYC METIER;PIERRE BOULANGER;PONT-DU-CHATEAU;PUY-DE-DOME;1ERPRO ORGANIS. TRANSPORT MARCHANDISES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;11;10;15
0630054S;LP LYC METIER;MARIE LAURENCIN;RIOM;PUY-DE-DOME;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;25;20;30
0630054S;LP LYC METIER;MARIE LAURENCIN;RIOM;PUY-DE-DOME;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;23;23;28;13;23
0630054S;LP LYC METIER;MARIE LAURENCIN;RIOM;PUY-DE-DOME;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;22;22;25;20;22
0631985R;LPO LYC METIER;PIERRE JOEL BONTE;RIOM;PUY-DE-DOME;1ERPRO TECHN. ETUDES BAT.A ETUDES & ECO.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;16;13;15
0631985R;LPO LYC METIER;PIERRE JOEL BONTE;RIOM;PUY-DE-DOME;1ERPRO TECHN. ETUDES BAT B ASSIST.ARCHI.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;26;14;15
0631985R;LPO LYC METIER;PIERRE JOEL BONTE;RIOM;PUY-DE-DOME;1ERPRO TRAVAUX PUBLICS;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;18;15;15
0631985R;LPO LYC METIER;PIERRE JOEL BONTE;RIOM;PUY-DE-DOME;1ERPRO TECHNICIEN GEOMETRE-TOPOGRAPHE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;16;14;15
0631985R;LPO LYC METIER;PIERRE JOEL BONTE;RIOM;PUY-DE-DOME;1ERPRO TECHNICIEN BAT. : ORG.REAL.GROS O;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;13;12;15
0631985R;LPO LYC METIER;PIERRE JOEL BONTE;RIOM;PUY-DE-DOME;1ERPRO AMENAGEMENT FINITION BATIMENT;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;19;13;15
0631985R;LPO LYC METIER;PIERRE JOEL BONTE;RIOM;PUY-DE-DOME;1ERPRO TECHNICIEN MENUISIER AGENCEUR;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;26;14;15
0630061Z;LP;DESAIX;SAINT-ELOY-LES-MINES;PUY-DE-DOME;1ERPRO PILOTE DE LIGNE DE PRODUCTION;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;10;10;4;4;4
0630078T;LP;GERMAINE TILLION;THIERS;PUY-DE-DOME;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;16;15;15
0630078T;LP;GERMAINE TILLION;THIERS;PUY-DE-DOME;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;18;18;14;13;18
0630078T;LP;GERMAINE TILLION;THIERS;PUY-DE-DOME;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;27;11;12
0630078T;LP;GERMAINE TILLION;THIERS;PUY-DE-DOME;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;9;6;12
0632091F;LP;LYCEE PROFESSIONNEL GERGOVIE;;PUY-DE-DOME;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;21;20;24
0632091F;LP;LYCEE PROFESSIONNEL GERGOVIE;;PUY-DE-DOME;1ERPRO SYST.NUM.OPT.A SURETE SECURITE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;11;8;15
0632091F;LP;LYCEE PROFESSIONNEL GERGOVIE;;PUY-DE-DOME;1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;41;15;15
0632091F;LP;LYCEE PROFESSIONNEL GERGOVIE;;PUY-DE-DOME;1ERPRO ESTHETIQUE COSMETIQUE PARFUMERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;32;23;24
0632091F;LP;LYCEE PROFESSIONNEL GERGOVIE;;PUY-DE-DOME;1ERPRO METIERS DE LA COIFFURE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;30;23;24
0640001D;LPO LYC METIER;CANTAU;ANGLET;PYRENEES-ATLANTIQUES;1ERPRO TECHN. ETUDES BAT.A ETUDES & ECO.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;17;13;15
0640001D;LPO LYC METIER;CANTAU;ANGLET;PYRENEES-ATLANTIQUES;1ERPRO TECHNICIEN GEOMETRE-TOPOGRAPHE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;19;15;15
0640001D;LPO LYC METIER;CANTAU;ANGLET;PYRENEES-ATLANTIQUES;1ERPRO TECHNICIEN BAT. : ORG.REAL.GROS O;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;15;14;15
0640001D;LPO LYC METIER;CANTAU;ANGLET;PYRENEES-ATLANTIQUES;1ERPRO AMENAGEMENT FINITION BATIMENT;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;15;15;15
0640001D;LPO LYC METIER;CANTAU;ANGLET;PYRENEES-ATLANTIQUES;1ERPRO OUVRAGES DU BATIMENT METALLERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;13;13;14
0640012R;LP;LOUIS DE FOIX;BAYONNE;PYRENEES-ATLANTIQUES;1ERPRO TECHNIC.FAB.BOIS ET MATERX ASSOC.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;12;10;15
0640012R;LP;LOUIS DE FOIX;BAYONNE;PYRENEES-ATLANTIQUES;1ERPRO ETUDE ET REALISATION D'AGENCEMENT;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;36;14;15
0640013S;LP LYC METIER;PAUL BERT;BAYONNE;PYRENEES-ATLANTIQUES;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;20;15;15
0640013S;LP LYC METIER;PAUL BERT;BAYONNE;PYRENEES-ATLANTIQUES;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;10;8;15
0640013S;LP LYC METIER;PAUL BERT;BAYONNE;PYRENEES-ATLANTIQUES;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;51;30;30
0640013S;LP LYC METIER;PAUL BERT;BAYONNE;PYRENEES-ATLANTIQUES;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;37;30;30
0641823J;LPO LYC METIER;HOTELLERIE BIARRITZ ATLANTIQUE;BIARRITZ;PYRENEES-ATLANTIQUES;1ERPRO BOULANGER-PÂTISSIER;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;26;24;24
0641823J;LPO LYC METIER;HOTELLERIE BIARRITZ ATLANTIQUE;BIARRITZ;PYRENEES-ATLANTIQUES;1ERPRO CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;36;36;40;35;36
0641823J;LPO LYC METIER;HOTELLERIE BIARRITZ ATLANTIQUE;BIARRITZ;PYRENEES-ATLANTIQUES;1ERPRO COMMERC. SERVICES EN RESTAURATION;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;36;36;33;33;36
0640098J;LP LYC METIER;D'ART GABRIEL HAURE-PLACE;COARRAZE;PYRENEES-ATLANTIQUES;1ERPRO ETUDE ET REALISATION D'AGENCEMENT;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;21;15;15
0640026F;LP LYC METIER;DE L'HABITAT ET L'INDUSTRIE;GELOS;PYRENEES-ATLANTIQUES;1ERPRO TECHNICIEN BAT. : ORG.REAL.GROS O;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;6;6;6
0640026F;LP LYC METIER;DE L'HABITAT ET L'INDUSTRIE;GELOS;PYRENEES-ATLANTIQUES;1ERPRO MENUISERIE ALUMINIUM-VERRE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;5;5;5
0640026F;LP LYC METIER;DE L'HABITAT ET L'INDUSTRIE;GELOS;PYRENEES-ATLANTIQUES;1ERPRO TECHNICIEN MENUISIER AGENCEUR;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;11;11;12
0640026F;LP LYC METIER;DE L'HABITAT ET L'INDUSTRIE;GELOS;PYRENEES-ATLANTIQUES;1ERPRO TECH.CHAUDRONNERIE INDUSTRIELLE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;12;12;13
0640028H;LP;AIZPURDI;HENDAYE;PYRENEES-ATLANTIQUES;1ERPRO ESTHETIQUE COSMETIQUE PARFUMERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;45;45;51;42;45
0640028H;LP;AIZPURDI;HENDAYE;PYRENEES-ATLANTIQUES;1ERPRO METIERS DE LA COIFFURE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;14;14;16;13;14
0640031L;LP;ANDRE CAMPA;JURANCON;PYRENEES-ATLANTIQUES;1ERPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;20;20;29;19;20
0640031L;LP;ANDRE CAMPA;JURANCON;PYRENEES-ATLANTIQUES;1ERPRO MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;10;10;11;10;10
0640031L;LP;ANDRE CAMPA;JURANCON;PYRENEES-ATLANTIQUES;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;13;9;12
0640040W;LP LYC METIER;JEAN-PIERRE CHAMPO;MAULEON-LICHARRE;PYRENEES-ATLANTIQUES;1ERPRO MAINT.VEHIC.OPTC MOTOCYCLES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;20;20;20;15;20
0640040W;LP LYC METIER;JEAN-PIERRE CHAMPO;MAULEON-LICHARRE;PYRENEES-ATLANTIQUES;1ERPRO MAINT.MATERIELS OPT.A AGRICOLES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;10;10;14;10;10
0640040W;LP LYC METIER;JEAN-PIERRE CHAMPO;MAULEON-LICHARRE;PYRENEES-ATLANTIQUES;1ERPRO MAINT.MATERIELS OPT.B CONS.MANUT.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;10;10;13;9;10
0640040W;LP LYC METIER;JEAN-PIERRE CHAMPO;MAULEON-LICHARRE;PYRENEES-ATLANTIQUES;1ERPRO MAINT.MATERIELS OPT.C ESP. VERTS;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;10;10;11;8;10
0640042Y;LP LYC METIER;HAUTE VUE;MORLAAS;PYRENEES-ATLANTIQUES;1ERPRO BOUCHER-CHARCUTIER-TRAITEUR;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;10;11;10;10
0640042Y;LP LYC METIER;HAUTE VUE;MORLAAS;PYRENEES-ATLANTIQUES;1ERPRO BOULANGER-PÂTISSIER;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;26;29;25;26
0640042Y;LP LYC METIER;HAUTE VUE;MORLAAS;PYRENEES-ATLANTIQUES;1ERPRO CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;29;22;24
0640042Y;LP LYC METIER;HAUTE VUE;MORLAAS;PYRENEES-ATLANTIQUES;1ERPRO COMMERC. SERVICES EN RESTAURATION;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;13;13;15
0640079N;LP;PIERRE ET MARIE CURIE;MOURENX;PYRENEES-ATLANTIQUES;1ERPRO PROC. CHIMIE EAU PAPIERS-CARTONS;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;20;14;15
0640050G;LP LYC METIER;DU 4 SEPTEMBRE 1870;OLORON-SAINTE-MARIE;PYRENEES-ATLANTIQUES;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;24;23;30
0640049F;LP LYC METIER;LYCEE GUYNEMER;OLORON-SAINTE-MARIE;PYRENEES-ATLANTIQUES;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;8;8;9
0640049F;LP LYC METIER;LYCEE GUYNEMER;OLORON-SAINTE-MARIE;PYRENEES-ATLANTIQUES;1ERPRO SYST.NUM.OPT.A SURETE SECURITE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;10;10;1;1;9
0640049F;LP LYC METIER;LYCEE GUYNEMER;OLORON-SAINTE-MARIE;PYRENEES-ATLANTIQUES;1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;14;14;21;12;14
0640053K;LP LYC METIER;FRANCIS JAMMES;ORTHEZ;PYRENEES-ATLANTIQUES;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;11;11;15
0640053K;LP LYC METIER;FRANCIS JAMMES;ORTHEZ;PYRENEES-ATLANTIQUES;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;30;25;30
0640080P;LP LYC METIER;MOLIERE;ORTHEZ;PYRENEES-ATLANTIQUES;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;16;15;15
0640058R;LP;HONORE BARADAT;PAU;PYRENEES-ATLANTIQUES;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;33;27;30
0640058R;LP;HONORE BARADAT;PAU;PYRENEES-ATLANTIQUES;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;13;12;30
0640058R;LP;HONORE BARADAT;PAU;PYRENEES-ATLANTIQUES;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;53;26;30
0640058R;LP;HONORE BARADAT;PAU;PYRENEES-ATLANTIQUES;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;26;14;15
0640057P;LPO;SAINT CRICQ;PAU;PYRENEES-ATLANTIQUES;1ERPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;14;16;12;14
0640057P;LPO;SAINT CRICQ;PAU;PYRENEES-ATLANTIQUES;1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;16;34;16;16
0640066Z;LP LYC METIER;RAMIRO ARRUE;SAINT-JEAN-DE-LUZ;PYRENEES-ATLANTIQUES;1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.;Academique;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;6;4;4;4;4
0640066Z;LP LYC METIER;RAMIRO ARRUE;SAINT-JEAN-DE-LUZ;PYRENEES-ATLANTIQUES;1ERPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;5;3;12
0640066Z;LP LYC METIER;RAMIRO ARRUE;SAINT-JEAN-DE-LUZ;PYRENEES-ATLANTIQUES;1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;6;8;4;4;4
0640066Z;LP LYC METIER;RAMIRO ARRUE;SAINT-JEAN-DE-LUZ;PYRENEES-ATLANTIQUES;1ERPRO LOGISTIQUE (Nouveau);National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;17;15;15
0640066Z;LP LYC METIER;RAMIRO ARRUE;SAINT-JEAN-DE-LUZ;PYRENEES-ATLANTIQUES;1ERPRO ORGANIS. TRANSPORT MARCHANDISES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;10;10;12
0641542D;LEAP;LYCEE AGRICOLE FRANTSES ENIA;SAINT-JEAN-PIED-DE-PORT;PYRENEES-ATLANTIQUES;1ERPRO METIERS DE L'ACCUEIL;National;AGRICULTURE;PRIVE;2nde;N;ST;16;6;0;0;1
0641844G;LPO;DE NAVARRE;SAINT-JEAN-PIED-DE-PORT;PYRENEES-ATLANTIQUES;1ERPRO CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;16;12;12
0641844G;LPO;DE NAVARRE;SAINT-JEAN-PIED-DE-PORT;PYRENEES-ATLANTIQUES;1ERPRO TECHNICIEN MENUISIER AGENCEUR;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;12;12;15
0641844G;LPO;DE NAVARRE;SAINT-JEAN-PIED-DE-PORT;PYRENEES-ATLANTIQUES;1ERPRO COMMERC. SERVICES EN RESTAURATION;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;11;10;12
0660924W;LPO;CHRISTIAN BOURQUIN;ARGELES-SUR-MER;PYRENEES-ORIENTALES;1ERPRO BOULANGER-PÂTISSIER;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;27;24;24
0660924W;LPO;CHRISTIAN BOURQUIN;ARGELES-SUR-MER;PYRENEES-ORIENTALES;1ERPRO CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;37;24;24
0660924W;LPO;CHRISTIAN BOURQUIN;ARGELES-SUR-MER;PYRENEES-ORIENTALES;1ERPRO COMMERC. SERVICES EN RESTAURATION;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;16;15;24
0660004W;LPO LYC METIER;DEODAT DE SEVERAC;CERET;PYRENEES-ORIENTALES;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;20;20;23
0660004W;LPO LYC METIER;DEODAT DE SEVERAC;CERET;PYRENEES-ORIENTALES;1ERPRO LOGISTIQUE (Nouveau);National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;25;25;28
0660004W;LPO LYC METIER;DEODAT DE SEVERAC;CERET;PYRENEES-ORIENTALES;1ERPRO ORGANIS. TRANSPORT MARCHANDISES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;11;11;11
0660004W;LPO LYC METIER;DEODAT DE SEVERAC;CERET;PYRENEES-ORIENTALES;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;35;29;30
0660057D;LCL;ET SPORTIF PIERRE DE COUBERTIN;FONT-ROMEU-ODEILLO-VIA;PYRENEES-ORIENTALES;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;18;18;16;16;17
0660520G;LP;LEON BLUM;PERPIGNAN;PYRENEES-ORIENTALES;1ERPRO ESTHETIQUE COSMETIQUE PARFUMERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;29;24;24
0660520G;LP;LEON BLUM;PERPIGNAN;PYRENEES-ORIENTALES;1ERPRO METIERS DE LA COIFFURE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;28;27;30
0660809W;LPO;ARISTIDE MAILLOL;PERPIGNAN;PYRENEES-ORIENTALES;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;60;60;60;55;60
0660809W;LPO;ARISTIDE MAILLOL;PERPIGNAN;PYRENEES-ORIENTALES;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;11;10;15
0660809W;LPO;ARISTIDE MAILLOL;PERPIGNAN;PYRENEES-ORIENTALES;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;60;60;85;53;60
0660809W;LPO;ARISTIDE MAILLOL;PERPIGNAN;PYRENEES-ORIENTALES;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;34;15;15
