UAI;LIBELLÉFORMATION;MEFSTAT11_old;NB_VOEUX_CONFIRMES;STATUT;CAPACITEPSUP;CFD;CFD rectifié;Rectif;MEFSTAT11;;
0270044B;BTS - Services - Management Commercial Opérationnel;32211031213;454;Scolaire;35;32031213;32031213;FALSE;32211031213;;
0271016H;BTS - Agricole - génie des équipements agricoles;32212021007;98;Scolaire;18;32321007;32321007;FALSE;32212021007;;
0271016H;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole;32212021014;400;Scolaire;18;32321014;32321014;FALSE;32212021014;;
0271016H;BTS - Agricole - Gestion et maitrise de l'eau;32212034302;183;Scolaire;18;32334302;32334302;FALSE;32212034302;;
0271053Y;BTS - Services - Services informatiques aux organisations;32211032612;126;Scolaire;33;32032612;32032612;FALSE;32211032612;;
0271070S;BTS - Services - Management Commercial Opérationnel;32211031213;247;Scolaire;35;32031213;32031213;FALSE;32211031213;;
0271107G;BTS - Agricole - Aménagements paysagers;32212021401;412;Scolaire;27;32321401;32321401;FALSE;32212021401;;
0271282X;BTS - Services - Economie sociale familiale;32211033206;136;Scolaire;18;32033206;32033204;TRUE;32211033204;;
0271382F;BTS - Agricole - Technico-commercial - Spécialité alimentation et boisson;32212031205;29;Scolaire;35;32331205;32331205;FALSE;32212031205;;
0271431J;BTS - Production - Conception et industrialisation en microtechniques;32211025005;116;Scolaire;24;32025005;32025005;FALSE;32211025005;;
0271431J;BTS - Services - Management Commercial Opérationnel;32211031213;308;Scolaire;35;32031213;32031213;FALSE;32211031213;;
0271848M;BTS - Agricole - Gestion et maitrise de l'eau - en apprentissage;32212034302;30;Apprentissage;20;32334302;32334302;FALSE;32212034302;;
0271579V;BTS - Production - Bioanalyses et contrôles;32211022207;718;Scolaire;30;32022207;32022207;FALSE;32211022207;;
0271580W;BTS - Services - Comptabilité et gestion;32211031408;1345;Scolaire;35;32031408;32031408;FALSE;32211031408;;
0271582Y;BTS - Services - Opticien-Lunetier;32211033107;363;Scolaire;16;32033107;32033107;FALSE;32211033107;;
0271585B;BTS - Production - Electrotechnique;32211025520;120;Scolaire;15;32025520;32025520;FALSE;32211025520;;
0271634E;BTS - Services - Management en hôtellerie restauration;32211033422;80;Scolaire;36;32033422;32033422;FALSE;32211033422;;
0370053G;BTS - Production - Conception de produits industriels;32211020009;300;Scolaire;16;32020009;32020009;FALSE;32211020009;;
0280015P;BTS - Services - Gestion de la PME;32211031409;545;Scolaire;18;32031409;32031409;FALSE;32211031409;;
0280019U;BTS - Production - Bioqualité;32211022106;164;Scolaire;24;32022106;32022106;FALSE;32211022106;;
0280019U;BTS - Services - Analyses de biologie médicale;32211033109;1577;Scolaire;28;32033109;32033109;FALSE;32211033109;;
0280019U;BTS - Services - Management Commercial Opérationnel;32211031213;410;Scolaire;32;32031213;32031213;FALSE;32211031213;;
0280019U;BTS - Services - Gestion de la PME;32211031409;450;Scolaire;31;32031409;32031409;FALSE;32211031409;;
0280021W;BTS - Production - Electrotechnique;32211025520;80;Scolaire;16;32025520;32025520;FALSE;32211025520;;
0280036M;BTS - Services - Management Commercial Opérationnel;32211031213;310;Scolaire;24;32031213;32031213;FALSE;32211031213;;
0280036M;BTS - Services - Comptabilité et gestion;32211031408;816;Scolaire;16;32031408;32031408;FALSE;32211031408;;
0280044W;BTS - Production - Conception des processus de réalisation de produits (1ère année commune);32211022316;72;Scolaire;14;32022316;32022316;FALSE;32211022316;;
0280044W;BTS - Production - Electrotechnique;32211025520;132;Scolaire;15;32025520;32025520;FALSE;32211025520;;
0280044W;BTS - Services - Service et prestation des secteurs sanitaire et social;32211033002;518;Scolaire;30;32033002;32033001;TRUE;32211033001;;
0280044W;BTS - Services - Economie sociale familiale;32211033206;458;Scolaire;34;32033206;32033204;TRUE;32211033204;;
0741437K;BTS - Agricole - Développement, animation des territoires ruraux;32212030001;59;Scolaire;18;32330001;32330001;FALSE;32212030001;;
0301654K;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;86;Apprentissage;;32033002;32033001;TRUE;32211033001;;
0750691U;BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air - en apprentissage;32211022710;280;Apprentissage;8;32022710;32022710;FALSE;32211022710;;
0530068L;BTS - Services - Management opérationnel de la sécurité;32211034401;211;Scolaire;18;32034401;32034401;FALSE;32211034401;;
0211033J;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;94;Apprentissage;2;32025014;32025010;TRUE;32211025010;;
0211033J;BTS - Production - Maintenance des systèmes - option C Systèmes éoliens - en apprentissage;32211025016;43;Apprentissage;2;32025016;32025012;TRUE;32211025012;;
0211033J;BTS - Production - Systèmes numériques - Option électronique et communication - en apprentissage;32211025516;54;Apprentissage;3;32025516;32025516;FALSE;32211025516;;
0710010A;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;104;Apprentissage;4;32033002;32033001;TRUE;32211033001;;
0280665W;BTS - Production - Métiers de la chimie;32211022208;103;Scolaire;16;32022208;32022208;FALSE;32211022208;;
0280665W;BTS - Services - Gestion de la PME;32211031409;157;Scolaire;20;32031409;32031409;FALSE;32211031409;;
0280706R;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole;32212021014;225;Scolaire;16;32321014;32321014;FALSE;32212021014;;
0280706R;BTS - Agricole - Sciences et technologies des aliments spécialité Aliments et processus technologiques;32212022113;94;Scolaire;16;32322113;32322113;FALSE;32212022113;;
0281021H;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;61;Apprentissage;15;32025014;32025010;TRUE;32211025010;;
0281041E;BTS - Agricole - Sciences et technologies des aliments spécialité Aliments et processus technologiques - en apprentissage;32212022113;27;Apprentissage;19;32322113;32322113;FALSE;32212022113;;
0281047L;BTS - Services - Management Commercial Opérationnel;32211031213;699;Scolaire;34;32031213;32031213;FALSE;32211031213;;
0281047L;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;542;Scolaire;34;32031212;32031212;FALSE;32211031212;;
0281047L;BTS - Services - Comptabilité et gestion;32211031408;304;Scolaire;24;32031408;32031408;FALSE;32211031408;;
0281047L;BTS - Services - Services informatiques aux organisations;32211032612;418;Scolaire;32;32032612;32032612;FALSE;32211032612;;
0281077U;BTS - Services - Support à l'action managériale;32211032409;208;Scolaire;24;32032409;32032409;FALSE;32211032409;;
0281077U;BTS - Services - Commerce International;32211031215;515;Scolaire;35;32031215;32031215;FALSE;32211031215;;
0281077U;BTS - Services - Management Commercial Opérationnel;32211031213;540;Scolaire;32;32031213;32031213;FALSE;32211031213;;
0281077U;BTS - Services - Comptabilité et gestion;32211031408;412;Scolaire;24;32031408;32031408;FALSE;32211031408;;
0221593M;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;96;Apprentissage;25;32321014;32321014;FALSE;32212021014;;
0081151H;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;16;Apprentissage;10;32034502;32034501;TRUE;32211034501;;
0290008B;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;884;Scolaire;35;32031212;32031212;FALSE;32211031212;;
0290012F;BTS - Production - Conception et Réalisation de Systèmes Automatiques;32211020111;289;Scolaire;26;32020111;32020111;FALSE;32211020111;;
0290012F;BTS - Production - Motorisations toutes énergies;32211025219;231;Scolaire;26;32025219;32025214;TRUE;32211025214;;
0290012F;BTS - Production - Conception et réalisation en chaudronnerie industrielle;32211025415;191;Scolaire;30;32025415;32025415;FALSE;32211025415;;
0290012F;BTS - Production - Electrotechnique;32211025520;261;Scolaire;22;32025520;32025520;FALSE;32211025520;;
0290012F;BTS - Production - Systèmes numériques - Option électronique et communication;32211025516;116;Scolaire;11;32025516;32025516;FALSE;32211025516;;
0290013G;BTS - Services - Commerce International;32211031215;955;Scolaire;35;32031215;32031215;FALSE;32211031215;;
0290013G;BTS - Services - Professions immobilières;32211031309;1047;Scolaire;35;32031309;32031309;FALSE;32211031309;;
0290013G;BTS - Services - Gestion de la PME;32211031409;793;Scolaire;35;32031409;32031409;FALSE;32211031409;;
0290013G;BTS - Services - Comptabilité et gestion;32211031408;556;Scolaire;35;32031408;32031408;FALSE;32211031408;;
0290018M;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole;32212021014;142;Scolaire;26;32321014;32321014;FALSE;32212021014;;
0290018M;BTS - Agricole - Aquaculture;32212021206;276;Scolaire;32;32321206;32321206;FALSE;32212021206;;
0290022S;BTS - Services - Gestion de la PME;32211031409;267;Scolaire;24;32031409;32031409;FALSE;32211031409;;
0290044R;BTS - Production - Etude et réalisation d'agencement;32211023305;557;Scolaire;30;32023305;32023305;FALSE;32211023305;;
0290044R;BTS - Production - Développement et Réalisation Bois;32211023411;221;Scolaire;30;32023411;32023411;FALSE;32211023411;;
0290044R;BTS - Services - Conseil et commercialisation de solutions techniques;32211031216;160;Scolaire;30;32031216;32031216;FALSE;32211031216;;
0290051Y;BTS - Production - Aéronautique;32211025302;685;Scolaire;30;32025302;32025302;FALSE;32211025302;;
0290051Y;BTS - Production - Conception de produits industriels;32211020009;207;Scolaire;15;32020009;32020009;FALSE;32211020009;;
0290051Y;BTS - Production - Conception et industrialisation en microtechniques;32211025005;81;Scolaire;15;32025005;32025005;FALSE;32211025005;;
0290062K;BTS - Services - Tourisme;32211033426;953;Scolaire;35;32033426;32033426;FALSE;32211033426;;
0290070U;BTS - Services - Collaborateur juriste notarial;32211034502;868;Scolaire;28;32034502;32034501;TRUE;32211034501;;
0290070U;BTS - Services - Support à l'action managériale;32211032409;352;Scolaire;35;32032409;32032409;FALSE;32211032409;;
0290070U;BTS - Services - Service et prestation des secteurs sanitaire et social;32211033002;425;Scolaire;35;32033002;32033001;TRUE;32211033001;;
0290070U;BTS - Services - Services informatiques aux organisations;32211032612;874;Scolaire;35;32032612;32032612;FALSE;32211032612;;
0290070U;BTS - Services - Economie sociale familiale;32211033206;518;Scolaire;28;32033206;32033204;TRUE;32211033204;;
0290071V;BTS - Production - Maintenance des systèmes - option A Systèmes de production;32211025014;232;Scolaire;30;32025014;32025010;TRUE;32211025010;;
0290071V;BTS - Production - Architectures en Métal : conception et Réalisation;32211025416;359;Scolaire;30;32025416;32025416;FALSE;32211025416;;
0081151H;BTS - Services - Professions immobilières - en apprentissage - Entièrement en distanciel;32211031309;86;Apprentissage;40;32031309;32031309;FALSE;32211031309;;
0081151H;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage - Entièrement en distanciel;32211033002;39;Apprentissage;20;32033002;32033001;TRUE;32211033001;;
0081151H;BTS - Services - Communication - en apprentissage;32211032002;33;Apprentissage;10;32032002;32032002;FALSE;32211032002;;
0756019K;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;87;Apprentissage;20;32033422;32033422;FALSE;32211033422;;
0694430R;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;133;Apprentissage;;32031408;32031408;FALSE;32211031408;;
0694430R;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;370;Apprentissage;;32031213;32031213;FALSE;32211031213;;
0081059H;BTS - Services - Gestion de la PME - en apprentissage;32211031409;34;Apprentissage;30;32031409;32031409;FALSE;32211031409;;
0333405X;BTS - Services - Gestion de la PME - en apprentissage;32211031409;104;Apprentissage;25;32031409;32031409;FALSE;32211031409;;
0333405X;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;300;Apprentissage;40;32031213;32031213;FALSE;32211031213;;
0290071V;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants;32211022711;193;Scolaire;30;32022711;32022711;FALSE;32211022711;;
0290076A;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;655;Scolaire;35;32031212;32031212;FALSE;32211031212;;
0290098Z;BTS - Services - Management Commercial Opérationnel;32211031213;1003;Scolaire;35;32031213;32031213;FALSE;32211031213;;
0290108K;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique;32211022709;187;Scolaire;16;32022709;32022709;FALSE;32211022709;;
0290108K;BTS - Production - Bâtiment;32211023012;667;Scolaire;30;32023012;32023012;FALSE;32211023012;;
0290126E;BTS - Agricole - Gestion et protection de la nature;32212021308;812;Scolaire;64;32321308;32321308;FALSE;32212021308;;
0290156M;BTS - Services - Services informatiques aux organisations;32211032612;188;Scolaire;32;32032612;32032612;FALSE;32211032612;;
0290159R;BTS - Services - Assurance;32211031311;114;Scolaire;35;32031311;32031311;FALSE;32211031311;;
0290159R;BTS - Services - Banque conseiller de clientèle;32211031310;187;Scolaire;35;32031310;32031310;FALSE;32211031310;;
0290170C;BTS - Production - Conception des processus de réalisation de produits (1ère année commune);32211022316;64;Scolaire;15;32022316;32022316;FALSE;32211022316;;
0290170C;BTS - Production - Electrotechnique;32211025520;105;Scolaire;15;32025520;32025520;FALSE;32211025520;;
0290170C;BTS - Services - Commerce International;32211031215;454;Scolaire;35;32031215;32031215;FALSE;32211031215;;
0290170C;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;462;Scolaire;35;32031212;32031212;FALSE;32211031212;;
0290170C;BTS - Services - Gestion de la PME;32211031409;385;Scolaire;35;32031409;32031409;FALSE;32211031409;;
0290170C;BTS - Services - Comptabilité et gestion;32211031408;211;Scolaire;35;32031408;32031408;FALSE;32211031408;;
0290171D;BTS - Services - Support à l'action managériale;32211032409;231;Scolaire;35;32032409;32032409;FALSE;32211032409;;
0290177K;BTS - Services - Commerce International;32211031215;146;Scolaire;26;32031215;32031215;FALSE;32211031215;;
