UAI;LIBELLÉFORMATION;MEFSTAT11_old;NB_VOEUX_CONFIRMES;STATUT;CAPACITEPSUP;CFD;CFD rectifié;Rectif;MEFSTAT11;;
0690128P;BTS - Production - Systèmes numériques - Option informatique et réseaux - en apprentissage;32211020112;491;Apprentissage;15;32020112;32020112;FALSE;32211020112;;
0692717D;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;631;Apprentissage;12;32032612;32032612;FALSE;32211032612;;
0690029G;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;383;Apprentissage;10;32031212;32031212;FALSE;32211031212;;
0261265J;BTS - Production - Systèmes constructifs bois et habitat - en apprentissage;32211023412;74;Apprentissage;24;32023412;32023412;FALSE;32211023412;;
0010016M;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;161;Apprentissage;15;32031408;32031408;FALSE;32211031408;;
0590015W;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;37;Apprentissage;15;32025014;32025010;TRUE;32211025010;;
0690104N;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;233;Apprentissage;16;32020111;32020111;FALSE;32211020111;;
0690037R;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;422;Apprentissage;16;32025014;32025010;TRUE;32211025010;;
0011119L;BTS - Production - Europlastics et composites à référentiel commun européen - option Pilotage et Optimisation de la production - en apprentissage;32211022506;22;Apprentissage;15;32022506;32022506;FALSE;32211022506;;
0791005N;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;69;Apprentissage;30;32321014;32321014;FALSE;32212021014;;
0690037R;BTS - Production - Contrôle industriel et régulation automatique - en apprentissage;32211020113;148;Apprentissage;14;32020113;32020113;FALSE;32211020113;;
0693306U;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;118;Apprentissage;55;32032409;32032409;FALSE;32211032409;;
0693306U;BTS - Services - Gestion de la PME - en apprentissage;32211031409;179;Apprentissage;60;32031409;32031409;FALSE;32211031409;;
0693306U;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;124;Apprentissage;80;32031408;32031408;FALSE;32211031408;;
0693306U;BTS - Services - Communication - en apprentissage;32211032002;256;Apprentissage;32;32032002;32032002;FALSE;32211032002;;
0693306U;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;232;Apprentissage;90;32031213;32031213;FALSE;32211031213;;
0693306U;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;345;Apprentissage;60;32031212;32031212;FALSE;32211031212;;
0681810Y;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;70;Apprentissage;24;32022709;32022709;FALSE;32211022709;;
0763153P;BTS - Services - Professions immobilières - en apprentissage;32211031309;363;Apprentissage;22;32031309;32031309;FALSE;32211031309;;
0422257A;BTS - Production - Métiers de la mode-vêtements - en apprentissage;32211024207;104;Apprentissage;12;32024207;32024207;FALSE;32211024207;;
0721476N;BTS - Agricole - génie des équipements agricoles - en apprentissage;32212021007;53;Apprentissage;14;32321007;32321007;FALSE;32212021007;;
0420976H;BTS - Production - Electrotechnique - en apprentissage;32211025520;109;Apprentissage;18;32025520;32025520;FALSE;32211025520;;
0441032H;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;57;Apprentissage;15;32321014;32321014;FALSE;32212021014;;
0492303M;BTS - Production - Systèmes numériques - Option électronique et communication - en apprentissage;32211025516;26;Apprentissage;3;32025516;32025516;FALSE;32211025516;;
0851642Y;BTS - Production - Maintenance des systèmes - option C Systèmes éoliens;32211025016;51;Scolaire;15;32025016;32025012;TRUE;32211025012;;
0690634P;BTS - Production - Enveloppe des bâtiments : conception et réalisation - en apprentissage;32211023205;142;Apprentissage;15;32023205;32023205;FALSE;32211023205;;
0751488K;BTS - Production - Maintenance des systèmes - option B Systèmes énergétiques et fluidiques - en apprentissage;32211025015;112;Apprentissage;12;32025015;32025011;TRUE;32211025011;;
0912267V;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;128;Apprentissage;25;32022709;32022709;FALSE;32211022709;;
0720930V;BTS - Production - Maintenance des véhicules option motocycles - en apprentissage;32211025217;121;Apprentissage;12;32025217;32025217;FALSE;32211025217;;
0490984D;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;43;Apprentissage;15;32022711;32022711;FALSE;32211022711;;
0440069L;BTS - Production - Conception et industrialisation en construction navale - en apprentissage;32211025413;152;Apprentissage;8;32025413;32025413;FALSE;32211025413;;
9720615L;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;87;Scolaire;27;32031212;32031212;FALSE;32211031212;;
0720003M;BTS - Production - Maintenance des systèmes - option C Systèmes éoliens;32211025016;193;Scolaire;13;32025016;32025012;TRUE;32211025012;;
0631968X;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;23;Apprentissage;15;32020111;32020111;FALSE;32211020111;;
0031030D;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;18;Apprentissage;15;32025014;32025010;TRUE;32211025010;;
0631968X;BTS - Production - Systèmes numériques - Option informatique et réseaux - en apprentissage;32211020112;58;Apprentissage;15;32020112;32020112;FALSE;32211020112;;
0912267V;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;42;Apprentissage;24;32033422;32033422;FALSE;32211033422;;
0590011S;BTS - Production - Fonderie - en apprentissage;32211022314;21;Apprentissage;15;32022314;32022314;FALSE;32211022314;;
0080018B;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;26;Apprentissage;12;32025014;32025010;TRUE;32211025010;;
0542536N;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;118;Apprentissage;10;32031213;32031213;FALSE;32211031213;;
0693733H;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;646;Apprentissage;20;32031212;32031212;FALSE;32211031212;;
0261069W;BTS - Agricole - productions animales;32212021205;201;Scolaire;26;32321205;32321205;FALSE;32212021205;;
0310147S;BTS - Services - Collaborateur juriste notarial;32211034502;301;Scolaire;18;32034502;32034501;TRUE;32211034501;;
0772276F;BTS - Services - Service et prestation des secteurs sanitaire et social;32211033002;498;Scolaire;35;32033002;32033001;TRUE;32211033001;;
7200583W;BTS - Production - Electrotechnique - en apprentissage;32211025520;58;Apprentissage;12;32025520;32025520;FALSE;32211025520;;
0782540M;BTS - Production - Maintenance des véhicules option voitures particulières;32211025215;162;Scolaire;14;32025215;32025215;FALSE;32211025215;;
9741255W;BTS - Services - Gestion des transports et logistique associée;32211031103;127;Scolaire;24;32031103;32031103;FALSE;32211031103;;
0130048G;BTS - Services - Gestion de la PME;32211031409;974;Scolaire;30;32031409;32031409;FALSE;32211031409;;
0630061Z;BTS - Production - Métiers de la mode-chaussure et maroquinerie - en apprentissage;32211024305;130;Apprentissage;15;32024305;32024305;FALSE;32211024305;;
0050005D;BTS - Production - Systèmes constructifs bois et habitat;32211023412;125;Scolaire;16;32023412;32023412;FALSE;32211023412;;
0221835A;BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage;32211025415;33;Apprentissage;16;32025415;32025415;FALSE;32211025415;;
0801742J;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;39;Apprentissage;12;32022709;32022709;FALSE;32211022709;;
0801742J;BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air - en apprentissage;32211022710;34;Apprentissage;8;32022710;32022710;FALSE;32211022710;;
0801742J;BTS - Production - Maintenance des systèmes - option B Systèmes énergétiques et fluidiques - en apprentissage;32211025015;32;Apprentissage;13;32025015;32025011;TRUE;32211025011;;
0292258X;BTS - Production - Electrotechnique - en apprentissage;32211025520;88;Apprentissage;32;32025520;32025520;FALSE;32211025520;;
0062260Z;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;65;Apprentissage;30;32031408;32031408;FALSE;32211031408;;
0271415S;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;45;Apprentissage;45;32025014;32025010;TRUE;32211025010;;
0931796X;BTS - Services - Comptabilité et gestion;32211031408;123;Scolaire;32;32031408;32031408;FALSE;32211031408;;
0240035H;BTS - Production - Maintenance des systèmes - option A Systèmes de production;32211025014;79;Scolaire;16;32025014;32025010;TRUE;32211025010;;
0391172M;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;13;Apprentissage;20;32022711;32022711;FALSE;32211022711;;
0391172M;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;15;Apprentissage;20;32031216;32031216;FALSE;32211031216;;
0070001N;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;25;Apprentissage;4;32020111;32020111;FALSE;32211020111;;
0271415S;BTS - Production - Europlastics et composites à référentiel commun européen - option Pilotage et Optimisation de la production - en apprentissage;32211022506;8;Apprentissage;12;32022506;32022506;FALSE;32211022506;;
0271415S;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;31;Apprentissage;30;32022316;32022316;FALSE;32211022316;;
0271415S;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;34;Apprentissage;12;32020111;32020111;FALSE;32211020111;;
0271177H;BTS - Production - Electrotechnique - en apprentissage;32211025520;50;Apprentissage;30;32025520;32025520;FALSE;32211025520;;
0761819P;BTS - Production - Bâtiment - en apprentissage;32211023012;157;Apprentissage;30;32023012;32023012;FALSE;32211023012;;
0240035H;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants;32211022711;218;Scolaire;16;32022711;32022711;FALSE;32211022711;;
9741231V;BTS - Services - Diététique;32211033103;485;Scolaire;12;32033103;32033103;FALSE;32211033103;;
9740471U;BTS - Production - Contrôle industriel et régulation automatique;32211020113;59;Scolaire;15;32020113;32020113;FALSE;32211020113;;
9740737H;BTS - Production - Maintenance des systèmes - option B Systèmes énergétiques et fluidiques;32211025015;153;Scolaire;15;32025015;32025011;TRUE;32211025011;;
0332781U;BTS - Production - Environnement nucléaire;32211034303;226;Scolaire;15;32034303;32034303;FALSE;32211034303;;
0400007R;BTS - Services - Métiers des Services à l'environnement;32211034304;201;Scolaire;15;32034304;32034304;FALSE;32211034304;;
0400027M;BTS - Production - Conception et réalisation en chaudronnerie industrielle;32211025415;244;Scolaire;20;32025415;32025415;FALSE;32211025415;;
0400019D;BTS - Production - Maintenance des véhicules option véhicules de transport routier;32211025216;147;Scolaire;10;32025216;32025216;FALSE;32211025216;;
0470004Z;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;464;Scolaire;24;32031212;32031212;FALSE;32211031212;;
0131775J;BTS - Services - Prothésiste dentaire - en apprentissage;32211033110;355;Apprentissage;;32033110;32033110;FALSE;32211033110;;
0620257T;BTS - Services - Métiers de la coiffure - en apprentissage;32211033607;45;Apprentissage;8;32033607;32033607;FALSE;32211033607;;
0710018J;BTS - Production - Bioqualité;32211022106;189;Scolaire;6;32022106;32022106;FALSE;32211022106;;
0441653H;BTS - Production - Bâtiment;32211023012;280;Scolaire;15;32023012;32023012;FALSE;32211023012;;
0332814E;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;35;Apprentissage;14;32020111;32020111;FALSE;32211020111;;
0332814E;BTS - Production - Systèmes numériques - Option électronique et communication - en apprentissage;32211025516;33;Apprentissage;12;32025516;32025516;FALSE;32211025516;;
0332814E;BTS - Production - Systèmes numériques - Option informatique et réseaux - en apprentissage;32211020112;105;Apprentissage;12;32020112;32020112;FALSE;32211020112;;
0332197J;BTS - Production - Enveloppe des bâtiments : conception et réalisation - en apprentissage;32211023205;92;Apprentissage;20;32023205;32023205;FALSE;32211023205;;
0161002C;BTS - Agricole - Viticulture-Oenologie - en apprentissage;32212021112;54;Apprentissage;30;32321112;32321112;FALSE;32212021112;;
0161002C;BTS - Services - Economie sociale familiale - en apprentissage;32211033206;63;Apprentissage;60;32033206;32033204;TRUE;32211033204;;
0382099A;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;132;Apprentissage;15;32022709;32022709;FALSE;32211022709;;
0631457S;BTS - Agricole - Technico-commercial - Spécialité univers jardins et animaux de compagnie;32212031203;98;Scolaire;22;32331203;32331203;FALSE;32212031203;;
0740143D;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;24;Apprentissage;20;32031103;32031103;FALSE;32211031103;;
0880153N;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;28;Apprentissage;9;32031216;32031216;FALSE;32211031216;;
0573690B;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;16;Apprentissage;20;32025001;32025001;FALSE;32211025001;;
0881672P;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;46;Apprentissage;15;32031213;32031213;FALSE;32211031213;;
0031131N;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;68;Apprentissage;40;32031212;32031212;FALSE;32211031212;;
0660010C;BTS - Services - Banque conseiller de clientèle - en apprentissage;32211031310;306;Apprentissage;;32031310;32031310;FALSE;32211031310;;
0031131N;BTS - Services - Gestion de la PME - en apprentissage;32211031409;49;Apprentissage;40;32031409;32031409;FALSE;32211031409;;
0660809W;BTS - Services - Gestion de la PME - en apprentissage;32211031409;204;Apprentissage;;32031409;32031409;FALSE;32211031409;;
0790024X;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;45;Apprentissage;4;32022711;32022711;FALSE;32211022711;;
0611130X;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;131;Apprentissage;24;32321014;32321014;FALSE;32212021014;;
0692210C;BTS - Production - Maintenance des systèmes - option B Systèmes énergétiques et fluidiques - en apprentissage;32211025015;185;Apprentissage;32;32025015;32025011;TRUE;32211025011;;
0692210C;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;188;Apprentissage;32;32025014;32025010;TRUE;32211025010;;
0382271M;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;66;Apprentissage;22;32022316;32022316;FALSE;32211022316;;
0940129E;BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage;32211025415;105;Apprentissage;15;32025415;32025415;FALSE;32211025415;;
0741451A;BTS - Services - Tourisme - en apprentissage;32211033426;123;Apprentissage;20;32033426;32033426;FALSE;32211033426;;
0731506R;BTS - Production - Maintenance des véhicules option véhicules de transport routier - en apprentissage;32211025216;22;Apprentissage;20;32025216;32025216;FALSE;32211025216;;
0190071Z;BTS - Services - Management Commercial Opérationnel;32211031213;83;Scolaire;10;32031213;32031213;FALSE;32211031213;;
0261505V;BTS - Production - Conception de produits industriels (Seconde année possible en apprentissage);32211020009;190;Scolaire;24;32020009;32020009;FALSE;32211020009;;
0261505V;BTS - Services - Négociation et digitalisation de la Relation Client (Seconde année possible en apprentissage);32211031212;709;Scolaire;46;32031212;32031212;FALSE;32211031212;;
0333000G;BTS - Services - Métiers des Services à l'environnement - en apprentissage;32211034304;44;Apprentissage;30;32034304;32034304;FALSE;32211034304;;
0031131N;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;102;Apprentissage;40;32031213;32031213;FALSE;32211031213;;
0595786U;BTS - Production - Métiers du géomètre-topographe et de la modélisation numérique - en apprentissage;32211023108;148;Apprentissage;15;32023108;32023108;FALSE;32211023108;;
0060920T;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;488;Apprentissage;24;32031213;32031213;FALSE;32211031213;;
0060920T;BTS - Services - Tourisme - en apprentissage;32211033426;515;Apprentissage;24;32033426;32033426;FALSE;32211033426;;
0380081G;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;89;Apprentissage;8;32032409;32032409;FALSE;32211032409;;
0741525F;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;60;Apprentissage;50;32025215;32025215;FALSE;32211025215;;
0752846L;BTS - Services - Gestion de la PME - en apprentissage;32211031409;1529;Apprentissage;20;32031409;32031409;FALSE;32211031409;;
0131775J;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;131;Apprentissage;;32031408;32031408;FALSE;32211031408;;
0760058A;BTS - Production - Contrôle industriel et régulation automatique - en apprentissage;32211020113;97;Apprentissage;15;32020113;32020113;FALSE;32211020113;;
0342456K;BTS - Services - Professions immobilières - en apprentissage;32211031309;411;Apprentissage;25;32031309;32031309;FALSE;32211031309;;
0500036T;BTS - Production - Electrotechnique - en apprentissage;32211025520;41;Apprentissage;2;32025520;32025520;FALSE;32211025520;;
0623786D;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;69;Apprentissage;40;32321014;32321014;FALSE;32212021014;;
0692800U;BTS - Production - Maintenance des matériels de construction et de manutention - en apprentissage;32211025218;100;Apprentissage;12;32025218;32025218;FALSE;32211025218;;
0692800U;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;207;Apprentissage;15;32025001;32025001;FALSE;32211025001;;
0690040U;BTS - Production - Fonderie - en apprentissage;32211022314;39;Apprentissage;3;32022314;32022314;FALSE;32211022314;;
0690038S;BTS - Services - Commerce International - en apprentissage;32211031215;1032;Apprentissage;17;32031215;32031215;FALSE;32211031215;;
0011119L;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;31;Apprentissage;16;32022316;32022316;FALSE;32211022316;;
0420040R;BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage;32211025415;82;Apprentissage;15;32025415;32025415;FALSE;32211025415;;
0690074F;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;310;Apprentissage;16;32025014;32025010;TRUE;32211025010;;
0690520R;BTS - Services - Gestion de la PME - en apprentissage;32211031409;167;Apprentissage;20;32031409;32031409;FALSE;32211031409;;
0420998G;BTS - Services - Gestion de la PME - en apprentissage;32211031409;46;Apprentissage;20;32031409;32031409;FALSE;32211031409;;
0763153P;BTS - Production - Electrotechnique - en apprentissage;32211025520;81;Apprentissage;15;32025520;32025520;FALSE;32211025520;;
0010070W;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;123;Apprentissage;18;32031213;32031213;FALSE;32211031213;;
0690037R;BTS - Production - Innovations textiles - Option B : Traitements - en apprentissage;32211024112;47;Apprentissage;12;32024112;32024112;FALSE;32211024112;;
0763153P;BTS - Services - Gestion de la PME - en apprentissage;32211031409;143;Apprentissage;20;32031409;32031409;FALSE;32211031409;;
0763153P;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;270;Apprentissage;24;32031212;32031212;FALSE;32211031212;;
0441552Y;BTS - Services - Gestion des transports et logistique associée;32211031103;1100;Scolaire;33;32031103;32031103;FALSE;32211031103;;
0780273Y;BTS - Production - Maintenance des systèmes - option A Systèmes de production;32211025014;229;Scolaire;24;32025014;32025010;TRUE;32211025010;;
0300026R;BTS - Production - Maintenance des systèmes - option C Systèmes éoliens;32211025016;209;Scolaire;15;32025016;32025012;TRUE;32211025012;;
0211033J;BTS - Production - Maintenance des systèmes - option C Systèmes éoliens;32211025016;140;Scolaire;8;32025016;32025012;TRUE;32211025012;;
0351047Y;BTS - Agricole - Sciences et technologies des aliments spécialité Aliments et processus technologiques - en apprentissage;32212022113;21;Apprentissage;15;32322113;32322113;FALSE;32212022113;;
0134003F;BTS - Services - Service et prestation des secteurs sanitaire et social;32211033002;762;Scolaire;32;32033002;32033001;TRUE;32211033001;;
0801327H;BTS - Production - Maintenance des systèmes - option C Systèmes éoliens;32211025016;148;Scolaire;15;32025016;32025012;TRUE;32211025012;;
0690103M;BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage;32211025415;121;Apprentissage;16;32025415;32025415;FALSE;32211025415;;
0771914M;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;128;Apprentissage;45;32032612;32032612;FALSE;32211032612;;
0771914M;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;91;Apprentissage;50;32031408;32031408;FALSE;32211031408;;
0772818V;BTS - Services - Tourisme - en apprentissage;32211033426;60;Apprentissage;50;32033426;32033426;FALSE;32211033426;;
0596818R;BTS - Services - Assurance - en apprentissage;32211031311;25;Apprentissage;15;32031311;32031311;FALSE;32211031311;;
0370009J;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;63;Apprentissage;12;32025014;32025010;TRUE;32211025010;;
0352495X;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;54;Apprentissage;25;32321014;32321014;FALSE;32212021014;;
9741177L;BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air - en apprentissage;32211022710;16;Apprentissage;3;32022710;32022710;FALSE;32211022710;;
9741177L;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;37;Apprentissage;3;32022711;32022711;FALSE;32211022711;;
0952164L;BTS - Production - Bâtiment - en apprentissage;32211023012;268;Apprentissage;40;32023012;32023012;FALSE;32211023012;;
0781883Y;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;136;Apprentissage;10;32032409;32032409;FALSE;32211032409;;
0910632T;BTS - Production - Bâtiment - en apprentissage;32211023012;561;Apprentissage;20;32023012;32023012;FALSE;32211023012;;
0601701Y;BTS - Services - Service et prestation des secteurs sanitaire et social;32211033002;120;Scolaire;31;32033002;32033001;TRUE;32211033001;;
0142106N;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;43;Apprentissage;15;32020111;32020111;FALSE;32211020111;;
0682029L;BTS - Services - Gestion de la PME - en apprentissage;32211031409;135;Apprentissage;36;32031409;32031409;FALSE;32211031409;;
0310040A;BTS - Services - Commerce International;32211031215;2117;Scolaire;24;32031215;32031215;FALSE;32211031215;;
0951104J;BTS - Production - Métiers de la mesure;32211020115;177;Scolaire;15;32020115;32020115;FALSE;32211020115;;
0160792Z;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;57;Apprentissage;15;32022709;32022709;FALSE;32211022709;;
0300106C;BTS - Production - Métiers de la chimie;32211022208;155;Scolaire;18;32022208;32022208;FALSE;32211022208;;
0630061Z;BTS - Production - Métiers de la mode-chaussure et maroquinerie;32211024305;154;Scolaire;15;32024305;32024305;FALSE;32211024305;;
0371700X;BTS - Services - Gestion de la PME - en apprentissage;32211031409;136;Apprentissage;80;32031409;32031409;FALSE;32211031409;;
0371700X;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;322;Apprentissage;90;32031213;32031213;FALSE;32211031213;;
0050503V;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;70;Apprentissage;24;32031213;32031213;FALSE;32211031213;;
0630069H;BTS - Production - Europlastics et composites à référentiel commun européen - option Pilotage et Optimisation de la production - en apprentissage;32211022506;11;Apprentissage;8;32022506;32022506;FALSE;32211022506;;
0761356L;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;530;Scolaire;35;32031212;32031212;FALSE;32211031212;;
0763150L;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;107;Apprentissage;60;32025014;32025010;TRUE;32211025010;;
0391172M;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;27;Apprentissage;20;32032612;32032612;FALSE;32211032612;;
0271177H;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;35;Apprentissage;30;32022709;32022709;FALSE;32211022709;;
0271177H;BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air - en apprentissage;32211022710;27;Apprentissage;30;32022710;32022710;FALSE;32211022710;;
0761819P;BTS - Production - Management économique de la construction - en apprentissage;32211023013;58;Apprentissage;25;32023013;32023013;FALSE;32211023013;;
0772688D;BTS - Services - Management en hôtellerie restauration;32211033422;141;Scolaire;24;32033422;32033422;FALSE;32211033422;;
0760087G;BTS - Production - Europlastics et composites à référentiel commun européen - option Pilotage et Optimisation de la production;32211022506;39;Scolaire;15;32022506;32022506;FALSE;32211022506;;
0762765T;BTS - Production - Maintenance des véhicules option voitures particulières;32211025215;130;Scolaire;10;32025215;32025215;FALSE;32211025215;;
0762920L;BTS - Production - Conception et réalisation en chaudronnerie industrielle;32211025415;90;Scolaire;15;32025415;32025415;FALSE;32211025415;;
0221624W;BTS - Maritime - Mécatronique Navale;32211025013;128;Scolaire;12;32025013;32025013;FALSE;32211025013;;
0331556M;BTS - Production - Bâtiment - en apprentissage;32211023012;175;Apprentissage;10;32023012;32023012;FALSE;32211023012;;
0333005M;BTS - Services - Communication - en apprentissage;32211032002;309;Apprentissage;20;32032002;32032002;FALSE;32211032002;;
0492064C;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;312;Apprentissage;45;32031212;32031212;FALSE;32211031212;;
0492064C;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;281;Apprentissage;40;32031213;32031213;FALSE;32211031213;;
0492064C;BTS - Services - Communication - en apprentissage;32211032002;216;Apprentissage;15;32032002;32032002;FALSE;32211032002;;
0492064C;BTS - Services - Tourisme - en apprentissage;32211033426;165;Apprentissage;10;32033426;32033426;FALSE;32211033426;;
0492064C;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;73;Apprentissage;20;32031103;32031103;FALSE;32211031103;;
0492064C;BTS - Services - Professions immobilières - en apprentissage;32211031309;313;Apprentissage;20;32031309;32031309;FALSE;32211031309;;
0142395C;BTS - Services - Gestion de la PME - en apprentissage;32211031409;107;Apprentissage;25;32031409;32031409;FALSE;32211031409;;
0142395C;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;71;Apprentissage;20;32031408;32031408;FALSE;32211031408;;
0841204C;BTS - Services - Diététique - en apprentissage;32211033103;235;Apprentissage;6;32033103;32033103;FALSE;32211033103;;
0134349G;BTS - Services - Tourisme - en apprentissage;32211033426;98;Apprentissage;20;32033426;32033426;FALSE;32211033426;;
0134349G;BTS - Services - Gestion de la PME - en apprentissage;32211031409;56;Apprentissage;20;32031409;32031409;FALSE;32211031409;;
0134349G;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;40;Apprentissage;20;32031408;32031408;FALSE;32211031408;;
0610694Y;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;51;Apprentissage;5;32031212;32031212;FALSE;32211031212;;
0501299R;BTS - Services - Assurance - en apprentissage;32211031311;13;Apprentissage;;32031311;32031311;FALSE;32211031311;;
0501299R;BTS - Services - Gestion de la PME - en apprentissage;32211031409;35;Apprentissage;5;32031409;32031409;FALSE;32211031409;;
0952262T;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;388;Apprentissage;20;32031213;32031213;FALSE;32211031213;;
0952262T;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;299;Apprentissage;20;32031212;32031212;FALSE;32211031212;;
0511165P;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;64;Apprentissage;30;32031408;32031408;FALSE;32211031408;;
0511165P;BTS - Services - Commerce International - en apprentissage;32211031215;121;Apprentissage;40;32031215;32031215;FALSE;32211031215;;
0511165P;BTS - Services - Communication - en apprentissage;32211032002;123;Apprentissage;40;32032002;32032002;FALSE;32211032002;;
0511165P;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;44;Apprentissage;40;32031103;32031103;FALSE;32211031103;;
0511165P;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;134;Apprentissage;40;32031213;32031213;FALSE;32211031213;;
