Etablissement d'accueil;Sigle de l'établissement d'accueil;Libellé de l'établissement d'accueil;Commune de l'établissement d'accueil;Département de l'établissement d'accueil;Libellé voie d’orientation;Mnémonique MEF national de rattachement;Code spécialité du MEF national de rattachement;MEF STAT 11;Libellé du MEF national de rattachement;Type de MEF;Code Ministère;Secteur ;Palier minimum autorisé pour la saisie du voeu;Voeu de recensement O/N;Statut Offre de formation;Capacité carte scolaire;Capacité d'affectation;Taux de pression (Total demandes vœux 1 / Capacité carte scolaire);Demandes vœux 1;Demandes tous vœux;Affectés voeu 1;Affectés tous vœux
0820004J;LPO LYC METIER;JEAN DE PRADES;CASTELSARRASIN;TARN-ET-GARONNE;CAP;1CAP2;31222.0;23210031222;1CAP2  PRIMEUR;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;AP;999;999;0;0;4;0;0
0820004J;LPO LYC METIER;JEAN DE PRADES;CASTELSARRASIN;TARN-ET-GARONNE;CAP;1CAP2;31222.0;23210031222;1CAP2  PRIMEUR;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;12;12;1,25;15;46;10;12
0820004J;LPO LYC METIER;JEAN DE PRADES;CASTELSARRASIN;TARN-ET-GARONNE;CAP;1CAP2;33413.0;23210033413;1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;AP;999;999;0;2;10;0;0
0820004J;LPO LYC METIER;JEAN DE PRADES;CASTELSARRASIN;TARN-ET-GARONNE;CAP;1CAP2;33413.0;23210033413;1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;12;12;1;12;45;8;12
0820004J;LPO LYC METIER;JEAN DE PRADES;CASTELSARRASIN;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;30003.0;23810030003;2NDPRO MET.GEST.ADM.,TRA.&LOG.2NDE COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;18;18;0,33;6;86;4;18
0820004J;LPO LYC METIER;JEAN DE PRADES;CASTELSARRASIN;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;31211.0;23810031211;2NDPRO MET. RELATION CLIENT 2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;64;64;0,98;63;209;42;64
0820004J;LPO LYC METIER;JEAN DE PRADES;CASTELSARRASIN;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;33404.0;23810033404;2NDPRO MET.HOTEL.-RESTAUR. 2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;24;24;1,63;39;152;19;24
0820725T;LEAP;CLAIR FOYER - CAUSSADE;CAUSSADE;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1CAP1;31224.0;23110031224;1CAP1  EQUIPIER POLYVALENT DU COMMERCE;National;AGRICULTURE;PRIVE;2nde;N;AP;999;999;0;0;2;0;0
0820725T;LEAP;CLAIR FOYER - CAUSSADE;CAUSSADE;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1CAP1;33205.0;23110033205;1CAP1  ACCOMPAG. EDUCATIF PETITE ENFANCE;National;AGRICULTURE;PRIVE;2nde;N;AP;999;999;0;0;2;0;0
0820725T;LEAP;CLAIR FOYER - CAUSSADE;CAUSSADE;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1EPROA;21203.0;23821021203;1EPROA TECHN CONSEIL DE VENTE ANIMALERIE;National;AGRICULTURE;PRIVE;2nde;N;ST;10;15;0,3;3;3;3;3
0820725T;LEAP;CLAIR FOYER - CAUSSADE;CAUSSADE;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1EPROA;22108.0;23821022108;1EPROA TEC CONS VTE ALIMENTATION (PAB);National;AGRICULTURE;PRIVE;2nde;N;AP;999;999;0;0;1;0;0
0820725T;LEAP;CLAIR FOYER - CAUSSADE;CAUSSADE;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1EPROA;22108.0;23821022108;1EPROA TEC CONS VTE ALIMENTATION (PAB);National;AGRICULTURE;PRIVE;2nde;N;ST;10;15;0;0;1;0;0
0820725T;LEAP;CLAIR FOYER - CAUSSADE;CAUSSADE;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1EPROA;33003.0;23821033003;1EPROA SERV PERS ANIM TERRIT;Affectation;AGRICULTURE;PRIVE;2nde;N;ST;15;15;0,07;1;2;1;2
0820725T;LEAP;CLAIR FOYER - CAUSSADE;CAUSSADE;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1EPROA;33003.0;23821033003;1EPROA SERV PERS ANIM TERRIT;Affectation;AGRICULTURE;PRIVE;2nde;O;AP;999;999;0;0;1;0;0
0820725T;LEAP;CLAIR FOYER - CAUSSADE;CAUSSADE;TARN-ET-GARONNE;CAP;1CAP2A;33003.0;23211033003;1CAP2A SERVICES AUX PERS VTE ESP RURAL;National;AGRICULTURE;PRIVE;3eme;N;ST;35;45;0,31;11;27;11;16
0820725T;LEAP;CLAIR FOYER - CAUSSADE;CAUSSADE;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2DPROA;22108.0;23811022108;2DPROA TEC CONS VTE ALIMENTATION (PAB);Affectation;AGRICULTURE;PRIVE;3eme;N;ST;40;45;0,08;3;9;3;4
0820725T;LEAP;CLAIR FOYER - CAUSSADE;CAUSSADE;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2DPROA;21203.0;23811021203;2DPROA TECHN CONSEIL DE VENTE ANIMALERIE;Affectation;AGRICULTURE;PRIVE;3eme;N;ST;40;45;0,23;9;14;9;13
0820725T;LEAP;CLAIR FOYER - CAUSSADE;CAUSSADE;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2DPROA;33001.0;23811033001;2DPROA SERV PERS TERRIT;National;AGRICULTURE;PRIVE;3eme;N;ST;40;45;0,2;8;26;8;14
0820551D;LP PR;SAINT-LUBIN - APPRENTIS D'AUTE;CAUSSADE;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25406.0;23820025406;1ERPRO OUVRAGES DU BATIMENT METALLERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;AP;999;999;0;0;0;0;0
0820551D;LP PR;SAINT-LUBIN - APPRENTIS D'AUTE;CAUSSADE;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25406.0;23820025406;1ERPRO OUVRAGES DU BATIMENT METALLERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;10;10;0;0;0;0;0
0820551D;LP PR;SAINT-LUBIN - APPRENTIS D'AUTE;CAUSSADE;TARN-ET-GARONNE;CAP;1CAP2;25438.0;23210025438;1CAP2  REAL.IND.CHAUD.SOUD. OP.B SOUDAGE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;O;AP;17;17;0,12;2;3;0;0
0820551D;LP PR;SAINT-LUBIN - APPRENTIS D'AUTE;CAUSSADE;TARN-ET-GARONNE;CAP;1CAP2;25439.0;23210025439;1CAP2  METALLIER;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;17;17;0,41;7;16;6;7
0820551D;LP PR;SAINT-LUBIN - APPRENTIS D'AUTE;CAUSSADE;TARN-ET-GARONNE;CAP;1CAP2;25439.0;23210025439;1CAP2  METALLIER;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;O;AP;999;999;0;0;2;0;0
0820551D;LP PR;SAINT-LUBIN - APPRENTIS D'AUTE;CAUSSADE;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;20006.0;23810020006;2NDPRO MET.CON.DUR.BAT.&TRA.PUB.2NDE COM;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;17;17;0;0;13;0;0
0820776Y;MFREO;SUD AGROMAT D'ESCATALENS;ESCATALENS;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1EPROA;21001.0;23821021001;1EPROA AGRO-EQUIPEMENT;National;AGRICULTURE;PRIVE;2nde;N;ST;20;15;0;0;0;0;0
0820776Y;MFREO;SUD AGROMAT D'ESCATALENS;ESCATALENS;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1EPROA;21213.0;23821021213;1EPROA CONDUITE PROD-AQUACOLES;Affectation;AGRICULTURE;PRIVE;2nde;N;ST;20;15;0,15;3;4;1;1
0820776Y;MFREO;SUD AGROMAT D'ESCATALENS;ESCATALENS;TARN-ET-GARONNE;CAP;1CAP2;25221.0;23210025221;1CAP2  MAINT.MATERIELS OPT.A AGRICOLES;National;AGRICULTURE;PRIVE;3eme;N;AP;999;999;0;4;10;0;0
0820776Y;MFREO;SUD AGROMAT D'ESCATALENS;ESCATALENS;TARN-ET-GARONNE;CAP;1CAP2;25223.0;23210025223;1CAP2  MAINT.MATERIELS OPT.C ESP. VERTS;National;AGRICULTURE;PRIVE;3eme;N;AP;999;999;0;1;2;0;0
0820776Y;MFREO;SUD AGROMAT D'ESCATALENS;ESCATALENS;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2DPROA;21213.0;23811021213;2DPROA CONDUITE PROD-AQUACOLES;Affectation;AGRICULTURE;PRIVE;3eme;N;ST;25;25;0,24;6;11;6;8
0820776Y;MFREO;SUD AGROMAT D'ESCATALENS;ESCATALENS;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2DPROA;21001.0;23811021001;2DPROA AGRO-EQUIPEMENT;Affectation;AGRICULTURE;PRIVE;3eme;N;ST;25;25;0,2;5;7;4;5
0820776Y;MFREO;SUD AGROMAT D'ESCATALENS;ESCATALENS;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;25219.0;23810025219;2NDPRO MAINT.MATERIELS OPT.A AGRICOLES;National;AGRICULTURE;PRIVE;3eme;N;AP;999;999;0,01;5;10;0;0
0820776Y;MFREO;SUD AGROMAT D'ESCATALENS;ESCATALENS;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;25220.0;23810025220;2NDPRO MAINT.MATERIELS OPT.B CONS.MANUT.;National;AGRICULTURE;PRIVE;3eme;N;AP;999;999;0;0;2;0;0
0820776Y;MFREO;SUD AGROMAT D'ESCATALENS;ESCATALENS;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;25221.0;23810025221;2NDPRO MAINT.MATERIELS OPT.C ESP. VERTS;National;AGRICULTURE;PRIVE;3eme;N;AP;999;999;0;1;2;0;0
0820531G;LPA;DE MOISSAC;MOISSAC;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1EPROA;21114.0;23821021114;1EPROA CONDUITE PRODUCTIONS HORTICOLES;National;AGRICULTURE;PUBLIC;2nde;N;ST;7;3;0;0;0;0;0
0820531G;LPA;DE MOISSAC;MOISSAC;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1EPROA;21213.0;23821021213;1EPROA CONDUITE PROD-AQUACOLES;Affectation;AGRICULTURE;PUBLIC;2nde;N;ST;8;2;0,13;1;1;1;1
0820531G;LPA;DE MOISSAC;MOISSAC;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1EPROA;21405.0;23821021405;1EPROA AMENAGEMENTS PAYSAGERS;National;AGRICULTURE;PUBLIC;2nde;N;ST;12;3;0;0;2;0;1
0820531G;LPA;DE MOISSAC;MOISSAC;TARN-ET-GARONNE;CAP;1CAP2A;21130.0;23211021130;1CAP2A METIERS DE L'AGRICULTURE;National;AGRICULTURE;PUBLIC;3eme;N;ST;12;12;0,92;11;27;8;12
0820531G;LPA;DE MOISSAC;MOISSAC;TARN-ET-GARONNE;CAP;1CAP2A;21405.0;23211021405;1CAP2A JARDINIER PAYSAGISTE;National;AGRICULTURE;PUBLIC;3eme;N;ST;15;12;0,93;14;52;6;12
0820531G;LPA;DE MOISSAC;MOISSAC;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2DPROA;21114.0;23811021114;2DPROA CONDUITE PRODUCTIONS HORTICOLES;Affectation;AGRICULTURE;PUBLIC;3eme;N;ST;7;5;0,29;2;10;2;5
0820531G;LPA;DE MOISSAC;MOISSAC;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2DPROA;21213.0;23811021213;2DPROA CONDUITE PROD-AQUACOLES;Affectation;AGRICULTURE;PUBLIC;3eme;N;ST;8;11;0,75;6;19;6;8
0820531G;LPA;DE MOISSAC;MOISSAC;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2DPROA;21405.0;23811021405;2DPROA AMENAGEMENTS PAYSAGERS;Affectation;AGRICULTURE;PUBLIC;3eme;N;ST;12;11;0,25;3;39;3;11
0820888V;MFREO;DE MOISSAC;MOISSAC;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1EPROA;22108.0;23821022108;1EPROA TEC CONS VTE ALIMENTATION (PAB);National;AGRICULTURE;PRIVE;2nde;N;AP;999;999;0;0;0;0;0
0820888V;MFREO;DE MOISSAC;MOISSAC;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1EPROA;22108.0;23821022108;1EPROA TEC CONS VTE ALIMENTATION (PAB);National;AGRICULTURE;PRIVE;2nde;N;ST;15;10;0,13;2;2;1;1
0820888V;MFREO;DE MOISSAC;MOISSAC;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;31213.0;23820031213;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;AGRICULTURE;PRIVE;2nde;N;AP;999;999;0;1;1;0;0
0820888V;MFREO;DE MOISSAC;MOISSAC;TARN-ET-GARONNE;CAP;1CAP2;31224.0;23210031224;1CAP2  EQUIPIER POLYVALENT DU COMMERCE;National;AGRICULTURE;PRIVE;3eme;N;AP;999;999;0;4;12;0;0
0820888V;MFREO;DE MOISSAC;MOISSAC;TARN-ET-GARONNE;CAP;1CAP2A;33003.0;23211033003;1CAP2A SERVICES AUX PERS VTE ESP RURAL;National;AGRICULTURE;PRIVE;3eme;N;AP;999;999;0;4;10;0;0
0820888V;MFREO;DE MOISSAC;MOISSAC;TARN-ET-GARONNE;CAP;1CAP2A;33003.0;23211033003;1CAP2A SERVICES AUX PERS VTE ESP RURAL;National;AGRICULTURE;PRIVE;3eme;N;ST;15;15;0,4;6;13;6;7
0820888V;MFREO;DE MOISSAC;MOISSAC;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2DPROA;22108.0;23811022108;2DPROA TEC CONS VTE ALIMENTATION (PAB);Affectation;AGRICULTURE;PRIVE;3eme;N;ST;20;15;0,3;6;11;6;7
0820559M;LEGTPA;DE MONTAUBAN;MONTAUBAN;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1EPROA;33003.0;23821033003;1EPROA SERV PERS ANIM TERRIT;Affectation;AGRICULTURE;PUBLIC;2nde;N;ST;32;5;0,19;6;20;3;5
0820559M;LEGTPA;DE MONTAUBAN;MONTAUBAN;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2DPROA;33001.0;23811033001;2DPROA SERV PERS TERRIT;National;AGRICULTURE;PUBLIC;3eme;N;ST;32;26;1,56;50;136;22;26
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1CAP1;33205.0;23110033205;1CAP1  ACCOMPAG. EDUCATIF PETITE ENFANCE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;AP;999;999;0;0;0;0;0
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;24204.0;23820024204;1ERPRO METIERS DE COUTURE ET DE CONFECT.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;1;15;22;12;15
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25014.0;23820025014;1ERPRO TEC.REAL.PR.MEC.OP.REAL.SUIV.PRO.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;AP;999;999;0;0;0;0;0
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25014.0;23820025014;1ERPRO TEC.REAL.PR.MEC.OP.REAL.SUIV.PRO.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;0,93;28;35;27;30
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25214.0;23820025214;1ERPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;AP;999;999;0;0;0;0;0
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25214.0;23820025214;1ERPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;20;20;1,1;22;36;17;20
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25412.0;23820025412;1ERPRO CARROSSIER PEINTRE AUTOMOBILE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;AP;999;999;0;0;0;0;0
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25412.0;23820025412;1ERPRO CARROSSIER PEINTRE AUTOMOBILE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;10;10;1,2;12;15;10;10
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25519.0;23820025519;1ERPRO CYBER.INFORM.&RESEAUX ELECTRON.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;1,17;28;52;20;24
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;30004.0;23820030004;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;1,25;30;48;24;24
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;31213.0;23820031213;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;1,67;40;103;22;24
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;31214.0;23820031214;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;1,29;31;96;22;24
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;33007.0;23820033007;1ERPRO ACCOMP. SOINS-SERVICES PERSONNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;1,47;44;69;30;30
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;22142.0;23210022142;1CAP2  PROD.SERV.REST. (RAPID,COLL,CAFE);National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;AP;999;999;0;1;7;0;0
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;22142.0;23210022142;1CAP2  PROD.SERV.REST. (RAPID,COLL,CAFE);National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;24;24;1,29;31;87;18;24
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;25440.0;23210025440;1CAP2  CARROSSIER AUTOMOBILE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;AP;999;999;0;1;23;0;0
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;25440.0;23210025440;1CAP2  CARROSSIER AUTOMOBILE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;10;10;3,6;36;107;7;10
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;20008.0;23810020008;2NDPRO MET.TRANSIT.NUMER.ENERG.2NDE COMM;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;24;24;2,42;58;212;21;23
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;20103.0;23810020103;2NDPRO MET.REAL.ENS.MEC.IND.2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;30;30;0,7;21;112;12;30
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;24204.0;23810024204;2NDPRO METIERS DE COUTURE ET DE CONFECT.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;15;15;2,13;32;89;11;15
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;25222.0;23810025222;2NDPRO MET.MAIN.MATER.VEHIC.2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;20;20;2,3;46;171;17;20
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;25412.0;23810025412;2NDPRO CARROSSIER PEINTRE AUTOMOBILE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;10;10;1,8;18;96;6;10
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;30003.0;23810030003;2NDPRO MET.GEST.ADM.,TRA.&LOG.2NDE COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;24;24;1,54;37;157;19;24
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;31211.0;23810031211;2NDPRO MET. RELATION CLIENT 2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;48;48;2,02;97;353;42;48
0820021C;LPO;BOURDELLE;MONTAUBAN;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;33007.0;23810033007;2NDPRO ACCOMP. SOINS-SERVICES PERSONNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;30;30;2,23;67;198;29;30
0820885S;LP PR;DE COIFFURE SKHOLE D'ART;MONTAUBAN;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;33604.0;23820033604;1ERPRO METIERS DE LA COIFFURE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;16;16;0;0;0;0;0
0820885S;LP PR;DE COIFFURE SKHOLE D'ART;MONTAUBAN;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;33606.0;23820033606;1ERPRO ESTHETIQUE COSMETIQUE PARFUMERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;32;32;0,03;1;1;1;1
0820885S;LP PR;DE COIFFURE SKHOLE D'ART;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;33616.0;23210033616;1CAP2  METIERS DE LA COIFFURE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;14;14;0,79;11;16;11;13
0820885S;LP PR;DE COIFFURE SKHOLE D'ART;MONTAUBAN;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;33605.0;23810033605;2NDPRO MET.BEAUTE&BIEN-ETRE 2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;48;48;0,48;23;43;23;34
0820061W;LP PR;PIERRE MARIE THEAS;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;22146.0;23210022146;1CAP2  CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;12;12;0,5;6;19;6;7
0820061W;LP PR;PIERRE MARIE THEAS;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;31224.0;23210031224;1CAP2  EQUIPIER POLYVALENT DU COMMERCE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;15;15;0,47;7;24;6;8
0820061W;LP PR;PIERRE MARIE THEAS;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;33413.0;23210033413;1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;12;12;0,08;1;4;0;0
0820061W;LP PR;PIERRE MARIE THEAS;MONTAUBAN;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;30003.0;23810030003;2NDPRO MET.GEST.ADM.,TRA.&LOG.2NDE COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;17;17;0,47;8;17;6;7
0820061W;LP PR;PIERRE MARIE THEAS;MONTAUBAN;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;31211.0;23810031211;2NDPRO MET. RELATION CLIENT 2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;53;53;0,62;33;57;32;34
0820061W;LP PR;PIERRE MARIE THEAS;MONTAUBAN;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;33404.0;23810033404;2NDPRO MET.HOTEL.-RESTAUR. 2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;ST;24;24;1,08;26;57;22;23
0820746R;OF-CFA;DEPARTEMENTAL ECOLE METIERS;MONTAUBAN;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25214.0;23820025214;1ERPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;AP;999;999;0;0;0;0;0
