numero_uai,numero_siren_siret_uai,academie,nature_uai,appellation_officielle,adresse_uai,code_postal_uai,secteur_public_prive,date_ouverture,date_fermeture,ministere_tutelle,departement_insee_3_libe
0460644A,,16.0,844,A COMPLETER,CITE SOCIALE DES TABACS,46000,PU,20/09/1976,,6,Lot
0460645B,,16.0,846,A COMPLETER,CITE QUAI CAVAIGNAC,46000,PU,20/09/1976,31/08/2006,6,Lot
0460646C,30818675800022,16.0,430,A COMPLETER,,46120,PR,01/01/1955,12/06/1990,35,Lot
0460647D,21460137900040,16.0,151,Ecole primaire publique,Lieu-dit les Alisiers,46090,PU,01/09/1983,,6,Lot
0460649F,21460042100306,16.0,151,Ecole primaire publique Bégoux,Place DE L'ECOLE,46000,PU,06/09/1984,31/08/2017,6,Lot
0460650G,,16.0,151,Ecole primaire Ecu Assier,,46320,PU,06/09/1984,31/08/1989,6,Lot
0460651H,,16.0,390,Section d'enseignement général et professionnel adapté du Collège d'Istrie,29 rue de la République,46220,PU,06/09/1984,01/09/2017,6,Lot
0460652J,21460007400030,16.0,101,Ecole maternelle publique,,46090,PU,01/09/1994,31/08/2015,6,Lot
0460654L,19460490600082,16.0,605,Centre de formation des apprentis du Lot,Avenue de la garenne,46500,PU,20/11/1987,,3,Lot
0460655M,21460148600068,16.0,101,Ecole maternelle publique,141 chemin Cami del Mouli,46230,PU,02/09/1985,,6,Lot
0460656N,,16.0,101,Ecole maternelle,,46090,PU,02/09/1985,02/09/1986,6,Lot
0460657P,21460137900057,16.0,101,Ecole maternelle Les Alisiers,,46090,PU,12/06/1986,31/08/2007,6,Lot
0460659S,,16.0,390,Section d'enseignement général et professionnel adapté du Collège Léo Ferré,21 avenue Léo Ferré,46300,PU,01/09/1987,,6,Lot
0460660T,,16.0,842,A COMPLETER,,46260,PU,01/09/1987,30/06/1994,6,Lot
0460661U,19460661200019,16.0,320,Lycée professionnel agricole de Cahors-le-Montat,,46090,PU,01/09/1988,,3,Lot
0460662V,,16.0,445,Institut des forces de ventes,107 QUAI CAVAIGNAC,46002,PR,02/11/1988,31/08/2014,33,Lot
0460663W,19460490600033,16.0,740,CFPPA DU LOT,Avenue de la garenne,46500,PU,09/12/1988,,3,Lot
0460664X,30021970600011,16.0,380,Maison Familiale Rurale de Terrou,83 rue des écoles,46120,PR,01/12/1988,,3,Lot
0460665Y,,16.0,380,Maison familiale rurale d'éducation et d'orientation,34 RUE DES BRUYERES,46400,PR,01/12/1988,31/08/1991,3,Lot
0460666Z,21460334200053,16.0,101,Ecole maternelle publique,14 rue Le Plantou,46300,PU,01/09/1990,,6,Lot
0460667A,21460297100043,16.0,151,Ecole primaire publique,1 lotissement des Condamines,46340,PU,01/09/1990,,6,Lot
0460668B,,16.0,809,A COMPLETER,AVENUE HENRI MARTIN,46005,PU,28/05/1990,31/08/1993,6,Lot
0460669C,,16.0,334,Section d'enseignement professionnel du Lycée polyvalent Lycée des métiers Louis Vicat,1 rue PIERRE BOURTHOUMIEUX,46200,PU,01/10/1990,,6,Lot
0460670D,,16.0,334,Section d'enseignement professionnel du Lycée polyvalent Lycée des métiers Gaston Monnerville,Rue GEORGE SAND,46005,PU,01/10/1990,,6,Lot
0460671E,77560813600039,16.0,291,CENTRE MEDICO-PSYCHO-PEDAGOGIQUE CAHORS,151 RUE DES HORTES,46000,PR,01/01/1970,,35,Lot
0460672F,77560813600138,16.0,291,CENTRE MEDICO-PSYCHO-PEDAGOGIQUE ANTENNE DE CAHORS GOURDON,RUE DU MONT ST-JEAN,46300,PR,01/01/1974,,35,Lot
0460673G,77560813600070,16.0,291,CENTRE MEDICO-PSYCHO-PEDAGOGIQUE ANTENNE DE CAHORS PUY-L'EVEQUE,Place de la Gare,46700,PR,01/01/1973,,35,Lot
0460674H,77560813600047,16.0,291,CENTRE MEDICO-PSYCHO-PEDAGOGIQUE FIGEAC,12 AVENUE FERNAND PEZET,46100,PR,01/01/1973,,35,Lot
0460675J,77560813600112,16.0,291,CENTRE MEDICO-PSYCHO-PEDAGOGIQUE  DE  BRETENOUX,166 RUE DE BORIE,46130,PR,01/02/1976,,35,Lot
0460678M,,16.0,280,"Maison d'arrêt, Cahors",1 RUE DU CHATEAU DU ROI,46005,PU,20/11/1990,31/07/2012,10,Lot
0460679N,,16.0,857,CENTRE AERE AUZOLES,,46090,PU,15/09/1980,,6,Lot
0460680P,,16.0,845,A COMPLETER,CITE QUAI CAVAIGNAC,46000,PU,01/09/1990,31/08/2006,6,Lot
0460681R,21460251800133,16.0,151,Ecole élémentaire publique Soulhol,Quai Auguste Salesse,46400,PU,01/09/1991,,6,Lot
0460682S,21460273200031,16.0,151,Ecole primaire publique Jean Lurçat,145 rue des Ecoliers,46400,PU,01/09/1991,,6,Lot
0460683T,19312299100055,16.0,569,Antenne de Cahors de l'Institut national supérieur du professorat et de l'éducation de l'académie de Toulouse,273 AVENUE HENRI MARTIN,46000,PU,01/09/1991,,38,Lot
0460684U,,16.0,842,A COMPLETER,,46500,PU,01/09/1992,30/06/1994,6,Lot
0460685V,21460003300044,16.0,151,Ecole primaire publique,Place des Ecoles,46500,PU,07/09/1993,,6,Lot
0460686W,,16.0,200,A COMPLETER,Avenue Pasteur,46300,PU,04/06/1993,,35,Lot
0460687X,,16.0,200,A COMPLETER,218 QUAI CAVAIGNAC,46000,PU,01/06/1993,,35,Lot
0460688Y,,16.0,336,Section d'enseignement technologique du Collège Gambetta,105 RUE DU PRESIDENT WILSON,46005,PU,01/09/1992,31/08/2000,6,Lot
0460689Z,,16.0,336,Section d'enseignement technologique du Collège d'Orlinde,AVENUE DE LA REPUBLIQUE,46130,PU,01/09/1992,31/08/2000,6,Lot
0460690A,,16.0,336,Section d'enseignement technologique du Collège Jean Lurçat,AVENUE LUCIEN DARNIS,46400,PU,01/09/1992,31/08/2000,6,Lot
0460691B,,16.0,335,Section d'enseignement général et technologique du Lycée professionnel hôtelier Quercy-Périgord - Lycée des métiers de l'hôtellerie et restauration,Avenue ROGER COUDERC,46200,PU,01/09/1993,,6,Lot
0460692C,,16.0,336,Section d'enseignement technologique du Lycée professionnel,75 AVENUE CAVAIGNAC,46300,PU,01/09/1992,31/08/1993,6,Lot
0460693D,,16.0,336,Section d'enseignement technologique du Lycée professionnel Le Ségala,ROUTE NATIONALE,46120,PU,01/09/1992,31/08/1993,6,Lot
0460694E,,16.0,336,Section d'enseignement technologique du Lycée professionnel,AVENUE FERNAND PEZET,46106,PU,01/09/1992,31/08/1993,6,Lot
0460695F,,16.0,336,Section d'enseignement technologique du Lycée professionnel Clément Marot,BOULEVARD GAMBETTA,46005,PU,01/09/1992,31/08/1993,6,Lot
0460696G,,16.0,240,CLASSE INTEGREE DE L'IME DE VIRE,CHATEAU DE BLAZAC,46700,PR,30/11/1993,,35,Lot
0460697H,19311383400314,16.0,542,Institut Universitaire de Technologie de Figeac    Université Toulouse 2,AVENUE DE NAYRAC,46100,PU,01/09/1994,,38,Lot
0460700L,,16.0,860,Equipe Mobile d'Ouvriers Professionnels métiers du Bâtiment                                           LGT Lycée des métiers Clément Marot,8 BIS BOULEVARD GAMBETTA,46005,PU,03/04/1996,29/04/2008,6,Lot
0460701M,,16.0,860,Equipe Mobile d'Ouvriers Professionnels métier du Bâtiment                                           LGT Lycée des métiers Champollion,13 AVENUE FERNAND PEZET,46106,PU,03/04/1996,29/04/2008,6,Lot
0460702N,,16.0,862,Assistance Informatique Délocalisée dans           l'Académie de Toulouse                             LPO Lycée des métiers Gaston Monnerville,RUE GEORGE SAND,46005,PU,03/04/1996,31/12/2015,6,Lot
0460703P,,16.0,334,Section professionnelle du Lycée polyvalent privé Jeanne d'Arc,11 ALLEE PIERRE BEREGOVOY,46100,PR,27/08/1997,,6,Lot
0460704R,,16.0,430,Ecole d'aide-soignants,33 rue DES MAQUISARDS,46106,PU,16/02/1998,,35,Lot
0460705S,19311383400355,16.0,530,Antenne délocalisée UFR histoire arts   archéologie  Université Toulouse 2,273 avenue HENRI MARTIN,46000,PU,01/11/1998,01/09/2021,38,Lot
0460706T,89079142900206,16.0,625,Site de formation d'apprentis PURPLE CAMPUS CAHORS,94 rue Hautesserre,46001,PR,01/09/1998,,0,Lot
0460707U,,16.0,630,A COMPLETER,13 AVENUE FERNAND PEZET,46106,PU,01/09/1999,31/08/2007,6,Lot
0460708V,,16.0,630,A COMPLETER,RUE GEORGE SAND,46005,PU,01/09/2000,31/08/2007,6,Lot
0460709W,,16.0,290,A COMPLETER,162 RUE WILSON,46000,PR,01/06/2002,,35,Lot
0460710X,22460001500438,16.0,292,Centre d'Action Médico-Sociale Précoce,83 rue Victor Hugo,46000,PR,01/06/2002,,35,Lot
0460711Y,38318175700030,16.0,240,SASI,290 RUE JEAN RACINE,46000,PR,01/06/2002,,35,Lot
0460712Z,77558121800697,16.0,292,Centre d'Action Médico-Sociale Précoce,7 AVENUE DE FONTANGES,46100,PR,01/06/2002,,35,Lot
0460713A,30818675800014,16.0,245,INSTITUT CAMILLE MIRET,,46120,PR,01/06/2002,,35,Lot
0460714B,77560813600146,16.0,290,A COMPLETER,PLACE BOIZARD,46700,PR,01/06/2002,,35,Lot
0460715C,77558121800713,16.0,290,A COMPLETER,AVENUE DE NAYRAC,46100,PR,01/06/2002,,35,Lot
0460716D,,16.0,290,A COMPLETER,RUE GEORGES CLEMENCEAU,46100,PU,01/06/2002,,35,Lot
0460717E,,16.0,860,A COMPLETER,105 RUE DU PRESIDENT WILSON,46005,PU,01/09/2003,29/04/2008,6,Lot
0460718F,,16.0,630,A COMPLETER,AVENUE ROGER COUDERC,46200,PU,01/09/2003,31/08/2007,6,Lot
0460720H,19460490600066,16.0,630,A COMPLETER,,46120,PU,01/09/2003,31/08/2007,3,Lot
0460721J,,16.0,862,Mutualisation Payes CEJ rattachée au Collège Olivier de Magny,RUE GEORGE SAND,46005,PU,01/09/2005,31/08/2009,6,Lot
0460722K,,16.0,862,Mutualisation Payes CAE CAV rattachée au LGT Clément Marot,59 RUE DES AUGUSTINS,46005,PU,01/09/2005,31/08/2009,6,Lot
0460723L,,16.0,863,Groupement de commande rattachée au LPO Gaston Monnerville,RUE GOERGE SAND,46005,PU,01/09/2005,,6,Lot
0460724M,,16.0,843,Maison départementale des personnes handicapées du Lot,304 rue Victor Hugo,46000,PU,01/01/2006,,6,Lot
0460725N,,16.0,862,"Mutualisation paye CAE/CA, Collège Gambetta",105 RUE DU PRESIDENT WILSON,46005,PU,01/09/2006,31/08/2009,6,Lot
0460726P,,16.0,625,Unité de formation par apprentissage bi-départementale du Lot et du Tarn-et-Garonne - CFA Académie de Toulouse,RUE GEORGE SAND,46005,PU,01/09/2007,,6,Lot
0460727R,,16.0,300,lycée général et technologique agricole,,46120,PU,01/09/2007,31/08/2016,3,Lot
0460728S,19460490600074,16.0,620,Antenne de Figeac du CFA du Lot,,46100,PU,01/09/2009,31/08/2021,3,Lot
0460729T,,16.0,814,Direction Départementale de la Cohésion Sociale et de la Protection des Populations,66 boulevard Gambetta,46009,PU,01/01/2010,,12,Lot
0460730U,,16.0,862,Mutualisation emploi CAE/CA 1er degré - LPO Ferré  Gourdon,75  AVENUE CAVAIGNAC,46300,PU,01/09/2009,,6,Lot
0460731V,52043513200037,16.0,151,Ecole primaire privée Calendreta l'Esquirol,21 avenue Anatole de Monzie,46400,PR,24/01/2011,,6,Lot
0460732W,,16.0,620,Antenne de Cahors du CFA du Lot,422 DOMAINE DE LACOSTE,46000,PU,01/09/2001,31/08/2021,3,Lot
0460733X,,16.0,101,Ecole maternelle privée hors contrat Montessori de Cahors,139 ROUTE DU PAYRAT,46000,PR,01/09/2012,31/08/2015,6,Lot
0460734Y,,16.0,340,Collège privé Sainte-Thérèse,Chemin JARLAN,46230,PR,01/09/2014,,6,Lot
0460735Z,84958296000019,16.0,151,Ecole primaire privée hors contrat L'Ecole d'Ajourd'hui,Place de l'école,46100,PR,01/09/2019,,6,Lot
0460736A,83194612400011,16.0,101,Ecole maternelle privée hors contrat Les Pit'chouns à Molières,Bourg,46120,PR,01/09/2019,,6,Lot
0460737B,88536468700016,16.0,320,LYCEE PROFESSIONNEL PRIVE BC ESTHETIQUE ET COIFFURE,8 avenue Fernand Pezet,46100,PR,01/09/2020,,6,Lot
0460738C,,16.0,530,Antenne ISTHIA Cahors - Université Toulouse 2 jean Jaurès,273 avenue Henri-Martin,46000,PU,04/01/2021,,38,Lot
0460739D,,16.0,530,"Antenne de l'UFR Sciences, Espaces, Sociétés - Département Sociologie - Université Toulouse 2 Jean Jaurès",273 avenue Henri-Martin,46000,PU,04/01/2021,31/08/2023,38,Lot
0460740E,,16.0,700,Site de formation GRETA Midi Pyrénées Nord - Agence de Cahors,46 rue Pierre Bourthoumieux,46000,PU,01/09/2020,,6,Lot
0460741F,,16.0,700,Site de formation GRETA Midi Pyrénées Nord - Agence de Figeac,6 avenue Bernard Fontanges,46100,PU,01/09/2020,,6,Lot
0460742G,,16.0,700,Site de formation GRETA Midi Pyrénées Nord - Antenne de Souillac,14 avenue de Sarlat,46200,PU,01/09/2020,,6,Lot
0460743H,,16.0,740,CFPPA DU LOT - FIGEAC,,46100,PU,01/09/2021,,3,Lot
0460744J,,16.0,740,CFPPA DU LOT - CAHORS,Domaine de lacoste,46090,PU,01/09/2021,,3,Lot
0460745K,,16.0,740,CFPPA DU LOT - LACAPELLE,Le Ségala,46120,PU,01/09/2021,,3,Lot
0460746L,17460431400016,16.0,816,"Service départemental à la jeunesse, à l'engagement et aux sports (SDJES) - Lot",1 place Chapou,46000,PU,01/01/2021,,32,Lot
0460747M,,16.0,290,UEMA SESSAD Acces 46,,46600,PR,01/03/2017,,35,Lot
0460748N,26460001600085,16.0,430,Institut de formation de soins infirmiers école d'aide-soignant Centre hospitalier Jean Rougier Figeac,11 avenue des Carmes,46100,PU,31/01/2014,,35,Lot
0460749P,88536468700016,16.0,605,Organisme de formation centre de formation d'apprentis BC ESTHETIQUE - COIFFURE,8 avenue Fernand PEZT,46100,PR,01/09/2023,,0,Lot
0460750R,42384709400079,16.0,625,Site de formation - Centre de formation d'apprentis CFAI Midi-Pyrénées Cambes,76 allée Marie Marvingt,46100,PR,01/09/2023,,0,Lot
0460751S,18310007200762,16.0,854,Résidence universitaire Françoise Sagan,,46100,PU,01/09/2024,,38,Lot
0469001J,,16.0,811,Direction Départementale de la Cohésion Sociale et de la Protection des Populations,66 BOULEVARD GAMBETTA,46009,PU,30/08/1993,31/12/2009,32,Lot
0469999U,17460431400016,16.0,805,Direction des services départementaux de l'éducation nationale du Lot,CITE CHAPOU 1 PLACE CHAPOU,46000,PU,18/01/1966,,6,Lot
0470001W,19470001900012,4.0,300,Lycée général et technologique Bernard Palissy,164 boulevard de la Liberté,47007,PU,01/05/1965,,6,Lot-et-Garonne
0470003Y,19470003500018,4.0,300,Lycée général et technologique Jean-Baptiste de Baudre,5  ALLEE PIERRE POMAREDE,47916,PU,01/05/1965,,6,Lot-et-Garonne
0470004Z,19470004300020,4.0,320,Lycée professionnel Antoine Lomet,221 avenue d'Italie,47000,PU,01/05/1965,,6,Lot-et-Garonne
0470005A,19470005000017,4.0,340,Collège Jasmin-Les-Iles,41 avenue du General de Gaulle,47005,PU,01/05/1965,,6,Lot-et-Garonne
0470008D,19470008400016,4.0,340,Collège Paul Dangla,150 rue PAUL DANGLA,47000,PU,01/05/1965,,6,Lot-et-Garonne
0470009E,19470009200019,4.0,302,Lycée général Stendhal,2 allées Charles de Gaulle,47190,PU,01/05/1965,,6,Lot-et-Garonne
0470011G,19470011800012,4.0,340,Collège Gaston Carrere,5 allée de la Paix,47440,PU,01/05/1965,,6,Lot-et-Garonne
0470012H,19470012600015,4.0,340,Collège Jean Rostand,7 rue DES ARENES,47700,PU,01/05/1965,,6,Lot-et-Garonne
0470014K,19470014200012,4.0,340,Collège Jean Boucheron,1 avenue de la République,47330,PU,01/05/1965,,6,Lot-et-Garonne
0470015L,19470015900016,4.0,320,Lycée professionnel Porte du Lot - Lycée des métiers de la maintenance et des travaux publics,264 chemin du Lycée Porte du Lot,47320,PU,01/05/1965,,6,Lot-et-Garonne
0470017N,19470017500012,4.0,340,Collège Lucien Sigala,33  BOULEVARD BRISSEAU,47120,PU,01/05/1965,,6,Lot-et-Garonne
0470018P,19470018300016,4.0,300,Lycée général et technologique Marguerite Filhol,327 avenue Charles de Gaulle,47500,PU,01/05/1965,,6,Lot-et-Garonne
0470019R,19470019100019,4.0,307,"Lycée d'enseignement général, technologique et professionnel agricole de Sainte-Livrade",Route de casseneuil,47110,PU,16/05/1968,,3,Lot-et-Garonne
0470020S,19470020900019,4.0,306,Lycée polyvalent Val de Garonne - Lycée des métiers des techniques innovantes Val de Garonne,22 rue EJEA DE LOS CABALLEROS,47207,PU,01/05/1965,,6,Lot-et-Garonne
0470023V,19470023300019,4.0,340,Collège Armand Fallières,52 route de Lange,47170,PU,01/05/1965,,6,Lot-et-Garonne
0470024W,19470024100012,4.0,340,Collège Didier Lamoulie,566 avenue Soussial,47800,PU,01/05/1965,,6,Lot-et-Garonne
0470026Y,19470026600019,4.0,340,Collège Joseph Kessel,45 chemin de Guillaume,47150,PU,01/05/1965,,6,Lot-et-Garonne
0470028A,19470028200016,4.0,302,Lycée général George Sand,Boulevard Pierre de Coubertin,47600,PU,01/05/1965,,6,Lot-et-Garonne
0470029B,19470029000019,4.0,320,Lycée professionnel Jacques de Romas - Lycée des métiers de l'hôtellerie restauration et des services à la personne,ROUTE DE MEZIN,47600,PU,01/05/1965,,6,Lot-et-Garonne
0470031D,19470031600012,4.0,340,Collège Damira Asperti,,47140,PU,01/05/1965,,6,Lot-et-Garonne
0470032E,19470032400016,4.0,340,Collège J.Ph. Delmas de Grammont,10 avenue DU 11 NOVEMBRE 1918,47130,PU,01/05/1965,,6,Lot-et-Garonne
0470038L,19470038100016,4.0,306,Lycée polyvalent Lot et Bastides,Avenue d'agen,47307,PU,01/05/1965,,6,Lot-et-Garonne
0470040N,19470040700019,4.0,320,Lycée professionnel Louis Couffignal - Lycée des métiers de l'habitat,Rue DU ROOY,47307,PU,01/05/1965,31/08/2017,6,Lot-et-Garonne
0470042R,19470042300016,4.0,410,A COMPLETER,156 AVENUE JEAN JAURES,47000,PU,01/05/1965,24/06/1991,6,Lot-et-Garonne
0470043S,19470043100019,4.0,340,Collège Daniel Castaing,1 rue Norbert Teyssier,47430,PU,01/05/1965,,6,Lot-et-Garonne
0470046V,19470046400010,4.0,340,Collège Jean Monnet,285 avenue Charles de Gaulle,47500,PU,07/12/1965,,6,Lot-et-Garonne
0470048X,19470048000016,4.0,340,Collège Kléber Thoueilles,4 avenue du Mas,47500,PU,07/12/1965,,6,Lot-et-Garonne
0470049Y,19470049800018,4.0,340,Collège Anatole France,30  AVENUE DE FUMEL,47300,PU,07/12/1965,,6,Lot-et-Garonne
0470051A,17470431200217,4.0,841,Centre d'information et d'orientation d'Agen,48 bis rue René Cassin,47000,PU,11/01/1966,,6,Lot-et-Garonne
0470052B,17470431200225,4.0,841,Centre d'information et d'orientation d'Etat de Marmande,21  RUE DE PORTOGRUARO,47200,PU,11/01/1966,,6,Lot-et-Garonne
0470053C,17470431200118,4.0,841,Centre d'information et d'orientation d'état de Villeneuve Sur Lot,13 allée Lamartine,47300,PU,11/01/1966,,6,Lot-et-Garonne
0470054D,,4.0,808,A COMPLETER,28 COURS DE BELGIQUE,47000,PU,03/01/1967,27/05/1979,6,Lot-et-Garonne
0470055E,17470431200050,4.0,809,A COMPLETER,23 RUE R GOUMY,47000,PU,02/01/1967,02/07/1992,6,Lot-et-Garonne
0470056F,17470431200308,4.0,809,Circonscription d'inspection du 1er degré de Marmande,78 rue de la Libération,47200,PU,04/01/1967,,6,Lot-et-Garonne
0470057G,17470431200274,4.0,809,Circonscription d'inspection du 1er degré de Nérac,11 allée D ALBRET,47600,PU,05/01/1967,,6,Lot-et-Garonne
0470058H,17470431200092,4.0,809,A COMPLETER,6 RUE DARFEUILLE,47300,PU,06/01/1967,02/07/1992,6,Lot-et-Garonne
0470059J,17470431200100,4.0,809,A COMPLETER,8 RUE DARFEUILLE,47300,PU,07/01/1967,02/07/1992,6,Lot-et-Garonne
0470060K,78215176500016,4.0,300,Lycée général et technologique privé Saint Caprais,8 rue Raspail,47000,PR,09/01/1967,,6,Lot-et-Garonne
0470061L,78215173200040,4.0,340,Collège Adèle de Trenquelléon,30 bis boulevard SCALIGER,47000,PR,10/01/1967,,6,Lot-et-Garonne
0470063N,78218886600027,4.0,300,Lycée général et technologique privé Notre Dame La Compassion,1 ter rue DE LANGEOT,47200,PR,12/01/1967,,6,Lot-et-Garonne
0470064P,,4.0,302,Ecole internationale de Bordeaux,,47180,PR,13/01/1967,,6,Lot-et-Garonne
0470065R,78222770600036,4.0,300,Lycée général et technologique privé Sainte Catherine,2  CHEMIN DE VELOURS,47300,PR,14/01/1967,,6,Lot-et-Garonne
0470066S,78215323300021,4.0,340,Collège privé La Salle Felix Aunac,34 cours Victor Hugo,47000,PR,15/01/1967,,6,Lot-et-Garonne
0470067T,78216389300038,4.0,340,Collège privé Saint Pierre,12 rue Rempart Rovinhan Balencs,47440,PR,16/01/1967,,6,Lot-et-Garonne
0470068U,78216565800025,4.0,340,Collège privé La Salle Sainte Marie,19 avenue DE LIRAC,47700,PR,17/01/1967,,6,Lot-et-Garonne
0470069V,78218887400013,4.0,340,Collège privé Notre-Dame de La Salle,53  AVENUE CHARLES BOISVERT,47200,PR,18/01/1967,,6,Lot-et-Garonne
0470071X,78219262900023,4.0,340,Collège privé La Salle Notre-Dame,2 rue du Collège,47290,PR,20/01/1967,,6,Lot-et-Garonne
0470072Y,78219493000023,4.0,340,Collège privé Sainte Marie,3,47500,PR,21/01/1967,31/08/2010,6,Lot-et-Garonne
0470073Z,78221883800020,4.0,340,Collège privé Saint Jean,5 avenue Charles de Gaulle,47400,PR,22/01/1967,,6,Lot-et-Garonne
0470074A,40205063700014,4.0,400,A COMPLETER,1 RUE DE L HIRONDELLE,47200,PR,02/02/1967,31/08/2008,6,Lot-et-Garonne
0470078E,31651956000015,4.0,301,Ecole technique privée IFEP Groupe Pigier,6 BIS RUE DE STRASBOURG,47000,PR,25/01/1967,29/12/1991,6,Lot-et-Garonne
0470080G,40164022200048,4.0,400,ETP Sup'formations,8 rue LISBONNE,47000,PR,27/01/1967,31/08/2020,6,Lot-et-Garonne
0470083K,75580210500550,4.0,320,Ecole secondaire professionnelle privée IFTI,RUE BON ACCUEIL,47500,PR,30/01/1967,31/08/1999,6,Lot-et-Garonne
0470089S,78222774800012,4.0,320,Ecole secondaire professionnelle privée Pigier,33 RUE D ALBERT,47300,PR,07/02/1967,31/08/1998,6,Lot-et-Garonne
0470093W,,4.0,334,Section d'enseignement professionnel du Lycée polyvalent Val de Garonne,22  RUE E LOS CABALLEROS,47207,PU,26/10/1967,,6,Lot-et-Garonne
0470094X,78221220300023,4.0,340,Collège privé Saint Dominique,1 PLACE DE L EGLISE,47140,PR,07/12/1967,31/08/2009,6,Lot-et-Garonne
0470102F,19470102500018,4.0,340,Collège Paul Froment,14 avenue Jean Moulin,47110,PU,03/04/1968,,6,Lot-et-Garonne
0470103G,19470103300012,4.0,340,Collège Jean Moulin,RUE JEAN MERMOZ,47200,PU,03/04/1968,,6,Lot-et-Garonne
0470104H,19470104100015,4.0,340,Collège Germillac,15 avenue du 8 Mai 1945,47400,PU,03/04/1968,,6,Lot-et-Garonne
0470105J,19470105800019,4.0,340,Collège Theophile de Viau  - Le Passage,330 rue VICTOR DURUY,47520,PU,11/03/1969,,6,Lot-et-Garonne
0470106K,,4.0,390,Section d'enseignement général et professionnel adapté du Collège Théophile de Viau,300 rue VICTOR DURUY,47520,PU,11/03/1969,,6,Lot-et-Garonne
0470107L,19470107400016,4.0,320,Lycée professionnel agricole de Tonneins,Route de clairac,47400,PU,17/02/1969,,3,Lot-et-Garonne
0470108M,,4.0,602,A COMPLETER,5 PLACE DE VERDUN,47000,PU,20/02/1969,12/09/1979,6,Lot-et-Garonne
0470110P,13002792300221,4.0,625,Site de formation d'apprentis de la chambre des métiers et de l'artisanat de région Nouvelle Aquitaine CFA de La Palme,2 impasse MORERE,47004,PU,12/05/1969,,20,Lot-et-Garonne
0470112S,,4.0,700,A COMPLETER,5 PLACE DE VERDUN,47000,PU,20/02/1969,12/09/1979,6,Lot-et-Garonne
0470113T,,4.0,700,A COMPLETER,RUE LAMOUROUX,47000,PU,20/02/1969,12/09/1979,6,Lot-et-Garonne
0470114U,,4.0,700,A COMPLETER,RUE CHRISTIANE DELMAS,47000,PR,20/02/1969,12/09/1979,6,Lot-et-Garonne
0470116W,,4.0,700,A COMPLETER,4 ALLEES LAMARTINE,47300,PR,20/02/1969,12/09/1979,6,Lot-et-Garonne
0470120A,,4.0,390,Section d'enseignement général et professionnel adapté du Collège Germillac,15 avenue du 8 Mai 1945,47400,PU,20/02/1970,,6,Lot-et-Garonne
0470121B,21470201100096,4.0,151,Ecole élémentaire Ferdinand Buisson,Rue Laurent Lavinal,47520,PU,14/01/1970,,6,Lot-et-Garonne
