numero_uai,numero_siren_siret_uai,academie,nature_uai,appellation_officielle,adresse_uai,code_postal_uai,secteur_public_prive,date_ouverture,date_fermeture,ministere_tutelle,departement_insee_3_libe
0460359R,21460314400020,16.0,151,Ecole primaire,,46120,PU,21/01/1969,31/08/1988,6,Lot
0460360S,,16.0,151,Ecole primaire,,46190,PU,13/01/1969,31/08/1980,6,Lot
0460361T,21460315100033,16.0,151,Ecole primaire,,46190,PU,13/01/1969,31/08/1991,6,Lot
0460362U,21460316900027,16.0,151,Ecole élémentaire publique,Bourg,46150,PU,25/01/1969,31/08/2023,6,Lot
0460363V,21460317700020,16.0,151,Ecole primaire publique,Lieu-dit Las Garoles,46500,PU,13/01/1969,,6,Lot
0460364W,21460318500023,16.0,151,Ecole primaire,,46120,PU,16/01/1969,31/08/1990,6,Lot
0460365X,21460319300027,16.0,151,Ecole primaire,,46120,PU,16/01/1969,31/08/1985,6,Lot
0460366Y,21460320100028,16.0,151,Ecole primaire publique,Bourg,46330,PU,07/01/1969,,6,Lot
0460367Z,21460321900020,16.0,151,Ecole élémentaire publique,Bourg,46700,PU,23/01/1969,,6,Lot
0460368A,21460322700031,16.0,151,Ecole primaire publique,Bourg,46090,PU,07/01/1969,,6,Lot
0460370C,21460324300020,16.0,101,Ecole maternelle publique,Bourg,46310,PU,25/01/1969,31/08/2018,6,Lot
0460373F,21460328400024,16.0,101,Ecole maternelle publique,Bourg,46260,PU,07/01/1969,,6,Lot
0460374G,21460329200027,16.0,151,Ecole primaire,,46230,PU,07/01/1969,31/08/1987,6,Lot
0460377K,21460331800038,16.0,151,Ecole primaire publique,Bourg,46090,PU,07/01/1969,,6,Lot
0460378L,21460332600023,16.0,151,Ecole primaire,,46100,PU,01/09/1988,31/08/1989,6,Lot
0460379M,21460333400027,16.0,151,Ecole primaire,,46260,PU,07/01/1969,31/08/1989,6,Lot
0460380N,21460334200020,16.0,151,Ecole primaire publique,265 route du moulin de Fugier,46300,PU,23/01/1969,,6,Lot
0460382R,21460336700035,16.0,151,Ecole élémentaire publique,Bourg,46700,PU,23/01/1969,31/08/2017,6,Lot
0460383S,21460337500020,16.0,151,Ecole élémentaire publique,Bourg,46200,PU,25/01/1969,31/08/2018,6,Lot
0460384T,21460338300024,16.0,151,Ecole primaire,,46210,PU,21/01/1969,31/08/1985,6,Lot
0460385U,21460339100027,16.0,151,Ecole primaire,,46400,PU,21/01/1969,31/08/2004,6,Lot
0460386V,21460340900027,16.0,151,Ecole primaire publique,Bourg,46090,PU,01/09/1989,,6,Lot
0460387W,21460001700021,16.0,151,Ecole elementaire publique,Bourg,46140,PU,07/01/1969,,6,Lot
0460389Y,21460003300028,16.0,151,Ecole primaire 1,PL DES ECOLES,46500,PU,13/01/1969,31/08/2010,6,Lot
0460390Z,21460003300036,16.0,151,Ecole primaire 2,,46500,PU,13/01/1969,31/08/1988,6,Lot
0460391A,21460004100021,16.0,151,Ecole élémentaire publique,,46120,PU,16/01/1969,31/08/2016,6,Lot
0460392B,21460005800025,16.0,101,Ecole maternelle publique,Lieu-dit Tourondel,46140,PU,07/01/1969,,6,Lot
0460393C,21460006600028,16.0,151,Ecole élémentaire publique,Bourg,46300,PU,23/01/1969,,6,Lot
0460394D,21460007400022,16.0,151,Ecole primaire publique,Bourg,46090,PU,07/01/1969,,6,Lot
0460396F,21460008200025,16.0,151,Ecole primaire,,46250,PU,23/01/1969,02/09/1986,6,Lot
0460397G,21460009000036,16.0,151,Ecole primaire publique,Bourg,46320,PU,21/01/1969,,6,Lot
0460398H,21460009000028,16.0,101,Ecole maternelle,,46320,PU,21/01/1969,31/08/2011,6,Lot
0460399J,21460010800028,16.0,151,Ecole primaire publique,Bourg,46090,PU,07/01/1969,,6,Lot
0460400K,21460011600021,16.0,151,Ecole primaire,,46400,PU,21/01/1969,31/08/1999,6,Lot
0460401L,21460012400033,16.0,101,Ecole maternelle publique,,46120,PU,16/01/1969,31/08/2016,6,Lot
0460402M,21460012400025,16.0,151,Ecole primaire publique,Bourg,46120,PU,16/01/1969,,6,Lot
0460404P,21460014000021,16.0,151,Groupe scolaire de la Haute Barguelonne,,46800,PU,07/01/1969,,6,Lot
0460406S,21460015700025,16.0,151,Ecole élémentaire publique Les Castors,Rue des Castors,46270,PU,13/01/1969,,6,Lot
0460407T,21460015700033,16.0,101,Ecole maternelle les Castors,Bourg,46270,PU,13/01/1969,,6,Lot
0460409V,21460016500028,16.0,151,Ecole élémentaire publique,Bourg,46600,PU,23/01/1969,,6,Lot
0460410W,21460017300022,16.0,151,Ecole primaire,,46400,PU,21/01/1969,31/08/1991,6,Lot
0460413Z,,16.0,151,Ecole primaire,,46260,PU,07/01/1969,31/08/1981,6,Lot
0460414A,21460021500021,16.0,151,Ecole primaire publique,Bourg,46100,PU,13/01/1969,,6,Lot
0460416C,,16.0,151,Ecole primaire,,46140,PU,07/01/1969,05/09/1984,6,Lot
0460417D,21460023100028,16.0,151,Ecole élémentaire publique,Bourg,46230,PU,07/01/1969,,6,Lot
0460418E,21460024900020,16.0,151,Ecole primaire,,46130,PU,13/01/1969,08/09/2000,6,Lot
0460419F,21460025600025,16.0,151,Ecole primaire publique,Lieu-dit BELMONTET,46800,PU,07/01/1969,31/08/2017,6,Lot
0460420G,21460027200022,16.0,151,Ecole primaire,,46090,PU,07/01/1969,31/08/1985,6,Lot
0460421H,21460028000025,16.0,151,Ecole élémentaire publique,Bourg,46110,PU,25/01/1969,,6,Lot
0460424L,21460030600028,16.0,151,Ecole primaire,,46500,PU,13/01/1969,31/08/1989,6,Lot
0460425M,21460031400022,16.0,151,Ecole primaire,,46330,PU,07/01/1969,31/08/1989,6,Lot
0460426N,21460032200025,16.0,151,Ecole élémentaire publique,Bourg,46150,PU,07/01/1969,31/08/2023,6,Lot
0460427P,21460033000028,16.0,151,Ecole élémentaire publique,,46800,PU,07/01/1969,31/08/2016,6,Lot
0460428R,21460034800020,16.0,151,Ecole primaire,,46120,PU,16/01/1969,31/08/1988,6,Lot
0460429S,21460035500025,16.0,151,Ecole primaire,,46100,PU,21/01/1969,31/08/1992,6,Lot
0460430T,,16.0,151,Ecole primaire,,46120,PU,16/01/1969,14/09/1979,6,Lot
0460434X,21460039700035,16.0,151,Ecole élémentaire publique,Bourg,46320,PU,01/09/1969,,6,Lot
0460435Y,21460040500044,16.0,151,Ecole primaire,,46330,PU,07/01/1969,31/08/2010,6,Lot
0460436Z,21460041300022,16.0,151,Ecole primaire,,46160,PU,13/01/1969,06/09/1993,6,Lot
0460437A,21460042100116,16.0,151,Ecole élémentaire publique Jean Calvet,Place Général de Gaulle,46000,PU,07/01/1969,,6,Lot
0460438B,21460042100090,16.0,151,Ecole primaire Jean Calvet 2,PLACE GENERAL DE GAULLE,46000,PU,07/01/1969,31/08/2002,6,Lot
0460439C,21460042100157,16.0,151,Ecole élémentaire publique Zacharie Lafage,Rue Victor Hugo,46000,PU,07/01/1969,,6,Lot
0460440D,21460042100140,16.0,151,Ecole primaire Zacharie Lafage,RUE VICTOR HUGO,46000,PU,07/01/1969,31/08/2002,6,Lot
0460441E,19460031800035,16.0,151,Ecole élémentaire publique Joseph Teysseyre,Avenue Henri Martin,46000,PU,07/01/1969,,6,Lot
0460442F,21460042100249,16.0,151,Ecole élémentaire  Lucien Bénac Terre Rouge,Rue Camille Desmoulins Terre Rouge,46000,PU,07/01/1969,,6,Lot
0460445J,21460042100181,16.0,151,Ecole primaire publique P. Ségala,Rue Louis Malique,46000,PU,07/01/1969,,6,Lot
0460446K,21460042100108,16.0,101,Ecole maternelle publique Jean Calvet,Place Général de Gaulle,46000,PU,07/01/1969,,6,Lot
0460447L,21460042100132,16.0,101,Ecole maternelle publique Zacharie Lafage,Rue Victor Hugo,46000,PU,07/01/1969,,6,Lot
0460448M,21460042100082,16.0,101,Ecole maternelle,10 BOULEVARD GAMBETTA,46000,PU,07/01/1969,31/08/2006,6,Lot
0460449N,21460042100058,16.0,101,Ecole maternelle,11 BIS RUE CLEMENCEAU,46000,PU,07/01/1969,31/08/2009,6,Lot
0460450P,21460042100074,16.0,151,Ecole primaire publique Marthe Durand,55 rue Maréchal Juin,46000,PU,07/01/1969,,6,Lot
0460451R,21460042100207,16.0,101,Ecole maternelle Bellevue,,46000,PU,07/01/1969,31/08/2011,6,Lot
0460452S,21460042100249,16.0,101,Ecole maternelle publique Lucien Bénac Terre Rouge,50 rue Camille Desmoulins,46000,PU,07/01/1969,,6,Lot
0460453T,21460042100264,16.0,101,Ecole maternelle,RUE WILSON,46000,PU,07/01/1969,31/08/1988,6,Lot
0460454U,21460042100256,16.0,101,Ecole maternelle Sainte-Valérie,RUE MONTESQUIEU,46000,PU,07/01/1969,01/09/2014,6,Lot
0460455V,21460042100041,16.0,151,Ecole primaire publique M. Faure Bégoux,Lieu-dit Begoux,46000,PU,07/01/1969,,6,Lot
0460456W,21460042100165,16.0,151,Ecole primaire publique Georges Coulonges,589 route de Trespoux,46000,PU,07/01/1969,,6,Lot
0460457X,21460042100215,16.0,151,Ecole primaire,,46000,PU,07/01/1969,31/08/1995,6,Lot
0460458Y,21460043900027,16.0,151,Ecole élémentaire publique,Bourg,46130,PU,13/01/1969,,6,Lot
0460459Z,21460044700020,16.0,101,Ecole maternelle publique,Mas Vieil,46140,PU,07/01/1969,,6,Lot
0460460A,21460045400026,16.0,151,Ecole élémentaire publique,Tour de Ville,46160,PU,13/01/1969,,6,Lot
0460462C,21460046200029,16.0,151,Ecole élémentaire publique,300 route de Maxou,46150,PU,07/01/1969,,6,Lot
0460464E,21460048800024,16.0,151,Ecole primaire,,46190,PU,21/01/1969,31/08/2003,6,Lot
0460465F,,16.0,151,Ecole primaire,,46190,PU,21/01/1969,31/08/1983,6,Lot
0460467H,21460051200021,16.0,151,Ecole primaire publique,Bourg,46100,PU,21/01/1969,,6,Lot
0460468J,21460052000024,16.0,151,Ecole primaire,,46100,PU,13/01/1969,02/09/1986,6,Lot
0460469K,21460053800026,16.0,151,Ecole élémentaire publique,Bourg,46100,PU,13/01/1969,,6,Lot
0460470L,21460054600029,16.0,151,Ecole primaire,,46240,PU,23/01/1969,31/08/1985,6,Lot
0460471M,21460055300025,16.0,151,Ecole élémentaire publique,Bourg,46100,PU,13/01/1969,,6,Lot
0460472N,,16.0,151,Ecole primaire,,46100,PU,13/01/1969,31/08/1982,6,Lot
0460474R,21460057900020,16.0,151,Ecole primaire publique,Bourg,46100,PU,16/01/1969,,6,Lot
0460475S,21460058700023,16.0,101,Ecole maternelle publique,Bourg,46110,PU,25/01/1969,,6,Lot
0460479W,21460061100021,16.0,151,Ecole primaire,,46700,PU,23/01/1969,31/08/1992,6,Lot
0460480X,21460062900023,16.0,151,Ecole élémentaire publique,7 rue des Marguilliers,46140,PU,07/01/1969,,6,Lot
0460481Y,20006374100058,16.0,151,Ecole élémentaire publique,30 rue Mazélie,46170,PU,07/01/1969,,6,Lot
0460482Z,21460063700034,16.0,151,Ecole primaire,,46170,PU,07/01/1969,31/08/1996,6,Lot
0460483A,,16.0,151,Ecole primaire,,46170,PU,07/01/1969,05/09/1984,6,Lot
0460484B,21460063700067,16.0,151,Ecole primaire,,46170,PU,07/01/1969,31/08/1987,6,Lot
0460486D,,16.0,151,Ecole primaire,,46170,PU,07/01/1969,31/08/1983,6,Lot
0460487E,21460294800041,16.0,101,Ecole maternelle publique,Bourg,46160,PU,13/01/1969,,6,Lot
0460489G,19460489800016,16.0,380,Centre de formation professionnelle agricole jeunes,286 RUE DE LACAPELLE,46000,PU,08/10/1969,31/08/1995,3,Lot
0460490H,19460490600017,16.0,300,Lycée d'enseignement général et technologique agricole de Figeac,,46100,PU,08/10/1969,,3,Lot
0460492K,19460492200014,16.0,380,Centre de formation professionnelle agricole jeunes filles,,46140,PU,08/10/1969,31/08/1988,3,Lot
0460493L,19460493000017,16.0,306,"Lycée polyvalent Gaston Monnerville - Lycée des métiers de l'industrie : maintenance, production, électricité et automobile",RUE GEORGE SAND,46005,PU,10/03/1970,,6,Lot
0460494M,21460042100330,16.0,101,Ecole maternelle publique Camille Chapou,110 route du Peyrat,46000,PU,17/04/1970,,6,Lot
0460495N,13002793100281,16.0,605,Organisme de formation - Centre de formation d'apprentis Ecole des métiers du Lot,RUE ST AMBROISE,46000,PR,06/05/1969,,0,Lot
0460504Y,77727744300027,16.0,320,Lycée agricole privé Clair Foyer de Prayssac,1 rue du 8 mai,46220,PR,06/05/1969,,3,Lot
0460508C,18460001300041,16.0,700,A COMPLETER,QUAI CAVAIGNAC,46000,PR,14/05/1970,,6,Lot
0460509D,21460102300051,16.0,151,Ecole élémentaire publique Louis Barrié,9 chemin des Miattes,46100,PU,29/05/1970,,6,Lot
0460510E,77560813600104,16.0,240,INSTITUT MEDICO EDUCATIF,CHATEAU DE BLAZAC,46700,PR,27/05/1967,,35,Lot
0460511F,31138227900017,16.0,240,INSTITUT MEDICO EDUCATIF LES ROITELETS FONS,,46100,PR,27/05/1967,,35,Lot
0460512G,77558121800705,16.0,240,IME LES SOURCES DE NAYRAC,1 RUE DES BLEUETS,46100,PR,27/05/1967,,35,Lot
0460513H,77560812800010,16.0,240,INSTITUT MEDICO EDUCATIF CENTRE GENYER CAHORS,33  RUE FREDERIC SUISSE,46000,PR,27/05/1967,,35,Lot
0460514J,21460143700020,16.0,151,Ecole élémentaire publique,Route de Saint-Bressou,46120,PU,21/09/1970,,6,Lot
0460515K,21460160100039,16.0,151,Ecole élémentaire publique,Bourg,46210,PU,21/09/1970,,6,Lot
0460516L,21460182500034,16.0,151,Ecole primaire publique,Chemin de Pech Delmas,46140,PU,21/09/1970,,6,Lot
0460517M,21460330000036,16.0,151,Ecole élémentaire publique,49 avenue des Maquisards,46110,PU,21/09/1970,,6,Lot
0460518N,21460038900032,16.0,151,Ecole primaire publique,Rue des Ecoles,46130,PU,21/09/1970,,6,Lot
0460519P,21460042100124,16.0,151,Ecole primaire Louis Cance,RUE BARRY ST-GEORGES,46000,PU,21/09/1970,31/08/2011,6,Lot
0460520R,21460042100199,16.0,151,Ecole primaire publique Huguette Orliac,Route de Lalbenque,46000,PU,22/09/1970,,6,Lot
0460521S,21460038900040,16.0,101,Ecole maternelle publique Pierre Loti,Rue des Ecoles,46130,PU,22/09/1970,31/08/2019,6,Lot
0460522T,21460330000044,16.0,101,Ecole maternelle publique,Avenue des Maquisards,46110,PU,22/09/1970,,6,Lot
0460523U,21460182500042,16.0,101,Ecole maternelle publique,,46140,PU,22/09/1970,31/08/2016,6,Lot
0460524V,21460160100021,16.0,101,Ecole maternelle publique,4 rue Montanier,46210,PU,22/09/1970,,6,Lot
0460525W,21460143700038,16.0,151,Ecole primaire publique,Route de Saint-Bressou,46120,PU,22/09/1970,,6,Lot
0460526X,21460045400034,16.0,101,Ecole maternelle publique,15 boulevard du Tour de Ville,46160,PU,02/09/1970,,6,Lot
0460528Z,19460528300010,16.0,340,Collège Olivier de Magny,RUE GEORGE SAND,46005,PU,02/03/1971,,6,Lot
0460529A,19460529100013,16.0,320,Lycée professionnel hôtelier Quercy-Périgord - Lycée des métiers de l'hôtellerie-restauration,Avenue ROGER COUDERC,46200,PU,02/03/1971,,6,Lot
0460530B,19460530900013,16.0,340,Collège d'Olt,1 rue André DALARD,46700,PU,02/03/1971,,6,Lot
0460532D,77705223400039,16.0,151,Ecole primaire privée Saint-Gabriel,199 rue Hautesserre,46000,PR,28/04/1971,,6,Lot
0460534F,77705226700021,16.0,151,Ecole primaire privée St Etienne,Place de la Verrerie,46000,PR,28/04/1971,31/08/2023,6,Lot
0460535G,21460029800035,16.0,101,Ecole maternelle publique,41 rue des Ecoles,46130,PU,18/06/1971,,6,Lot
0460537J,21460042100223,16.0,101,Ecole maternelle La Ted,RUE DE LA REPUBLIQUE,46000,PU,18/06/1971,31/08/2005,6,Lot
0460538K,21460231000036,16.0,101,Ecole maternelle,RUE CORPS FRANC POMMIES,46700,PU,18/06/1971,31/08/2007,6,Lot
0460539L,21460029800043,16.0,151,Ecole élémentaire publique E. CHAZOULE,43 rue des Ecoles,46130,PU,18/06/1971,,6,Lot
0460540M,21460117100025,16.0,151,Ecole primaire,,46130,PU,18/06/1971,31/08/1992,6,Lot
0460541N,21460125400029,16.0,151,Ecole élémentaire publique,Bourg,46210,PU,18/06/1971,,6,Lot
0460542P,21460215300030,16.0,151,ECOLE PRIMAIRE PUBLIQUE PAYRAC,Place du Foirail,46350,PU,18/06/1971,,6,Lot
0460544S,,16.0,151,Ecole primaire privée Saint Joseph,RUE GERMAIN CANET,46160,PR,28/04/1971,17/09/1980,6,Lot
0460545T,77705640900025,16.0,151,Ecole primaire privée Saint-Louis,RUE DU FOIRAIL,46170,PR,28/04/1971,31/08/2009,6,Lot
0460546U,77705640900033,16.0,101,Ecole maternelle privée,RUE CAMBOUREL,46170,PR,28/04/1971,31/08/1994,6,Lot
0460548W,31719444700015,16.0,151,Ecole primaire privée Jeanne d'Arc,1 rue FERRER,46100,PR,28/04/1971,,6,Lot
0460549X,,16.0,151,Ecole primaire privée du Sacré-Coeur,,46300,PR,28/04/1971,31/08/1982,6,Lot
0460550Y,77707022800021,16.0,151,Ecole primaire privée Sainte-Hélène,Rue Pierre Bonhomme,46500,PR,28/04/1971,,6,Lot
0460551Z,,16.0,151,Ecole primaire privée,4 RUE DU REGARDET,46500,PR,28/04/1971,31/08/1982,6,Lot
0460552A,32309733700014,16.0,151,Ecole primaire privée Sainte-Thérèse,53 place Ballat,46230,PR,28/04/1971,,6,Lot
0460553B,77707599500012,16.0,151,Ecole primaire privée Saint-Joseph,Lieu-dit Grand'place,46260,PR,28/04/1971,,6,Lot
0460554C,77707884100015,16.0,151,Ecole primaire privée Notre-Dame,Bourg,46500,PR,28/04/1971,,6,Lot
0460555D,77708029200017,16.0,261,Ecole primaire privée Sainte-Marie,9 rue TOUR DE VEILLE VILLE,46800,PR,28/04/1971,31/08/2016,35,Lot
0460556E,77708181100021,16.0,151,Ecole primaire privée Saint-Paul,,46170,PR,28/04/1971,31/08/2013,6,Lot
0460557F,77708361900018,16.0,151,Ecole primaire privée Sainte-Geneviève,RUE DES ARTS,46130,PR,28/04/1971,31/08/2003,6,Lot
0460558G,77708449200019,16.0,151,Ecole primaire privée Saint-Joseph,Rue des Capucins,46700,PR,28/04/1971,,6,Lot
0460559H,77708806300022,16.0,151,Ecole primaire privée Institution Sainte-Anne,10 boulevard BOULEVARD JEAN LURCAT,46400,PR,28/04/1971,31/08/2019,6,Lot
0460561K,77704250800013,16.0,151,Ecole primaire privée Saint Joseph,,46270,PR,28/04/1971,31/08/1998,6,Lot
0460562L,77704063500016,16.0,151,Ecole primaire privée Notre-Dame,Bourg,46500,PR,28/04/1971,,6,Lot
0460563M,,16.0,240,A COMPLETER,,46130,PU,08/11/1971,31/08/1981,35,Lot
0460564N,,16.0,390,Section d'enseignement général et professionnel adapté du Collège Olivier de Magny,Rue GEORGE SAND,46005,PU,10/02/1972,,6,Lot
0460565P,19460565500019,16.0,340,Collège La Garenne,AVENUE DE LA GARENNE,46500,PU,06/03/1972,,6,Lot
0460568T,21460083500026,16.0,151,Ecole primaire publique,Bourg,46600,PU,05/06/1972,,6,Lot
0460569U,21460225200022,16.0,151,Ecole élémentaire publique,Rue des Ecoles,46220,PU,05/06/1972,,6,Lot
0460571W,21460297100027,16.0,151,Ecole élémentaire publique,Rue des Ecoles,46340,PU,05/06/1972,,6,Lot
0460572X,21460225200030,16.0,101,Ecole maternelle publique,4 rue des Ecoles,46220,PU,29/09/1972,,6,Lot
0460573Y,19460573900011,16.0,340,Collège d'Orlinde,Avenue de la République,46130,PU,14/03/1973,,6,Lot
0460574Z,,16.0,390,Section d'enseignement général et professionnel adapté du Collège Marcel Masbou,1 avenue FLANDRES DUNKERQUE,46106,PU,14/03/1973,,6,Lot
0460576B,21460170000039,16.0,101,Ecole maternelle publique,,46120,PU,25/09/1973,31/08/2016,6,Lot
0460577C,21460170000021,16.0,151,Ecole primaire publique Jean Jaurès,Bourg,46120,PU,25/09/1973,,6,Lot
0460578D,21460042100066,16.0,151,Ecole primaire,RUE ALBERT CAMUS,46000,PU,27/09/1974,31/08/2009,6,Lot
0460579E,20006374100058,16.0,101,Ecole maternelle publique,28 rue Mazélie,46170,PU,17/10/1974,,6,Lot
0460580F,26400001600101,16.0,430,Institut de formation de soins infirmiers école d'aide-soignants Centre hospitalier Jean Rougier Cahors,335 RUE PRESIDENT WILSON,46005,PU,09/04/1975,,35,Lot
0460581G,77566311500050,16.0,241,ITEP Les Cazelles,Rue des Bleuts,46100,PR,20/05/1975,,35,Lot
0460582H,21460139500038,16.0,151,Ecole primaire publique,Bourg,46120,PU,19/09/1975,,6,Lot
0460583J,21460232800038,16.0,151,Ecole élémentaire publique,Bourg,46110,PU,19/09/1975,,6,Lot
0460584K,,16.0,809,Circonscription d'inspection du 1er degré de Cahors 2,CITE CHAPOU - 1 PLACE CHAPOU,46000,PU,23/01/1976,,6,Lot
0460585L,,16.0,841,Centre d'Information et d'Orientation d'Etat de Figeac,6 AVENUE BERNARD FONTANGES,46106,PU,23/01/1976,,6,Lot
0460586M,77706423900034,16.0,101,Ecole maternelle privée Sainte-Famille,51 BOULEVARD COLONEL TEULIE,46100,PR,05/11/1976,31/08/1997,6,Lot
0460587N,18004301002202,16.0,826,Atelier Canopé 46 - Cahors,273 avenue Henri Martin,46000,PU,07/12/1976,,6,Lot
0460588P,,16.0,261,A COMPLETER,9  RUE TOUR DE VIEILLE VILLE,46800,PR,06/12/1976,,35,Lot
0460589R,,16.0,240,A COMPLETER,MAS DE LATOUR,46150,PR,06/12/1976,31/08/1981,35,Lot
0460590S,77560816900030,16.0,240,IME BOISSOR,DOMAINE DE BOISSOR,46140,PR,06/12/1976,,35,Lot
0460591T,,16.0,200,A COMPLETER,,46120,PR,06/12/1976,,35,Lot
0460592U,19460592900026,16.0,340,Collège Léo Ferre,21 avenue Léo Ferré,46300,PU,09/03/1977,,6,Lot
0460593V,19460593700011,16.0,340,Collège Jean Lurçat,Avenue LUCIEN DARNIS,46400,PU,09/03/1977,,6,Lot
0460594W,19460594500014,16.0,340,Collège Le Puy d'Alon,45 AVENUE MARTIN MALVY,46200,PU,09/03/1977,,6,Lot
0460596Y,,16.0,842,A COMPLETER,,46700,PU,03/03/1977,30/06/1994,6,Lot
0460597Z,,16.0,842,A COMPLETER,AVENUE MARTIN MALVY,46200,PU,03/03/1977,30/06/1994,6,Lot
0460598A,,16.0,842,A COMPLETER,RUE VICTOR HUGO,46000,PU,03/03/1977,30/06/1994,6,Lot
0460599B,,16.0,842,A COMPLETER,11 RUE GUSTAVE LARROUMET,46300,PU,03/03/1977,30/06/1994,6,Lot
0460600C,21460232800020,16.0,151,Ecole primaire publique,Bourg,46110,PU,23/05/1977,31/08/2017,6,Lot
0460601D,21460224500034,16.0,101,Ecole maternelle publique Jean Moulin,Rue Charles Pillat,46090,PU,23/05/1977,31/08/2019,6,Lot
0460602E,21460127000025,16.0,101,Ecole maternelle Hivernerie,RUE DE L'HIVERNERIE,46300,PU,23/05/1977,31/08/2010,6,Lot
0460603F,21460128800050,16.0,101,Ecole maternelle publique Clément Brouquie,Avenue François Souladie,46500,PU,13/10/1977,,6,Lot
0460604G,21460064500045,16.0,101,Ecole maternelle publique,Place Font des Fraysses,46150,PU,13/10/1977,31/08/2020,6,Lot
0460605H,21460064500052,16.0,151,ECOLE PRIMAIRE PUBLIQUE,Allée  du 19 mars 1962,46150,PU,07/10/1977,,6,Lot
0460607K,,16.0,261,A COMPLETER,,46130,PR,02/03/1978,,35,Lot
0460610N,21460042100173,16.0,101,Ecole maternelle Georges Coulonges,589 ROUTE DE TRESPOUX,46000,PU,15/09/1978,31/08/2011,6,Lot
0460611P,21460145200029,16.0,101,Ecole maternelle,,46200,PU,15/09/1978,31/08/2010,6,Lot
0460612R,21460185800050,16.0,101,Ecole maternelle publique,Avenue de Souillac,46600,PU,15/09/1978,,6,Lot
0460613S,21460191600031,16.0,101,Ecole maternelle publique Marthe Durand,Rue du Marché,46090,PU,15/09/1978,31/08/2019,6,Lot
0460614T,21460270800023,16.0,151,Ecole primaire,,46260,PU,15/09/1978,31/08/1991,6,Lot
0460615U,34036870300021,16.0,290,Institut Médico-éducatif Classe intégrée Cahors,PLACE BOIZARD,46700,PR,15/09/1978,,35,Lot
0460616V,21460289800022,16.0,151,Ecole primaire,,46160,PU,01/09/1979,31/08/1992,6,Lot
0460617W,21460204700026,16.0,101,Ecole maternelle,,46240,PU,15/09/1979,02/09/1986,6,Lot
0460618X,,16.0,842,A COMPLETER,RUE ALBERT CAMUS,46000,PU,01/09/1979,30/06/1994,6,Lot
0460619Y,,16.0,842,A COMPLETER,AVENUE FERNAND PEZET,46100,PU,01/09/1979,30/06/1994,6,Lot
0460620Z,77705225900028,16.0,340,Collège privé Saint-Etienne,49 rue DES SOUBIROUS,46000,PR,24/06/1980,,6,Lot
0460621A,77706423900059,16.0,340,Collège privé Jeanne d'Arc,11 ALLEE PIERRE BEREGOVOY,46100,PR,24/06/1980,,6,Lot
0460622B,,16.0,320,Lycée professionnel privé Notre-Dame,49 RUE DES SOUBIROUS,46000,PR,24/06/1980,31/08/1980,6,Lot
0460623C,,16.0,320,Lycée professionnel privé Jeanne d'Arc,51 BOULEVARD COLONEL TEULIE,46100,PR,24/06/1980,31/08/1980,6,Lot
0460624D,,16.0,811,A COMPLETER,66 BOULEVARD GAMBETTA,46009,PU,01/09/1980,31/08/1993,32,Lot
0460625E,21460089200027,16.0,101,Ecole maternelle,,46700,PU,18/09/1980,31/08/2014,6,Lot
0460626F,21460095900024,16.0,101,Ecole maternelle,RUE DES ECOLES,46090,PU,18/09/1980,31/08/2011,6,Lot
0460627G,,16.0,842,A COMPLETER,QUAI AUGUSTE SALESSE,46400,PU,18/09/1980,30/06/1994,6,Lot
0460628H,,16.0,812,A COMPLETER,,46400,PU,01/11/1980,31/08/1993,32,Lot
0460629J,,16.0,812,A COMPLETER,,46300,PU,01/11/1980,31/08/1993,32,Lot
0460630K,,16.0,812,A COMPLETER,35 COURD GAMBETTA,46100,PU,01/11/1980,31/08/1993,32,Lot
0460631L,,16.0,812,A COMPLETER,,46000,PU,01/11/1980,31/08/1993,32,Lot
0460632M,19460007800035,16.0,710,LGT CLEMENT MAROT,59 RUE DES AUGUSTINS,46005,PU,24/06/1974,30/12/2007,6,Lot
0460633N,,16.0,710,A COMPLETER,AVENUE FERNAND PEZET,46100,PU,23/09/1974,29/03/1992,6,Lot
0460634P,21460215300048,16.0,101,Ecole maternelle publique,Route de Lamothe,46350,PU,01/09/1981,31/08/2020,6,Lot
0460635R,21460322700023,16.0,101,Ecole maternelle,,46090,PU,01/09/1981,31/08/2010,6,Lot
0460636S,21460197300024,16.0,101,Ecole maternelle Le Montat,170,46090,PU,01/09/1981,31/08/2010,6,Lot
0460637T,77705229100013,16.0,320,Ecole 2d degré professionnel privée     Enseignement Commercial,59 RUE DES AUGUSTINS,46000,PR,26/05/1967,31/08/2016,6,Lot
0460638U,,16.0,320,Ecole technique privée de Secrétariat,736 RUE E ZOLA,46000,PR,10/08/1968,31/08/1982,6,Lot
0460639V,,16.0,390,Section d'enseignement général et professionnel adapté du Collège Jean Lurçat,Avenue LUCIEN DARNIS,46400,PU,06/04/1982,,6,Lot
0460640W,,16.0,842,A COMPLETER,RUE CAMILLE DESMOULINS,46000,PU,28/05/1982,30/06/1994,6,Lot
0460641X,,16.0,845,A COMPLETER,RUE DELBOS,46100,PU,20/09/1976,31/08/2006,6,Lot
0460642Y,,16.0,845,A COMPLETER,CITE QUAI CAVAIGNAC,46000,PU,20/09/1976,31/08/2006,6,Lot
0460643Z,,16.0,845,A COMPLETER,,46300,PU,20/09/1976,31/08/2006,6,Lot
